station_id,name,lat,lon
3,Powell St BART Station (Market St at 4th St),37.786156,-122.40555533333334
4,Cyril Magnin St at Ellis St,37.78739066666667,-122.408163
5,Powell St BART Station (Market St at 5th St),37.78397433333333,-122.40844733333333
6,The Embarcadero at Sansome St,37.80479883333334,-122.4033055
7,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816
8,The Embarcadero at Vallejo St,37.7999455,-122.39856366666666
9,Broadway at Battery St,37.798686000000004,-122.40077416666666
10,Washington St at Kearny St,37.79523583333334,-122.40483916666666
11,Davis St at Jackson St,37.79728,-122.39842066666667
12,Pier 1/2 at The Embarcadero,37.79643466666667,-122.39457433333334
13,Commercial St at Montgomery St,37.7940795,-122.40292183333334
14,Clay St at Battery St,37.79527183333333,-122.40008633333333
15,San Francisco Ferry Building (Harry Bridges Plaza),37.79549183333334,-122.3943665
16,Market St at Steuart St,37.79315616666667,-122.3972745
17,Embarcadero BART Station (Beale St at Market St),37.7920415,-122.3965795
18,Telegraph Ave at Alcatraz Ave,37.85022187449679,-122.26017236709595
19,Post St at Kearny St,37.7888785,-122.40367066666667
20,Mechanics Monument Plaza (Market St at Bush St),37.791242,-122.39882566666667
21,Montgomery St BART Station (Market St at 2nd St),37.78944033333333,-122.40143366666666
22,Howard St at Beale St,37.789516,-122.39439016666667
23,The Embarcadero at Steuart St,37.791377833333335,-122.39093683333333
24,Spear St at Folsom St,37.78943433333333,-122.39058616666667
25,Howard St at 2nd St,37.78694333333333,-122.39813533333333
26,1st St at Folsom St,37.78710233333334,-122.394987
27,Beale St at Harrison St,37.788212,-122.39181
28,The Embarcadero at Bryant St,37.78736,-122.388116
29,O'Farrell St at Divisadero St,37.78238016666667,-122.4394685
30,San Francisco Caltrain (Townsend St at 4th St),37.776832166666665,-122.39544533333333
31,Raymond Kimbell Playground,37.783827,-122.43456983333333
34,Father Alfred E Boeddeker Park,37.784063333333336,-122.41200483333333
35,Cahill Park,37.329080833333336,-121.9048405
36,Folsom St at 3rd St,37.784026833333336,-122.39882233333333
38,The Embarcadero at Pier 38,37.783167666666664,-122.38800583333334
39,Scott St at Golden Gate Ave,37.77921033333333,-122.43699033333333
41,Golden Gate Ave at Polk St,37.781456166666665,-122.41847316666667
42,San Francisco City Hall (Polk St at Grove St),37.778884,-122.41816616666667
43,San Francisco Public Library (Grove St at Hyde St),37.778686,-122.41595283333334
44,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7809735,-122.41168416666666
46,San Antonio Park,37.79013985185364,-122.24237322807312
47,Clara St at 4th St,37.780814166666666,-122.40069033333333
49,S Park St at 3rd St,37.780917,-122.39489516666667
50,2nd St at Townsend St,37.7805935,-122.390325
51,Parker Ave at McAllister St,37.77610883333333,-122.45307566666666
52,McAllister St at Baker St,37.7773605,-122.44206283333334
53,Grove St at Divisadero,37.7759505,-122.4377035
54,Alamo Square (Steiner St at Fulton St),37.77774266666667,-122.43320666666666
55,Webster St at Grove St,37.777159,-122.42959233333333
56,Koshland Park,37.77354066666667,-122.42694216666666
58,Market St at 10th St,37.77679216666667,-122.41726116666666
59,S Van Ness Ave at Market St,37.77498116666666,-122.41902166666667
60,8th St at Ringold St,37.77431083333333,-122.40943416666667
61,Howard St at 8th St,37.776623,-122.41120416666666
62,Victoria Manalo Draves Park,37.777729,-122.40626933333333
63,Bryant St at 6th St,37.775782166666666,-122.40274066666667
66,3rd St at Townsend St,37.778681666666664,-122.392612
70,Central Ave at Fell St,37.7733875,-122.44419
71,Broderick St at Oak St,37.7730525,-122.43910333333334
72,Page St at Scott St,37.77235916666667,-122.43573316666667
73,Pierce St at Haight St,37.77192433333333,-122.43382133333333
74,Laguna St at Hayes St,37.776316333333334,-122.42619216666667
75,Market St at Franklin St,37.77380683333333,-122.4211205
76,McCoppin St at Valencia St,37.771686333333335,-122.4222595
77,11th St at Natoma St,37.773474,-122.41592716666666
78,Folsom St at 9th St,37.773525166666666,-122.41204116666667
79,7th St at Brannan St,37.7732655,-122.40325333333334
80,Townsend St at 5th St,37.775235,-122.39747833333334
81,Berry St at 4th St,37.7761405,-122.393231
84,Duboce Park,37.769219166666666,-122.43397983333334
85,Church St at Duboce Ave,37.769784,-122.42915266666667
86,Market St at Dolores St,37.76922966666667,-122.42698966666667
87,Folsom St at 13th St,37.7702155,-122.41546233333334
88,11th St at Bryant St,37.77009283333334,-122.41189283333334
89,Division St at Potrero Ave,37.769224666666666,-122.406943
90,Townsend St at 7th St,37.771108,-122.40266833333334
91,Berry St at King St,37.77183633333333,-122.398314
92,Mission Bay Kids Park,37.77247933333334,-122.3927715
93,4th St at Mission Bay Blvd S,37.77028083333333,-122.39123816666667
95,Sanchez St at 15th St,37.76625816666667,-122.43092316666667
96,Dolores St at 15th St,37.766093833333336,-122.42661516666666
97,14th St at Mission St,37.76825433333333,-122.42039116666666
98,Valencia St at 16th St,37.765101,-122.42186833333334
99,Folsom St at 15th St,37.76705883333333,-122.41543833333333
100,Bryant St at 15th St,37.767111166666666,-122.410695
101,15th St at Potrero Ave,37.76707966666667,-122.40747716666667
102,Irwin St at 8th St,37.7668805,-122.39948616666666
104,4th St at 16th St,37.7670455,-122.39090216666666
105,16th St at Prosper St,37.7643045,-122.43190833333334
106,Sanchez St at 17th St,37.763211166666665,-122.43065466666667
107,17th St at Dolores St,37.76305583333333,-122.426689
108,16th St Mission BART,37.764678333333336,-122.41994983333333
109,17th St at Valencia St,37.7633525,-122.4220325
110,17th & Folsom Street Park (17th St at Folsom St),37.7637615,-122.4155185
112,Harrison St at 17th St,37.763672166666666,-122.41303116666667
113,Franklin Square,37.76453883333333,-122.4104625
114,Rhode Island St at 17th St,37.76448533333333,-122.40265066666667
115,Jackson Playground,37.764950166666665,-122.39885716666667
116,Mississippi St at 17th St,37.76478483333333,-122.39477233333334
118,Eureka Valley Recreation Center,37.759253,-122.43676383333333
119,18th St at Noe St,37.761160333333336,-122.4324495
120,Mission Dolores Park,37.761420333333334,-122.42667166666666
121,Mission Playground,37.75923183333333,-122.42144216666667
122,19th St at Mission St,37.760276166666664,-122.41880916666666
123,Folsom St at 19th St,37.760668,-122.4148665
124,19th St at Florida St,37.76041683333333,-122.4107845
125,20th St at Bryant St,37.75913883333333,-122.41000316666667
126,Esprit Park,37.76162683333333,-122.3909685
127,Valencia St at 21st St,37.7566835,-122.4211685
129,Harrison St at 20th St,37.758882666666665,-122.41256516666667
130,22nd St Caltrain Station,37.757763,-122.39192166666666
131,22nd St at Dolores St,37.7549985,-122.42569966666667
132,24th St at Chattanooga St,37.751882,-122.42649666666667
133,Valencia St at 22nd St,37.75512,-122.420948
134,Valencia St at 24th St,37.75241466666667,-122.4206355
137,Jersey St at Castro St,37.750576333333335,-122.43383366666667
138,Jersey St at Church St,37.750925,-122.42759916666667
139,Garfield Square (25th St at Harrison St),37.750969833333336,-122.41202383333334
140,Cesar Chavez St at Dolores St,37.7478625,-122.42494483333333
141,Valencia St at Cesar Chavez St,37.74770916666667,-122.4202085
