day,hour,30000,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30058,30059,30060,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,total
0,0,6,0,0,0,3,0,4,0,0,0,1,0,0,2,2,3,0,2,0,1,4,3,5,0,3,2,3,2,0,0,1,0,2,0,1,3,0,0,0,0,0,0,2,1,0,0,5,1,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,94
0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,26
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,18
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30
0,6,4,0,4,0,0,3,4,0,2,4,4,4,6,0,0,6,0,2,1,2,0,0,0,1,0,1,0,1,0,0,9,0,2,0,0,0,1,3,1,6,0,3,1,2,0,2,7,3,0,0,4,0,8,0,0,0,10,3,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,3,2,6,0,3,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,0,0,160
0,7,1,2,0,0,7,4,7,1,4,9,12,11,3,1,0,11,6,5,5,4,1,8,2,4,11,4,0,6,1,1,16,0,0,1,5,0,3,12,1,7,4,2,3,3,1,5,8,5,16,0,5,5,2,3,0,0,9,0,2,0,12,1,3,4,0,3,0,0,0,0,0,1,4,3,0,7,1,0,0,1,2,1,0,0,2,0,8,17,2,2,3,7,16,3,5,1,0,2,1,0,2,0,5,4,0,0,0,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,2,6,0,0,0,0,6,1,2,1,4,0,409
0,8,0,5,1,0,14,0,3,0,9,7,10,15,5,0,4,5,10,4,7,12,3,1,2,0,25,11,0,3,2,1,16,3,3,0,2,4,7,1,1,15,8,6,3,1,3,3,14,4,13,0,5,1,4,2,1,0,5,0,0,1,9,3,9,3,1,4,1,1,0,0,0,0,0,4,2,2,0,0,0,0,2,5,1,0,1,3,8,12,2,4,3,3,15,3,1,2,0,0,1,1,1,1,2,2,0,0,0,4,6,5,0,3,0,0,0,1,0,0,2,0,0,0,0,1,2,2,1,0,0,0,0,2,0,1,2,0,4,0,0,0,1,4,9,0,0,447
0,9,1,1,0,0,1,2,2,3,5,12,5,11,3,0,0,6,1,8,2,19,5,1,8,0,11,7,1,3,2,8,9,0,1,1,5,2,1,3,1,2,3,3,9,4,3,2,12,6,5,3,4,4,2,1,0,3,1,10,1,0,1,2,1,4,6,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,2,1,0,1,5,9,3,6,1,0,1,2,3,0,3,0,0,2,2,0,1,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,5,2,0,0,3,2,0,2,0,0,1,0,0,0,5,0,3,4,0,333
0,10,4,0,3,1,3,0,4,1,3,10,2,12,3,2,0,6,3,3,4,7,1,3,3,4,3,4,5,5,5,6,18,1,3,0,1,4,1,1,3,1,3,3,4,9,5,4,4,3,4,5,7,1,8,2,0,4,0,1,1,0,9,0,0,0,3,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,2,2,1,0,0,1,8,15,5,5,1,3,1,3,2,1,2,2,1,2,0,0,0,0,4,0,1,1,7,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,1,3,1,0,0,2,6,1,2,0,1,1,2,1,0,2,0,4,2,2,339
0,11,9,0,2,1,1,1,4,7,5,5,3,9,1,4,3,7,6,2,4,10,4,6,2,1,18,11,3,4,3,16,10,0,0,2,1,3,4,0,0,0,13,2,13,9,0,2,9,7,8,1,8,11,2,2,0,4,0,5,1,0,5,1,0,2,0,4,1,1,0,0,0,0,0,2,4,1,0,0,0,0,3,1,1,0,1,0,0,14,31,2,4,2,7,0,0,0,0,0,1,2,1,0,1,0,0,1,0,2,3,0,0,1,0,0,0,0,1,0,0,1,0,1,2,4,8,2,2,1,0,1,1,1,0,0,0,0,2,0,2,1,0,0,9,2,0,409
0,12,7,1,0,0,8,0,11,1,3,7,1,13,7,1,1,9,2,5,0,35,4,8,3,0,21,10,8,3,2,9,10,1,1,2,5,5,10,1,2,0,10,3,25,4,6,5,5,9,6,6,12,6,2,3,1,1,1,5,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,2,0,1,2,1,2,21,7,5,0,2,5,1,0,0,2,1,5,0,1,2,1,2,0,1,1,1,0,2,0,0,1,0,0,3,0,0,1,0,2,4,0,0,1,3,10,0,0,0,1,4,0,2,0,0,2,0,0,0,1,0,7,5,3,464
0,13,23,2,0,0,5,0,11,1,7,5,6,5,3,8,0,7,4,4,5,9,1,4,3,0,43,14,6,3,10,10,8,1,1,2,0,5,10,0,1,4,4,2,17,3,1,0,11,8,2,0,4,6,5,2,0,2,2,4,4,0,3,5,0,1,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,1,0,1,0,0,1,1,4,1,11,12,3,1,4,0,5,0,2,8,0,0,1,0,2,0,1,1,2,1,1,3,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2,7,0,0,1,3,0,0,0,0,0,0,0,1,0,0,8,10,0,433
0,14,20,1,2,0,3,2,4,3,3,9,0,5,1,4,0,10,6,3,0,6,5,3,2,0,19,2,8,4,2,9,10,2,5,0,2,2,6,2,3,0,0,0,14,6,6,0,9,2,5,2,1,5,0,2,0,3,0,7,4,0,3,3,2,0,2,1,1,1,0,0,0,0,0,4,2,1,0,0,3,2,0,0,0,0,0,0,3,2,14,4,1,1,2,0,1,6,0,0,0,0,0,0,1,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,2,0,3,0,0,0,0,0,0,0,1,0,1,3,11,4,2,336
0,15,15,0,3,0,2,9,6,5,8,4,3,4,2,3,0,4,1,2,4,16,3,1,3,1,21,7,7,1,2,14,10,2,1,2,2,4,8,2,0,0,8,0,23,8,2,1,7,3,5,0,5,4,6,1,2,1,1,7,3,3,5,2,0,5,0,1,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,1,1,0,4,13,7,4,1,3,0,4,0,0,3,0,3,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,4,0,1,3,13,0,0,373
0,16,17,2,3,2,6,1,29,1,4,6,6,5,1,4,0,15,2,1,7,20,0,2,2,8,33,15,15,10,7,35,16,1,2,1,1,3,30,0,2,7,5,0,29,2,2,0,9,11,3,1,12,17,3,4,2,11,2,5,4,0,3,2,0,5,0,2,1,1,1,2,0,0,0,3,4,1,0,0,0,0,0,0,0,1,2,0,1,3,16,4,2,4,4,1,3,1,0,1,0,2,1,1,1,3,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,1,3,6,0,7,1,0,0,2,0,0,0,0,1,3,0,3,0,1,6,9,2,0,573
