day,hour,30000,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30058,30059,30060,30061,30062,30063,30064,total
0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,23
0,7,0,1,0,0,1,1,1,5,0,6,2,11,0,1,0,4,4,2,1,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0,1,3,1,0,0,1,0,4,4,0,2,6,6,2,3,1,0,2,0,0,2,2,2,0,0,3,2,1,0,0,96
0,8,2,4,0,0,1,9,2,0,1,4,1,8,0,1,0,4,0,1,0,4,2,4,0,0,3,1,1,6,0,1,3,1,1,0,0,0,3,0,0,5,0,3,1,2,0,2,4,4,2,4,4,1,2,0,0,0,6,1,0,0,1,0,0,1,1,112
0,9,3,0,0,0,2,6,6,4,0,10,1,3,1,0,1,0,2,0,2,10,3,0,0,0,2,0,5,2,0,3,0,1,3,2,0,0,2,3,0,3,3,0,2,5,2,1,5,3,4,0,1,0,4,0,0,0,2,0,4,0,1,3,0,0,0,120
0,10,0,1,0,1,1,5,2,1,3,3,0,3,2,0,0,2,0,5,2,3,3,1,5,0,5,4,1,3,2,2,6,3,1,1,2,2,5,0,0,3,1,2,7,4,1,3,3,2,1,5,0,0,2,0,2,0,1,1,6,0,3,1,0,0,2,130
0,11,0,4,6,0,2,3,5,4,0,5,1,5,1,4,4,4,2,2,1,10,25,2,0,2,5,10,5,9,6,6,7,3,0,2,0,5,5,3,5,2,3,1,8,11,17,3,9,9,2,5,2,2,3,4,3,3,1,3,1,0,0,0,2,2,1,260
0,12,7,9,3,0,3,2,7,2,1,1,2,2,1,4,0,3,6,5,1,8,2,2,2,0,18,4,8,6,3,12,8,1,1,0,4,3,5,0,1,0,4,0,12,12,6,3,9,3,5,0,4,3,2,5,0,6,0,1,4,1,2,3,0,3,4,239
0,13,3,0,1,0,5,5,7,4,0,5,0,6,0,5,3,8,1,0,0,8,0,2,0,0,3,3,0,8,1,4,2,5,4,4,2,0,3,3,3,4,1,0,3,7,4,3,9,6,2,2,1,4,0,1,0,1,3,6,3,0,4,2,0,4,0,178
