day,hour,30000,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30058,30059,30060,30061,30062,30063,30064,total
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,6,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26
0,7,0,0,0,0,0,0,1,1,0,2,0,4,0,0,0,0,1,5,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,35
0,8,0,0,1,0,0,3,0,0,5,2,1,3,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,41
0,9,0,1,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,1,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,36
0,10,0,4,0,0,1,0,1,1,0,5,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,11,2,0,3,0,0,0,1,2,0,1,1,1,0,2,0,0,1,3,0,3,2,4,0,0,1,1,1,0,1,0,1,0,1,1,0,3,0,0,0,2,2,0,2,0,0,0,2,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50
0,12,3,0,0,0,2,1,1,1,3,1,0,1,0,4,2,1,2,1,4,2,2,6,2,0,2,1,3,3,1,2,0,1,1,0,0,0,1,1,0,3,1,0,6,2,2,2,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0,13,3,0,0,0,0,0,0,0,3,2,1,1,0,2,1,0,4,5,1,6,1,1,4,0,1,2,1,2,0,2,0,1,0,0,0,0,1,3,0,2,0,1,8,0,0,1,3,0,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,71
0,14,2,4,0,0,1,0,4,0,0,3,1,0,0,0,2,1,2,0,2,3,2,0,0,1,2,3,5,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,3,2,0,0,0,0,5,0,1,0,0,0,0,0,0,61
0,15,0,4,0,0,1,2,10,0,4,1,0,0,0,2,0,1,0,0,1,2,2,3,0,0,4,1,1,2,6,5,0,1,0,0,1,0,0,0,1,2,0,0,4,1,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69
0,16,3,0,0,0,2,2,1,2,0,2,3,2,0,0,0,1,2,0,1,5,2,2,3,0,1,3,0,3,1,7,0,2,2,0,6,2,0,1,0,0,5,0,8,2,0,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,84
0,17,6,7,0,0,2,0,3,0,1,3,2,2,0,2,0,1,3,0,2,4,4,0,3,2,4,3,2,1,5,4,2,1,1,0,0,3,3,0,0,1,2,0,8,2,0,0,7,0,1,0,4,0,0,0,0,2,0,1,1,0,0,0,0,0,0,105
0,18,4,1,0,0,1,1,5,3,3,9,1,3,1,2,5,0,0,1,0,4,1,0,1,0,3,2,2,1,2,1,0,2,0,0,5,3,0,0,2,0,0,0,2,4,0,4,3,3,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,91
0,19,6,0,1,0,2,2,3,1,1,3,4,4,0,0,0,3,3,0,0,2,0,0,3,0,3,2,2,0,3,3,0,0,0,0,0,2,0,0,0,0,3,0,4,2,0,0,2,5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,73
0,20,1,0,0,0,3,0,0,1,0,10,0,3,0,1,9,3,3,8,0,1,0,0,4,0,4,1,0,2,4,0,0,8,0,0,0,2,2,0,0,3,0,0,4,1,0,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,86
0,21,2,0,1,0,0,0,3,2,0,1,0,2,0,0,0,1,1,6,4,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,51
0,22,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,2,0,1,0,0,0,0,2,0,4,4,2,0,0,0,0,0,0,0,47
0,23,2,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,23
1,0,0,0,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,6,0,1,0,0,0,2,0,0,0,2,0,8,0,1,0,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
1,7,0,0,0,0,2,0,0,0,0,0,1,8,0,2,0,2,2,4,3,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,2,0,1,1,2,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,49
1,8,1,1,1,0,0,4,1,0,1,5,1,6,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,6,0,4,0,0,1,0,2,0,0,0,0,0,3,0,3,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,53
1,9,0,0,1,0,0,2,1,2,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,1,0,1,1,0,1,0,0,1,1,0,1,1,4,3,0,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,44
1,10,1,3,2,0,1,0,6,1,0,2,0,0,0,0,0,0,1,2,0,2,0,0,2,1,4,0,2,0,2,6,2,0,3,2,1,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56
1,11,1,2,0,0,2,1,5,3,3,1,2,3,0,0,0,1,0,2,0,5,0,2,0,1,6,2,3,0,2,5,3,1,1,0,2,2,3,0,0,1,1,0,9,2,0,0,4,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,89
1,12,3,4,0,0,1,2,1,1,1,4,1,8,0,1,0,0,1,3,1,6,2,1,1,0,4,2,1,2,11,3,3,1,2,1,1,3,1,0,0,2,1,1,10,5,1,0,2,6,1,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,112
1,13,6,0,0,0,3,3,5,1,1,2,2,4,1,0,1,3,7,6,1,3,0,1,1,0,3,0,1,3,2,6,1,2,1,0,1,1,2,0,0,2,1,2,8,3,3,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1,14,1,1,0,0,1,2,1,0,2,2,0,2,0,0,1,1,2,4,4,2,5,4,0,2,4,1,1,3,1,5,1,1,0,0,0,0,1,0,0,3,1,1,4,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,71
1,15,0,3,0,0,3,0,5,1,0,1,1,3,0,0,1,1,2,2,2,3,5,3,1,1,3,1,1,4,4,7,0,3,1,0,1,1,0,0,0,0,4,0,2,2,0,0,5,4,4,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,90
1,16,0,2,0,0,0,1,12,1,2,4,0,0,1,3,0,5,10,1,2,3,1,1,1,0,2,3,8,3,3,6,1,2,1,0,2,2,0,1,3,2,6,0,9,3,0,1,1,3,1,2,5,1,2,3,1,5,0,2,0,0,0,0,0,0,0,134
1,17,3,0,0,0,4,3,8,2,2,2,0,0,0,9,0,2,2,3,4,3,0,5,2,0,0,1,1,5,2,3,2,3,2,0,3,2,3,1,0,0,6,1,2,1,2,1,3,2,2,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,108
1,18,11,2,1,0,2,2,5,0,7,7,1,3,0,3,3,2,6,3,1,1,0,1,3,1,1,1,1,0,1,7,3,0,0,0,0,0,2,0,0,3,2,0,0,10,0,2,7,5,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,116
1,19,1,0,0,0,0,7,6,6,4,2,2,1,1,2,1,1,0,3,0,4,8,0,5,0,10,0,1,0,7,3,1,2,0,0,0,2,2,1,0,3,2,1,7,5,2,1,0,2,2,0,3,1,1,0,2,2,0,0,1,0,0,0,0,0,0,118
1,20,4,0,0,0,2,3,1,3,0,9,3,1,0,2,0,0,0,2,0,2,3,1,1,0,3,0,2,3,1,1,0,1,0,0,0,0,0,1,0,2,0,0,4,7,0,0,2,4,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,77
1,21,2,3,1,0,0,0,7,2,0,0,0,3,0,1,0,0,0,2,1,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,3,1,0,5,5,2,0,5,6,3,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,69
