day,hour,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30,33,34,35,36,37,41,42,43,44,45,46,48,50,58,59,62,63,64,66,67,76,79,81,84,85,86,90,96,97,98,99,100,106,107,109,112,119,120,121,122,123,125,148,149,150,158,159,162,164,169,170,172,173,174,175,177,178,179,180,181,182,183,184,185,186,188,189,190,191,192,193,194,195,196,197,198,199,200,201,208,209,210,211,212,214,218,220,221,222,224,227,230,232,233,235,240,243,244,245,246,247,248,275,276,277,278,279,280,281,282,286,287,304,305,307,309,310,311,312,313,314,316,317,318,321,323,324,327,total
0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,23
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33
0,6,1,0,8,4,0,0,1,0,0,0,0,10,3,1,0,0,6,2,14,5,2,2,9,1,11,0,2,0,0,2,0,0,0,1,2,0,1,4,7,2,1,0,0,1,10,1,0,4,1,0,1,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12,7,0,163
0,7,3,0,8,12,4,0,5,1,1,0,1,48,5,16,0,5,2,8,31,1,8,2,3,8,92,0,0,0,1,8,1,2,1,8,2,0,9,9,9,8,2,0,1,4,34,7,0,21,5,1,0,9,2,0,5,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,10,0,1,1,0,1,0,0,0,0,0,7,0,0,3,4,2,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,3,2,0,2,0,2,0,2,7,9,0,501
0,8,7,4,15,16,0,1,3,4,4,2,0,107,31,22,0,2,11,37,92,14,8,4,5,21,99,1,0,1,3,8,20,10,1,22,3,0,4,13,32,8,3,0,1,4,112,5,1,37,3,4,4,13,6,0,7,1,0,2,4,7,4,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1,3,2,0,2,1,2,5,4,1,1,0,0,1,4,2,2,0,1,0,2,0,6,2,1,0,0,1,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,9,0,1,1,0,0,10,18,11,0,973
