day,hour,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32002,B32012,C32010,B32010,B32011,B32016,B32018,B32014,B32015,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32007,A32009,D32013,B32009,B32013,D32009,D32003,B32008,D32001,D32000,D32007,D32006,D32005,D32004,B32000,B32003,B32002,B32005,B32004,B32007,B32006,B32017,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,C32008,C32009,A32012,A32011,A32010,D32008,total
0,15,6,1,7,5,5,4,8,0,2,3,10,0,6,2,2,3,1,1,2,2,2,6,1,2,0,1,3,0,1,6,7,4,3,3,7,13,6,9,2,8,2,4,2,3,2,3,1,3,0,1,6,2,2,1,5,1,5,2,10,2,211
0,16,11,3,0,5,2,9,17,0,3,6,8,4,4,8,11,3,1,3,4,4,9,8,0,0,2,3,18,4,4,3,4,3,2,5,20,12,11,8,3,10,7,1,5,3,7,3,4,4,4,1,7,10,3,0,4,0,0,1,26,9,334
0,17,13,6,7,3,2,9,21,1,6,22,5,8,6,2,11,5,4,1,1,9,5,6,1,2,1,8,13,3,0,2,6,15,0,8,16,9,12,14,4,10,7,2,4,13,6,3,7,11,7,0,7,4,2,1,11,2,7,0,43,13,427
0,18,6,10,10,2,4,2,15,0,8,5,3,2,6,2,9,5,0,0,0,6,2,8,1,3,0,7,7,2,1,3,5,8,0,2,14,3,20,7,7,9,7,6,4,6,5,1,3,14,1,1,10,11,2,0,1,0,3,2,15,7,303
0,19,12,2,10,4,4,9,9,0,6,4,2,3,2,3,4,5,0,0,0,3,4,2,0,0,1,0,7,2,2,3,3,6,0,2,10,0,13,3,4,11,4,3,0,1,0,2,2,8,5,2,3,8,2,1,2,1,0,0,8,6,213
0,20,0,1,0,0,0,4,3,1,4,3,8,5,0,5,1,1,0,0,0,2,3,3,1,1,1,2,0,0,0,0,3,2,0,9,3,1,3,6,3,3,6,2,1,1,2,3,3,6,1,0,2,2,0,0,2,0,1,1,7,2,124
0,21,2,0,4,0,2,6,0,0,3,1,0,5,1,3,1,1,0,4,1,2,1,3,2,1,0,2,6,0,1,1,1,3,0,0,3,4,1,5,9,2,1,0,0,0,1,1,1,4,3,0,2,4,3,0,3,0,0,0,5,1,110
0,22,3,0,0,0,1,7,1,0,4,0,2,1,1,0,2,0,0,1,0,8,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,1,0,2,1,0,3,1,2,0,2,0,4,2,2,0,1,1,0,0,0,2,0,8,1,73
0,23,4,0,1,0,1,3,0,0,0,0,1,0,2,1,5,2,0,1,0,2,1,2,1,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,1,2,1,0,0,2,0,1,0,0,1,1,0,7,0,0,0,0,2,0,3,4,59
1,0,0,0,0,1,0,4,0,0,0,0,1,1,0,6,1,3,0,0,2,4,0,2,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,1,0,1,0,44
1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,8
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
1,5,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,4,0,2,0,0,0,0,0,1,0,25
1,6,1,2,1,5,9,1,0,0,0,0,3,0,5,3,2,4,0,0,0,0,0,0,0,0,0,8,0,1,2,0,11,5,0,1,1,9,1,0,4,0,1,1,1,0,0,9,0,7,2,2,9,1,4,0,4,0,0,0,22,4,146
1,7,7,0,7,2,6,4,5,0,5,1,3,3,2,1,0,6,0,1,2,1,1,0,0,2,0,16,5,3,0,4,56,4,0,4,8,12,5,10,5,1,8,2,10,5,0,3,2,19,7,5,12,1,3,0,1,1,2,0,29,21,323
1,8,10,3,14,0,11,17,4,3,2,4,6,2,10,4,5,9,1,3,5,8,1,0,0,1,8,24,9,2,3,8,93,7,0,10,10,34,20,13,11,2,11,14,14,9,0,2,0,26,22,16,39,5,24,1,2,2,17,1,67,22,671
1,9,7,0,2,3,7,6,3,3,7,0,11,10,10,2,2,9,0,1,6,4,3,1,0,1,1,13,7,1,1,4,36,4,0,3,3,7,2,8,2,4,9,5,4,9,1,0,0,13,3,4,19,4,6,1,5,3,9,0,28,3,320
1,10,4,0,5,3,0,2,1,1,0,0,7,2,3,0,2,6,0,2,0,3,3,4,0,0,0,3,1,1,2,1,10,3,0,3,3,5,8,4,6,2,0,2,5,2,0,0,2,1,1,0,1,5,4,0,5,1,4,1,3,4,141
1,11,5,1,10,2,2,6,4,1,4,6,3,1,2,5,8,5,0,3,1,0,0,3,0,0,0,5,5,0,2,4,4,2,0,5,6,4,9,4,6,6,1,4,3,1,1,3,4,10,5,0,1,8,4,1,2,5,4,0,7,6,204
1,12,7,1,3,8,3,1,8,3,1,9,4,4,4,9,4,10,0,4,2,1,7,7,2,4,1,4,8,2,0,9,7,6,7,4,4,7,19,7,6,4,5,3,3,5,3,2,1,6,8,5,8,3,4,0,5,0,8,1,22,5,298
1,13,4,1,3,3,2,9,5,0,2,5,7,4,5,4,2,6,1,5,0,6,5,2,3,1,1,12,9,0,1,6,2,14,2,3,5,9,6,12,9,9,4,5,0,1,1,2,2,5,6,2,6,6,5,0,6,0,3,0,16,5,260
1,14,9,1,7,7,1,6,9,0,4,2,2,0,2,1,1,6,0,0,4,2,12,1,1,1,0,5,8,1,1,5,3,10,1,2,4,6,11,5,9,12,2,4,4,2,0,1,3,6,5,0,3,3,3,0,4,0,4,1,9,1,217
1,15,4,7,5,6,2,3,9,1,4,3,3,2,1,4,2,9,2,5,3,5,8,6,2,1,2,5,8,1,1,1,7,10,3,8,4,12,14,9,6,14,2,9,5,8,2,4,5,9,3,0,2,2,1,0,5,1,7,1,8,8,284
1,16,11,2,7,3,2,17,23,0,4,7,11,7,6,4,12,10,2,7,4,6,6,12,3,6,2,7,17,4,6,1,7,7,3,8,18,9,10,15,2,14,6,10,13,12,6,4,6,1,3,0,10,10,1,0,2,0,2,1,29,6,424
1,17,11,8,19,5,3,6,21,1,7,21,5,5,10,8,7,15,1,6,3,3,5,16,2,2,0,4,21,11,4,5,6,21,1,9,32,16,23,17,4,24,7,4,12,16,7,9,12,15,4,1,14,6,1,4,20,3,4,2,61,15,605
1,18,10,6,12,2,5,13,16,1,3,4,0,3,4,3,7,7,1,2,0,6,7,13,0,0,1,4,11,1,3,6,0,4,0,8,12,5,11,5,3,9,4,4,3,9,8,2,6,27,3,2,7,7,8,0,8,3,0,2,37,5,353
1,19,9,2,6,7,3,3,9,0,5,6,5,4,10,4,4,5,0,0,1,5,3,4,1,1,1,4,5,0,0,12,2,11,0,4,9,0,7,9,3,3,1,1,0,3,3,1,1,14,6,2,5,5,3,1,5,1,5,2,20,3,249
1,20,3,0,3,1,2,4,3,0,7,2,3,2,0,7,2,1,0,1,3,5,4,4,1,1,0,2,8,0,1,0,1,3,0,2,3,2,10,5,6,1,4,3,0,2,0,0,3,12,2,0,2,6,3,1,1,0,2,1,11,0,156
1,21,5,1,5,0,4,7,0,1,1,1,1,3,1,1,0,1,0,2,0,3,10,1,1,0,0,0,3,0,0,2,8,2,1,4,6,2,8,2,7,0,2,1,0,5,0,4,0,4,2,0,1,1,3,0,3,0,0,0,2,1,123
1,22,5,0,3,1,8,1,0,0,0,0,3,1,4,2,0,1,0,3,2,0,3,3,2,2,0,0,1,0,1,0,8,4,0,0,0,1,5,0,4,1,1,2,0,3,0,0,0,2,2,0,1,3,0,0,4,0,1,1,9,2,100
1,23,2,0,2,2,0,4,0,0,0,0,7,3,0,4,1,1,0,4,0,0,0,0,1,0,0,2,0,1,0,0,1,4,0,0,3,1,1,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,55
2,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,29
2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,3,0,0,4,2,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,1,27
2,6,3,1,1,5,7,0,0,0,0,0,2,1,2,2,2,1,0,0,0,0,1,1,1,0,0,6,3,0,1,0,12,0,0,3,0,5,2,0,4,0,0,0,0,1,0,1,0,6,4,2,8,1,4,0,3,0,0,0,19,3,118
2,7,2,0,10,5,8,4,2,0,3,1,1,2,1,0,0,4,0,0,1,1,0,0,0,1,0,13,1,1,1,6,49,7,0,5,4,13,8,8,3,0,9,3,10,3,0,3,1,17,8,1,11,0,2,0,0,1,5,0,20,17,276
2,8,7,1,9,4,7,13,0,9,1,2,2,7,10,3,4,7,1,1,1,6,1,1,0,2,5,21,8,0,3,2,77,4,0,7,4,28,17,7,4,1,4,8,9,6,1,3,2,21,12,15,14,2,15,2,5,2,10,0,48,15,481
2,9,4,0,3,8,2,8,3,1,3,0,5,2,8,3,1,4,1,4,7,6,1,1,0,2,0,9,2,2,5,3,33,5,0,6,3,6,9,12,0,0,4,7,4,8,1,1,2,11,4,3,6,1,4,1,4,3,11,0,15,4,266
2,10,4,0,6,0,1,5,3,1,1,1,1,5,1,3,3,7,1,0,0,1,4,5,0,0,1,5,7,1,7,0,7,0,0,1,1,3,4,2,7,6,1,6,3,0,2,0,2,8,4,1,3,2,1,0,0,0,7,0,0,6,151
2,11,7,1,6,1,3,5,7,0,3,3,5,2,4,2,2,2,0,2,1,6,0,5,0,0,0,4,4,0,2,1,3,2,0,1,6,8,8,5,3,6,2,6,4,1,0,5,2,6,4,1,3,3,1,0,3,2,5,0,8,1,177
2,12,2,1,2,8,5,7,4,0,6,3,9,1,3,4,3,4,0,1,3,2,3,4,2,4,2,2,3,3,1,3,6,13,0,4,4,11,15,8,1,5,1,6,2,6,1,4,2,8,1,0,4,6,1,1,4,0,4,0,10,6,229
2,13,9,2,3,4,2,10,8,0,2,4,7,1,5,4,3,4,0,1,2,2,2,4,2,0,0,3,5,2,0,5,3,6,0,4,5,5,10,3,2,10,3,2,3,0,2,2,1,5,3,0,5,10,3,1,3,1,5,1,11,3,208
2,14,7,1,3,3,3,4,6,0,3,2,0,1,0,2,0,3,1,1,1,3,0,3,1,1,0,3,8,2,3,5,3,9,0,3,8,0,2,4,2,4,0,6,7,7,1,3,2,4,2,0,4,3,1,0,5,0,3,0,7,2,162
2,15,4,0,7,3,5,3,5,0,1,2,2,1,2,2,0,4,0,0,1,3,7,7,5,3,1,1,3,0,0,6,4,3,3,3,3,7,12,2,2,8,1,2,6,1,4,3,1,6,1,0,3,4,1,0,7,1,1,3,4,4,178
2,16,15,4,6,3,0,8,15,1,4,6,7,6,3,5,4,2,1,7,3,4,9,10,1,4,1,4,9,6,1,2,6,14,1,10,11,5,4,6,3,14,3,4,4,3,1,0,4,7,4,0,6,2,1,1,5,0,2,3,17,3,295
2,17,9,5,8,5,1,10,6,0,4,13,4,3,2,3,7,5,3,1,3,11,9,9,3,2,2,8,21,5,1,4,6,12,0,6,19,12,13,13,5,12,7,7,6,11,6,2,6,7,3,0,9,9,2,0,11,2,2,1,37,6,399
2,18,4,2,7,1,1,4,4,1,3,6,4,2,4,3,4,2,1,0,1,4,4,5,0,0,1,2,3,1,0,2,4,7,0,5,11,5,8,2,9,7,4,2,3,8,3,2,1,13,1,0,8,12,3,2,3,1,2,1,25,5,233
2,19,2,2,6,2,2,4,5,0,1,3,0,1,2,3,1,2,0,1,1,3,5,0,2,0,1,5,1,1,1,7,1,7,0,2,6,4,5,7,0,5,1,1,1,2,2,6,4,15,4,0,3,9,1,0,5,0,0,0,11,4,170
2,20,1,1,1,1,2,5,1,0,5,0,5,1,4,2,1,0,0,0,0,2,3,4,2,0,1,1,4,0,0,1,0,2,0,0,4,0,7,1,2,4,2,0,1,2,1,1,3,3,0,0,1,4,0,0,1,1,2,2,8,1,101
2,21,4,0,3,0,2,13,0,0,3,2,1,0,6,0,1,1,1,0,0,5,3,1,0,0,0,1,1,0,1,2,0,4,0,1,0,0,2,2,5,1,0,3,0,3,0,1,0,4,2,0,0,2,0,0,2,0,2,0,4,0,89
2,22,1,0,0,0,0,3,2,1,0,1,3,1,0,3,0,1,0,3,0,1,0,1,1,2,0,0,0,2,0,3,0,2,0,0,2,0,4,0,0,0,2,1,1,0,1,0,0,3,1,0,0,1,1,0,0,0,2,1,5,1,57
2,23,1,0,0,0,2,2,0,0,1,2,0,0,0,2,0,1,0,1,1,1,0,1,0,0,3,2,0,1,1,2,0,4,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,37
3,0,0,1,0,0,0,1,0,0,0,0,1,3,2,5,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,32
3,1,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17
3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9
3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,3,0,2,0,0,0,0,0,0,0,18
3,6,3,1,0,5,5,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,1,0,4,0,9,0,0,4,0,0,0,2,1,0,4,0,3,5,2,8,0,6,0,2,0,0,0,12,3,99
3,7,2,1,4,3,4,1,2,0,4,0,1,2,5,0,1,2,1,0,2,0,1,0,1,0,1,5,2,1,4,5,40,5,0,3,4,8,9,6,4,0,5,3,7,1,0,2,0,19,5,1,7,1,2,0,2,0,7,0,11,10,217
3,8,7,1,13,0,15,11,1,1,0,4,3,9,15,1,2,9,0,1,1,9,1,0,0,1,4,14,6,0,6,8,51,9,0,10,3,21,16,10,2,1,10,5,6,6,1,0,1,18,6,15,21,2,11,3,0,2,9,0,49,6,437
3,9,4,1,8,4,1,6,4,3,3,1,10,2,2,4,1,2,0,2,2,6,1,2,1,2,0,11,2,1,3,3,24,3,0,4,3,11,10,5,3,3,7,3,4,6,0,2,1,2,6,4,18,3,1,3,2,3,8,0,7,6,244
3,10,3,1,1,1,2,3,1,2,1,2,2,1,5,2,1,2,0,1,0,1,1,2,0,0,0,3,1,1,0,2,7,4,0,0,4,2,6,2,3,2,1,2,2,2,1,3,0,5,2,2,3,6,0,0,0,1,1,0,5,2,110
3,11,6,2,6,1,3,2,5,1,2,4,0,5,5,6,1,2,0,1,1,4,2,2,0,0,0,3,7,2,0,2,1,1,0,1,6,3,4,2,2,6,1,2,2,1,1,0,1,5,2,3,2,1,4,0,3,0,2,1,2,3,137
3,12,4,1,4,2,0,3,2,2,1,4,6,2,4,3,2,2,0,2,0,3,5,1,0,2,0,0,3,3,0,2,1,6,0,3,3,11,2,6,1,4,0,1,1,0,2,2,0,2,4,0,5,5,0,1,1,3,2,1,8,3,141
3,13,3,3,1,2,4,2,5,0,1,1,1,1,3,5,2,3,0,4,0,8,2,2,1,0,1,3,3,0,1,2,0,3,0,2,8,6,8,4,5,5,1,1,2,3,2,6,1,2,2,0,3,2,0,0,8,2,5,0,5,4,154
3,14,7,0,1,9,1,4,3,0,0,1,5,2,2,0,0,3,0,0,0,1,4,1,1,1,0,6,3,0,2,5,3,1,0,1,5,1,11,3,2,1,0,4,2,3,1,0,1,9,0,4,6,6,0,0,3,0,2,1,3,0,135
3,15,0,1,1,2,0,1,2,0,3,0,6,2,2,2,0,2,0,0,2,2,2,4,1,0,1,1,3,6,0,2,1,9,2,0,8,4,4,1,1,6,1,1,2,0,0,2,2,4,2,0,4,1,1,1,2,0,3,0,4,1,115
3,16,6,0,6,5,1,5,11,0,6,2,5,2,4,1,3,3,0,0,2,1,7,3,0,1,0,0,6,3,2,0,4,4,2,2,1,5,4,9,1,8,4,1,4,3,5,1,1,0,3,1,4,2,0,1,4,3,1,1,9,6,179
3,17,5,6,12,5,2,9,12,1,3,11,5,2,0,0,5,0,1,1,1,5,6,6,0,0,1,3,13,5,3,0,0,8,1,6,10,2,7,11,6,1,2,4,3,8,4,6,6,2,3,0,5,10,1,1,4,0,5,2,20,14,275
3,18,3,3,4,0,0,2,7,0,2,6,1,3,2,3,1,3,0,1,0,0,3,4,1,0,0,0,2,0,1,5,0,8,0,4,3,1,3,4,2,4,1,0,0,3,2,2,4,1,0,0,0,6,0,1,5,1,0,1,7,3,123
3,19,3,0,4,1,3,3,1,0,2,0,3,2,3,0,2,1,0,0,1,0,1,1,0,1,1,0,2,4,0,0,0,1,0,1,6,2,5,5,4,2,1,2,0,1,0,4,0,6,0,0,4,4,1,0,4,0,2,0,5,3,102
3,20,3,1,0,0,3,3,2,0,2,1,6,3,1,3,2,5,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,2,0,0,4,0,3,2,1,2,3,2,1,1,1,3,0,3,1,0,1,0,0,0,3,0,0,0,5,0,81
3,21,3,2,0,0,1,1,0,0,0,0,2,1,0,2,2,0,1,0,0,1,3,4,1,0,1,0,2,0,0,1,4,2,0,0,0,2,1,1,3,4,2,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,2,1,2,0,60
3,22,1,0,0,0,0,0,1,0,0,1,2,2,1,4,0,3,1,1,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,4,2,2,0,3,1,1,0,1,1,1,0,2,0,0,0,0,4,0,3,0,1,1,55
3,23,1,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,6,36
4,0,1,0,1,0,0,0,1,0,0,0,3,2,2,2,0,3,0,0,0,1,2,0,0,1,0,0,3,1,0,0,3,0,0,0,4,3,2,0,1,1,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,2,51
4,1,0,2,0,0,1,2,0,0,0,1,3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,3,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,31
4,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,18
4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
4,4,0,1,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
4,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13
4,6,1,0,0,5,4,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,12,2,0,0,0,5,0,0,3,0,0,0,0,1,0,0,0,4,2,1,5,0,5,0,2,0,0,0,13,1,77
4,7,2,0,3,2,3,4,0,0,5,2,1,3,5,0,1,3,0,0,2,1,0,0,0,1,1,9,1,1,0,4,42,0,0,3,3,9,4,4,2,0,3,0,3,2,0,1,0,10,10,1,5,1,1,0,1,0,3,0,14,8,184
4,8,7,0,2,2,13,9,0,2,1,5,6,4,4,1,4,8,0,1,1,2,2,0,1,1,3,14,4,0,5,4,43,7,1,2,5,23,8,4,4,1,10,6,6,8,2,6,1,12,6,8,22,1,15,1,0,1,5,0,40,7,361
4,9,5,0,4,6,1,5,2,4,2,0,5,2,10,1,1,3,1,2,0,1,0,2,0,2,1,4,5,2,1,3,21,1,0,2,2,5,5,5,1,3,6,5,7,6,0,3,1,4,3,1,7,2,8,1,1,1,5,1,10,3,195
4,10,3,3,2,0,2,2,2,1,0,0,2,2,1,0,1,3,0,1,1,3,2,3,0,1,0,6,6,1,1,0,5,4,0,0,0,4,4,3,4,2,0,1,2,4,2,4,1,3,5,2,4,1,2,0,0,2,5,0,5,1,119
