day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,157,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,181,182,183,184,185,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,207,208,209,210,211,212,213,214,215,216,217,218,219,221,222,224,225,226,227,228,total
0,0,0,1,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,4,0,1,0,1,2,0,2,0,0,0,0,0,9,4,0,2,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,81
0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,35
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27
0,5,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,2,4,7,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,7,3,7,0,0,0,0,0,3,1,0,0,3,0,0,2,3,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4,0,0,3,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,126
0,6,0,0,5,1,7,0,1,1,0,2,1,4,0,0,9,1,0,15,2,18,4,0,8,15,4,0,0,0,0,2,2,3,0,6,14,1,2,1,0,4,2,15,4,2,0,4,2,4,0,6,0,4,2,6,8,2,2,0,0,2,0,2,7,1,0,0,0,0,3,1,1,8,7,0,2,1,0,3,1,1,4,2,1,0,1,2,8,1,0,7,4,4,2,3,1,2,2,2,2,1,1,0,3,9,6,5,2,4,1,2,3,2,0,0,5,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,1,1,3,5,2,2,1,11,0,3,2,2,0,1,0,0,1,0,3,2,6,1,0,0,0,0,1,1,2,36,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,0,1,1,2,0,440
0,7,0,1,15,5,9,1,0,8,0,2,12,7,0,4,28,9,1,13,15,44,10,6,8,22,12,1,3,8,0,14,4,14,0,18,15,4,5,16,9,13,1,15,14,7,6,2,6,25,6,7,0,16,14,1,23,3,2,3,0,15,4,11,15,1,5,3,3,2,1,2,7,12,18,2,6,10,3,1,8,16,2,13,11,0,3,13,13,3,8,7,3,11,8,7,1,13,5,0,63,3,6,8,8,7,29,19,2,13,3,8,10,5,5,7,4,1,5,2,9,8,3,0,7,3,0,6,1,0,0,4,2,1,7,4,5,13,8,0,3,15,0,1,2,13,0,9,1,0,5,8,5,9,19,4,6,0,1,3,1,1,8,61,8,4,2,8,5,1,1,3,0,0,0,1,0,0,1,2,0,4,0,1,0,2,0,0,2,0,3,7,0,12,1,8,0,1313
0,8,0,2,7,9,27,1,15,11,1,6,10,31,5,9,50,14,22,13,11,72,31,4,7,13,11,2,7,2,3,17,3,26,4,18,17,16,15,20,23,13,10,21,9,34,11,2,15,14,5,12,2,9,17,15,25,26,8,5,3,14,19,27,15,3,8,5,3,7,13,35,9,21,16,8,14,17,5,14,34,22,9,18,25,0,10,18,22,13,17,9,7,19,2,7,26,22,7,7,32,10,2,4,9,6,35,29,9,15,11,21,10,11,3,5,2,1,8,3,9,3,7,0,0,4,1,11,9,8,0,19,16,4,12,12,22,7,9,4,3,13,0,4,1,8,0,12,7,2,8,2,30,38,33,1,2,11,4,12,9,4,25,51,7,9,5,15,1,0,0,3,0,0,0,3,1,0,1,1,0,4,0,0,0,3,0,0,5,0,12,11,1,19,12,14,4,2152
