day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80,81,82,84,85,86,87,88,89,90,91,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,149,150,151,152,total
1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1,5,0,1,4,1,8,0,0,0,0,0,6,0,0,1,3,0,1,2,1,0,0,0,6,1,0,0,0,0,2,1,1,4,0,0,2,8,1,0,0,0,2,2,6,0,0,0,0,2,6,0,2,0,3,4,1,4,0,0,0,0,7,1,1,2,0,1,0,0,0,0,1,0,1,0,1,4,0,1,0,1,1,1,1,1,0,3,0,1,1,7,0,0,1,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,148
1,6,0,1,13,5,2,0,2,1,0,0,3,1,0,0,19,3,1,15,4,27,5,2,13,17,1,0,1,3,1,6,2,6,1,11,13,15,5,1,7,0,0,8,11,4,1,3,0,2,11,3,2,1,11,4,3,7,5,2,3,0,9,1,1,2,0,5,1,1,3,1,6,3,5,0,0,3,1,9,5,3,6,3,0,4,0,8,6,6,1,9,1,3,2,2,0,7,0,2,0,55,0,2,0,3,3,9,3,0,9,4,4,4,1,1,0,2,0,1,1,0,2,2,2,0,0,0,0,5,1,0,0,3,0,1,2,1,0,528
1,7,0,1,23,6,16,1,4,4,2,3,9,8,2,3,33,0,7,23,9,51,11,3,22,31,6,0,2,3,2,6,2,19,0,61,30,36,16,5,21,5,7,5,23,9,11,10,15,9,17,4,8,0,15,11,2,24,7,8,2,2,12,9,23,20,1,8,6,3,5,12,11,2,11,3,8,7,3,4,6,13,19,6,11,6,0,25,13,6,5,24,5,6,5,10,6,17,0,9,4,94,2,0,6,15,13,40,20,2,9,8,10,11,4,4,6,6,1,1,4,1,2,5,9,0,0,1,0,8,6,5,1,7,3,7,9,2,3,1344
1,8,0,5,21,8,33,5,6,12,1,4,11,26,1,4,35,5,7,24,24,85,22,2,18,23,4,6,3,5,11,30,8,24,0,49,33,29,25,8,29,16,18,21,31,7,19,10,2,22,18,11,19,5,16,17,11,29,23,11,2,3,16,24,15,21,0,10,8,6,2,29,30,6,24,0,16,8,9,7,9,24,34,6,14,10,4,10,23,17,2,35,10,8,2,10,11,14,0,4,2,77,3,1,8,13,17,17,20,6,10,13,20,16,5,11,9,12,2,1,8,2,5,4,11,0,0,1,4,13,8,5,1,3,4,7,4,5,11,1794
1,9,0,1,12,3,11,0,2,6,2,4,7,9,2,1,10,7,3,14,10,27,7,9,8,10,2,1,5,2,8,21,9,14,0,15,16,9,6,16,14,0,11,18,14,9,13,3,3,8,9,8,6,1,17,12,8,11,10,6,4,0,9,14,15,11,4,9,7,5,8,19,20,0,4,3,4,4,12,2,3,15,23,1,10,10,1,4,10,13,5,7,6,7,2,8,8,13,0,13,10,31,11,3,2,2,7,5,19,6,5,2,6,4,2,3,1,4,5,2,2,2,7,7,3,1,1,1,1,4,2,1,3,7,1,7,6,5,1,975
1,10,0,0,3,0,13,2,2,11,8,5,2,7,8,2,7,3,1,5,7,7,8,0,6,3,2,1,3,1,9,7,8,4,2,4,6,5,4,4,2,2,5,9,8,4,4,4,2,3,9,8,11,0,7,5,1,12,9,2,1,1,1,10,4,5,1,5,1,2,14,18,15,2,4,7,6,2,4,1,3,7,6,2,7,7,0,0,12,4,0,5,2,4,3,1,3,5,0,10,3,12,1,3,1,0,1,7,4,4,8,1,8,0,2,2,1,1,0,0,0,1,2,4,1,0,0,0,1,3,1,1,0,0,0,2,1,2,3,543
1,11,0,1,2,4,9,2,1,5,5,3,2,6,3,1,6,2,5,5,6,9,9,2,3,5,6,1,2,5,13,3,7,12,2,5,5,10,1,6,3,4,5,5,8,4,7,12,3,7,11,3,7,0,5,4,3,9,15,1,8,4,0,19,16,5,4,7,8,1,13,10,8,1,5,8,12,3,6,2,3,7,5,3,6,8,0,1,1,5,2,5,1,7,2,3,2,4,0,11,5,5,8,1,1,0,2,4,4,3,9,1,7,2,1,1,0,1,3,0,2,1,1,1,0,4,2,1,1,4,0,4,1,4,3,1,3,5,5,607
1,12,0,3,3,3,10,1,0,5,5,8,6,10,13,2,6,8,4,9,9,15,9,0,4,6,3,2,3,2,6,4,15,9,0,10,8,5,3,7,3,7,3,8,2,13,2,14,4,10,11,7,4,1,3,14,7,13,11,2,8,3,3,31,8,4,5,1,19,12,8,10,3,3,4,7,10,4,12,2,3,7,8,2,3,10,1,4,4,3,7,6,3,2,0,0,4,8,0,8,4,5,5,2,0,3,0,6,7,6,4,2,7,3,2,0,0,1,2,0,0,1,1,2,3,5,2,1,1,2,3,1,3,0,0,6,3,7,2,697
1,13,0,0,7,10,5,3,6,5,7,9,3,7,7,4,9,7,2,5,5,23,8,3,5,1,2,4,2,3,8,9,12,19,0,11,6,5,8,8,11,3,7,5,8,13,3,10,1,1,21,17,15,0,3,4,10,11,10,0,15,4,2,31,14,3,4,3,10,13,13,12,9,0,4,11,17,2,8,3,1,11,7,4,4,4,0,8,2,7,6,6,3,4,0,1,2,7,0,22,3,5,7,1,0,2,0,3,5,3,1,3,5,3,0,0,1,0,0,0,1,0,0,0,9,3,2,0,0,3,0,2,1,3,0,6,1,2,2,745
1,14,0,1,1,4,11,4,1,7,7,14,2,4,11,4,5,16,9,4,4,16,12,4,3,1,2,1,6,1,11,13,12,15,0,2,5,5,4,4,4,2,6,10,4,8,0,6,2,7,13,13,13,4,0,15,7,10,7,4,13,4,5,32,11,3,8,2,12,8,16,5,14,0,4,12,7,1,5,5,1,3,9,2,3,5,1,2,4,3,10,5,0,4,0,3,1,4,1,13,8,8,15,2,3,1,3,2,3,2,4,4,5,1,3,1,0,2,1,0,3,1,5,0,3,0,2,0,1,2,0,6,1,2,0,3,3,1,3,706
1,15,0,9,3,9,11,12,1,8,4,11,2,15,18,2,6,6,4,8,10,18,20,7,2,8,3,2,3,9,4,12,11,11,1,1,2,14,4,17,13,6,7,17,6,6,3,6,4,14,22,10,8,3,8,7,6,13,10,2,10,8,8,46,24,2,6,0,16,13,26,11,11,0,1,26,8,0,7,4,0,13,5,3,8,15,0,4,4,4,5,13,0,7,3,2,3,6,1,26,8,10,9,0,3,1,3,5,3,3,2,4,9,2,6,2,1,1,1,0,1,0,1,1,8,3,3,0,3,4,1,2,2,4,0,7,1,10,2,934
1,16,0,13,5,8,16,22,2,9,9,39,6,21,29,2,10,7,5,27,20,49,22,18,6,13,2,3,14,6,12,14,25,18,0,7,17,20,3,39,17,10,21,12,14,35,11,20,2,9,20,19,12,3,2,13,11,12,24,3,62,12,2,50,17,3,6,2,24,18,30,20,13,1,5,42,15,2,28,12,0,19,7,1,10,39,1,7,6,8,5,16,1,9,0,1,5,4,0,51,11,16,1,0,2,4,0,15,2,28,2,0,4,2,5,1,1,4,1,0,1,1,3,1,14,7,11,0,3,5,8,17,1,6,0,6,10,24,4,1583
1,17,0,20,8,6,32,20,1,13,11,44,11,41,40,0,36,11,11,38,37,140,67,38,6,18,5,11,16,47,14,20,60,47,3,25,17,31,8,38,66,15,14,17,20,69,28,34,8,17,20,31,10,4,11,23,37,33,46,6,36,24,5,61,38,3,10,7,28,25,42,52,16,5,3,44,22,8,29,17,10,12,15,6,30,29,1,7,19,9,9,18,0,29,2,0,7,8,3,36,13,19,12,2,1,2,1,6,11,40,4,1,16,6,4,4,2,3,0,0,5,2,2,8,17,31,25,0,5,12,7,39,9,25,1,8,35,45,6,2654
1,18,0,9,10,0,27,12,2,14,4,19,4,18,21,0,52,9,11,23,22,113,28,9,11,20,3,4,5,12,16,24,45,45,2,17,18,12,11,15,17,14,11,15,20,50,10,18,2,27,27,25,8,3,20,16,29,30,24,6,36,12,11,23,33,11,9,2,28,13,27,36,24,1,12,28,28,1,17,14,2,19,15,12,19,20,2,9,12,7,14,18,4,37,0,2,6,16,0,5,15,23,17,2,3,0,4,21,8,11,9,5,11,4,4,2,6,6,0,2,3,0,3,2,12,10,10,2,4,5,2,11,8,12,0,7,10,20,8,1906
1,19,0,13,5,6,16,7,6,10,8,4,4,15,14,1,19,6,7,15,26,49,11,11,3,17,6,2,3,11,5,10,19,27,1,5,3,9,9,15,13,6,9,20,18,14,6,9,2,18,18,17,14,0,12,19,8,34,19,8,15,6,6,37,33,4,4,12,13,10,27,22,21,3,21,11,25,2,6,8,2,11,15,9,15,22,6,3,12,20,9,6,4,17,1,0,4,12,0,9,11,8,9,0,1,0,2,12,9,3,8,1,15,1,1,2,0,2,3,2,0,2,1,2,12,3,6,0,0,3,4,3,3,5,0,5,7,3,3,1277
1,20,1,5,3,17,3,1,1,9,5,7,4,5,7,3,8,5,4,10,5,25,8,5,4,11,0,2,5,3,8,14,5,22,0,3,3,7,3,7,7,6,7,10,10,3,4,9,2,9,15,9,4,2,4,14,4,17,7,1,8,1,1,29,24,4,8,6,6,13,20,22,18,4,2,2,10,0,2,3,3,8,3,8,4,5,1,2,4,9,2,7,0,18,1,0,7,7,1,10,7,9,2,1,2,1,1,4,5,4,7,2,5,1,3,1,0,1,0,0,2,0,1,2,9,1,2,0,1,4,1,1,7,3,2,2,5,5,8,777
1,21,0,6,10,2,9,3,2,5,2,2,1,7,5,2,12,4,5,6,12,11,4,7,1,0,2,3,6,2,5,10,4,13,1,5,2,5,5,1,3,1,24,8,6,5,3,1,1,12,12,4,6,0,1,13,2,5,5,2,4,3,1,11,16,4,6,6,2,3,12,15,20,3,3,3,9,1,4,0,3,1,3,7,4,7,1,0,0,1,5,3,2,11,0,1,2,3,1,11,3,2,2,0,0,0,0,2,5,1,0,1,7,1,4,1,1,3,0,0,0,0,1,2,1,0,1,1,0,0,1,0,4,2,1,1,0,1,2,539
