day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,145,149,150,151,152,total
0,0,0,2,2,0,0,0,0,0,1,3,0,1,1,0,2,1,1,2,1,6,0,1,0,0,0,0,4,0,0,4,1,3,0,0,0,0,0,2,1,0,2,2,0,0,3,0,0,8,2,11,3,0,3,2,0,1,1,0,1,0,1,7,4,2,3,1,1,4,3,5,1,0,2,0,0,3,0,0,0,0,0,1,3,3,1,0,0,0,1,3,1,0,0,5,0,0,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,152
0,1,0,0,2,2,0,0,1,0,0,0,0,1,2,0,1,0,1,2,4,2,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,3,0,2,2,0,0,0,1,0,1,0,1,1,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,66
0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,4,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,5,0,1,3,0,7,0,1,3,0,1,2,2,0,0,1,0,0,1,0,1,5,1,7,1,0,0,0,1,1,0,0,1,0,0,1,11,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,2,0,0,12,0,4,0,0,2,4,2,3,1,3,1,0,0,6,2,0,1,0,0,0,1,0,0,0,1,2,2,2,1,0,1,10,0,6,1,5,0,5,0,0,0,2,0,0,0,2,0,0,0,2,2,1,1,1,1,1,2,1,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,6,0,5,14,7,5,0,6,1,0,1,5,4,0,2,24,12,4,13,9,51,12,1,18,15,4,1,2,8,2,5,3,10,0,13,21,15,6,8,10,4,6,13,18,3,1,1,5,11,10,5,4,0,7,9,1,8,7,0,3,0,13,3,4,4,2,7,0,1,2,2,3,0,1,2,1,3,10,0,7,8,7,4,3,1,0,0,2,10,5,4,3,11,4,6,5,7,4,11,3,1,0,64,0,0,2,1,2,14,6,6,4,3,10,7,1,2,7,4,2,0,4,0,0,0,4,4,0,1,1,3,7,2,0,0,3,0,5,0,0,7,773
0,7,0,3,32,14,19,0,6,11,0,4,10,13,10,3,47,16,4,23,25,86,23,2,43,29,13,0,5,8,5,20,17,21,3,115,20,39,18,12,38,5,16,22,37,7,9,12,7,21,32,12,18,0,29,18,6,26,14,15,4,5,27,14,17,31,9,16,10,0,5,18,17,5,4,13,6,17,19,3,5,10,14,34,6,13,8,1,7,32,30,8,6,35,17,4,5,16,12,18,1,5,0,90,1,3,21,14,10,43,17,4,18,17,12,37,5,1,10,10,2,2,10,5,4,1,12,11,0,1,0,0,14,8,5,5,13,7,8,16,8,15,2050
0,8,0,10,37,21,45,0,20,25,2,7,18,32,5,4,58,24,13,28,41,126,45,14,23,36,19,5,13,21,12,35,13,37,0,60,35,36,30,4,58,21,23,22,30,12,24,8,15,38,30,28,33,2,13,23,12,52,24,19,15,4,12,30,32,38,9,21,20,1,18,38,48,7,25,28,10,27,12,7,16,22,45,53,8,29,39,0,4,13,31,20,10,27,20,11,10,17,16,24,4,4,11,88,8,5,13,30,29,34,38,12,24,25,19,28,13,13,6,26,4,1,20,4,8,5,8,15,0,6,5,0,22,8,8,3,16,4,13,19,23,18,2898
