day,hour,M32022,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32007,A32008,A32009,S32002,S32003,S32001,S32006,S32007,S32004,S32005,S32008,S32009,D32002,D32021,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,D32001,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,D32000,D32007,M32027,C32011,C32010,C32013,C32012,C32015,C32014,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,D32003,M32023,M32020,M32021,M32026,D32006,D32005,M32025,D32009,M32029,M32024,B32018,B32019,M32037,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32009,B32008,M32009,M32005,B32003,B32002,B32005,M32001,M32002,B32006,B32013,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,A32017,B32000,M32006,M32007,B32004,B32007,M32003,total
0,0,0,0,0,1,3,0,0,1,3,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,9,1,1,1,2,0,1,0,2,0,0,1,0,2,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,4,0,1,2,0,13,8,10,0,0,14,0,0,1,0,0,0,2,1,1,1,0,1,0,2,0,2,0,0,4,0,1,4,0,4,0,0,0,1,3,1,1,0,3,142
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,9,0,0,0,6,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,0,1,0,4,0,0,3,1,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,5,0,2,0,0,81
0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,16
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,30
0,5,0,0,2,0,0,0,2,0,2,1,1,2,2,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,1,1,0,4,0,0,1,0,1,0,4,0,0,0,0,1,3,0,12,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,1,3,6,0,0,1,0,0,0,0,1,0,3,0,0,0,2,3,1,3,0,0,0,1,3,0,1,0,1,1,1,0,1,1,1,0,4,0,0,109
0,6,3,0,2,1,1,0,0,0,0,1,13,0,4,2,2,0,7,4,1,1,5,2,6,5,45,0,0,0,0,2,11,10,0,6,7,17,0,0,4,0,5,0,18,4,0,0,0,4,9,13,10,1,2,1,0,1,11,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,11,7,3,1,6,0,1,0,3,0,0,0,1,10,6,2,4,0,0,0,7,3,0,1,2,0,0,2,2,1,0,3,0,7,0,1,1,4,1,9,0,0,5,4,9,1,0,8,0,2,393
0,7,2,5,1,8,1,4,3,5,7,8,31,3,14,5,3,1,2,11,7,0,21,15,16,5,132,0,0,0,0,10,44,15,10,18,15,16,5,1,4,7,9,3,63,4,5,0,4,3,38,17,31,2,4,8,0,10,20,6,0,1,3,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,29,0,5,0,10,42,4,8,8,12,4,6,7,4,4,4,10,3,20,0,2,9,0,5,7,19,10,0,12,8,3,3,5,17,1,5,2,2,30,6,1,10,7,5,13,2,2,6,24,15,2,6,14,1,3,1145
0,8,8,7,7,13,4,1,4,22,5,12,31,9,19,8,8,5,7,11,6,5,24,25,21,12,126,0,0,0,0,16,64,32,5,33,31,15,4,2,23,20,29,3,90,12,8,0,17,10,49,21,31,18,10,9,3,16,21,21,0,2,7,3,8,0,0,0,0,0,0,7,0,0,0,0,0,0,51,1,0,3,14,29,24,8,20,20,7,17,4,17,5,6,27,12,27,3,13,9,0,16,17,23,12,0,16,27,4,3,17,22,23,13,5,8,25,3,9,14,31,45,39,11,5,17,15,20,11,15,54,10,9,1896
0,9,9,3,2,17,3,2,1,4,7,4,5,10,10,5,9,2,7,7,0,2,19,7,5,0,24,0,0,0,0,13,37,10,7,26,14,11,2,1,18,8,9,3,28,8,1,0,5,2,17,16,12,16,13,13,3,10,12,7,0,1,10,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,24,1,5,7,10,10,15,5,7,14,11,14,2,4,1,1,17,11,14,1,7,13,0,3,11,9,11,0,14,23,3,2,6,12,11,15,7,1,19,5,12,9,22,32,9,3,3,11,8,12,14,11,8,2,2,1017
0,10,10,2,2,8,4,5,0,10,4,2,11,4,1,0,6,1,5,2,3,1,9,5,7,3,27,0,0,0,0,6,8,8,0,12,12,6,3,3,10,1,6,4,19,2,0,0,5,1,21,9,6,16,6,8,8,3,9,10,3,1,8,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,3,5,1,12,17,2,7,4,6,11,0,17,5,1,15,9,19,0,6,8,0,2,3,5,2,0,11,13,5,4,7,10,7,7,1,3,11,11,15,7,7,13,9,8,2,3,2,8,20,9,6,3,7,727
0,11,12,2,2,8,4,7,0,3,2,1,8,9,10,3,5,0,4,2,0,4,6,1,3,4,10,0,0,0,0,6,11,6,4,9,16,8,1,7,10,2,10,2,16,1,1,0,11,3,11,11,3,14,10,9,2,10,8,29,3,2,9,0,2,1,3,0,0,0,0,8,0,0,0,0,0,0,8,11,1,1,6,7,18,1,5,6,8,13,2,14,1,2,17,9,27,0,4,6,0,0,4,4,6,0,8,9,12,9,1,9,5,8,0,8,8,8,10,5,18,10,9,4,4,5,1,10,26,3,12,2,10,764
0,12,3,2,5,5,4,7,1,7,7,6,6,2,4,5,9,1,3,2,0,0,9,9,2,5,4,0,0,0,0,10,9,10,2,11,12,13,2,1,16,2,0,8,21,2,0,0,18,18,19,13,24,6,13,18,0,5,11,23,4,1,15,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,7,3,0,8,8,23,1,18,12,4,22,2,12,5,0,17,7,9,4,6,6,0,1,2,6,8,0,13,18,17,7,5,17,9,20,4,0,22,17,31,10,23,14,6,13,6,9,7,9,47,6,19,8,16,1006
0,13,9,3,3,3,9,3,3,6,5,4,9,6,3,1,4,3,0,0,0,1,8,11,7,5,13,0,0,0,0,5,15,8,0,6,11,8,2,3,26,3,3,2,18,0,1,0,21,8,16,30,10,12,11,10,0,8,17,24,4,1,16,3,1,1,2,0,0,0,0,8,0,0,0,0,0,0,8,4,4,2,2,17,33,0,17,10,5,16,4,11,8,3,15,9,13,1,4,13,0,3,3,3,3,0,28,19,17,7,1,12,4,11,6,1,19,6,46,5,20,20,8,15,4,8,1,19,47,5,13,3,10,999
0,14,14,5,3,5,11,8,0,5,3,5,3,3,8,5,8,0,3,2,0,0,8,20,7,5,7,0,0,0,0,5,14,8,6,12,16,5,1,2,16,2,4,0,20,1,1,0,17,4,43,13,8,8,9,16,8,14,16,17,1,2,8,1,1,4,2,0,0,0,0,12,0,0,0,0,0,0,12,3,1,5,7,14,15,1,4,8,6,11,0,17,7,2,20,5,22,0,3,6,0,3,1,8,0,0,16,12,15,8,4,12,6,10,2,7,20,11,39,5,10,19,8,6,8,4,2,17,31,5,22,3,28,966
0,15,8,6,3,6,16,12,5,6,11,4,3,1,3,0,8,0,2,2,0,1,7,13,2,2,7,0,0,0,0,11,22,3,4,6,21,8,0,1,18,0,9,5,15,1,1,0,16,7,19,19,16,8,15,16,1,13,16,21,2,1,6,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,8,7,5,6,4,19,19,1,13,6,3,7,11,21,12,1,18,9,17,0,9,16,0,3,6,11,4,0,20,16,30,19,4,11,5,21,7,4,14,20,48,7,9,17,3,14,13,1,13,15,40,8,12,13,7,1071
0,16,6,17,1,16,18,33,0,17,3,5,4,5,13,0,5,0,3,2,2,1,16,31,12,13,14,0,0,0,0,26,21,4,2,7,27,8,3,0,28,2,5,7,61,0,0,0,29,21,30,26,11,15,40,31,10,18,16,32,9,2,44,0,1,0,4,0,0,0,0,27,0,0,0,0,0,0,5,15,5,5,5,11,29,3,13,3,1,8,6,46,8,5,22,7,11,1,13,9,0,5,3,9,2,0,22,22,53,21,10,22,7,13,16,9,32,18,34,9,12,9,2,16,21,8,4,13,60,5,31,8,31,1562
0,17,17,20,8,31,22,49,0,10,10,8,23,1,5,3,19,1,2,2,1,1,16,15,17,15,20,0,0,0,0,25,41,7,7,14,67,19,3,6,44,7,9,16,156,3,1,0,31,23,57,35,31,17,84,37,14,32,38,64,8,4,70,1,4,1,6,0,0,0,0,63,0,0,0,0,0,0,22,21,6,18,9,27,66,0,34,15,9,37,15,68,11,11,20,20,30,5,31,18,0,6,7,6,3,0,61,33,60,44,5,39,22,58,22,16,61,41,46,17,24,42,16,19,22,5,3,34,44,11,38,38,59,2756
