day,hour,139,140,141,142,143,145,195,22,151,153,36,43,44,176,177,178,179,180,183,184,185,59,189,67,68,70,72,73,74,75,76,80,84,87,88,89,90,91,95,96,97,104,105,107,108,110,115,116,117,118,total
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,1,0,1,0,0,0,2,4,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,21
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,3,0,1,1,24
0,7,5,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3,7,0,0,1,0,0,1,2,1,0,2,0,1,2,5,2,0,5,6,0,1,1,4,6,0,2,1,0,0,0,12,3,0,0,79
0,8,8,2,0,0,3,6,4,0,0,0,0,0,0,3,7,13,19,0,0,1,0,0,14,7,9,0,1,4,1,3,8,2,4,12,21,2,5,9,16,4,3,5,6,0,3,5,5,7,2,5,229
0,9,3,1,0,0,5,1,4,0,0,0,0,0,0,3,7,16,28,0,1,3,0,0,5,6,9,0,2,3,0,4,6,2,1,15,11,5,2,10,5,9,3,2,5,6,2,4,0,5,3,0,197
0,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,2,9,12,0,0,3,0,0,5,5,4,3,0,6,2,4,1,3,1,2,4,2,0,6,2,4,6,2,4,3,2,3,2,1,4,2,115
0,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,9,12,10,0,0,3,0,0,8,12,4,3,0,4,3,3,5,5,2,5,5,1,0,5,10,2,2,4,3,1,5,1,1,2,4,2,141
0,12,2,0,0,1,5,0,0,0,0,0,0,0,0,2,4,9,6,1,0,8,2,0,4,16,6,0,3,4,3,9,0,4,1,3,6,0,2,5,2,3,2,3,5,2,8,1,1,2,2,0,137
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,0,2,1,0,7,14,6,5,2,1,5,1,4,6,1,3,2,1,1,3,2,3,5,1,2,7,2,3,2,3,1,1,120
