day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,104,105,106,107,108,109,110,111,112,113,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,157,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,181,182,183,184,185,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,221,222,224,225,226,228,232,total
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,3,1,1,0,0,1,0,0,1,1,1,1,0,0,1,2,1,0,0,1,2,1,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,78
0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,5,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,1,0,1,0,0,0,3,2,1,0,0,0,2,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57
0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,5,0,0,1,0,6,0,2,2,0,3,0,1,0,0,4,0,0,0,1,1,1,0,8,0,3,0,2,4,1,3,1,0,0,2,5,2,2,0,2,2,5,1,0,0,0,0,0,0,2,0,3,0,0,10,1,0,0,1,0,0,0,6,0,0,0,1,0,1,3,0,1,1,1,2,0,0,1,0,0,2,0,2,0,0,2,2,0,2,1,1,0,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,7,6,6,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,2,0,0,1,1,1,3,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,178
0,6,0,2,8,0,5,0,3,2,0,1,5,1,0,0,13,2,7,8,4,17,16,1,9,10,5,2,3,1,9,7,5,6,0,14,19,3,0,5,3,7,9,2,4,1,0,1,5,0,3,0,13,4,0,11,3,3,1,0,2,3,4,5,0,4,2,0,2,1,2,5,5,0,1,0,0,1,2,3,3,2,2,9,0,1,7,8,0,0,3,0,2,3,1,7,0,2,0,1,0,0,3,6,7,1,3,7,6,6,6,6,1,4,3,1,1,0,4,1,1,0,2,1,1,3,0,0,2,2,1,2,1,4,4,9,4,0,1,9,0,0,3,6,0,2,0,0,4,0,0,3,3,1,0,0,0,0,5,3,5,67,1,1,4,0,1,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,7,4,1,0,602
0,7,0,4,18,13,15,5,5,10,4,7,8,10,1,5,39,9,11,35,8,47,15,5,13,22,10,0,3,2,9,30,12,14,0,25,25,14,3,29,19,15,18,4,7,3,7,19,36,9,9,0,16,8,7,23,12,0,1,0,13,25,14,16,1,19,2,2,4,8,12,2,9,15,5,6,14,3,6,8,24,2,12,16,0,5,28,21,7,4,12,7,10,4,7,26,1,3,0,33,1,2,5,8,30,11,10,19,22,12,9,3,9,11,10,3,6,0,9,16,1,1,6,10,1,13,8,2,3,3,2,10,8,10,4,10,25,1,8,34,0,3,4,24,0,10,1,2,11,12,18,20,12,3,2,2,3,5,3,1,11,122,16,2,8,5,0,2,0,1,0,0,0,0,0,12,0,2,2,0,2,1,0,1,0,0,0,3,1,4,15,1,7,11,0,0,1825
0,8,0,9,21,11,42,2,18,23,7,8,12,22,1,14,59,17,23,23,11,112,37,5,19,17,17,2,9,11,23,32,12,19,1,25,22,23,10,28,32,37,23,9,9,3,5,46,37,19,23,3,7,13,19,39,20,17,17,3,28,52,52,32,3,17,1,9,9,13,42,14,27,32,7,26,21,7,14,26,44,2,32,31,0,4,9,21,16,20,9,19,22,6,12,21,0,22,6,23,4,8,3,19,35,41,7,28,0,14,1,10,1,9,4,1,14,7,10,7,5,0,1,11,2,21,2,3,6,17,8,6,10,16,28,14,11,6,4,11,1,5,5,3,0,8,1,4,9,12,38,42,29,3,5,6,5,11,6,7,28,134,6,13,14,23,2,0,0,3,0,0,0,0,2,14,0,0,1,0,5,1,0,0,4,0,0,4,1,11,14,2,17,20,1,0,2804
