day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,145,149,150,151,152,159,160,161,162,163,167,169,170,171,174,175,total
0,0,0,1,4,1,0,0,0,1,2,1,2,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,2,6,0,0,0,2,0,2,0,1,0,1,5,0,0,2,1,3,1,9,0,4,0,0,0,1,3,0,0,0,0,0,2,0,2,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93
0,1,0,0,0,2,0,0,1,4,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,1,0,1,0,3,1,0,0,1,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,5,0,0,3,3,3,0,0,0,0,1,2,1,0,0,0,2,3,0,2,1,0,0,2,0,1,0,0,0,1,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,1,3,1,1,0,11,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91
0,6,0,3,9,1,1,0,2,1,0,2,2,3,0,1,26,1,3,8,9,14,9,1,15,8,5,0,0,2,1,3,4,0,0,4,5,8,1,2,8,1,6,8,8,1,0,0,3,2,6,0,2,0,6,9,0,5,4,0,1,0,1,2,1,5,4,4,1,1,0,6,0,0,5,0,0,1,2,1,4,0,7,1,0,0,0,0,1,3,4,2,1,3,0,0,1,4,3,9,1,0,0,48,0,1,0,0,4,8,9,1,1,0,6,5,1,1,2,1,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,0,1,407
0,7,0,1,22,1,14,0,0,9,0,2,7,12,3,2,35,7,4,13,12,34,5,0,15,27,12,3,2,3,2,9,7,15,1,36,20,29,10,7,19,2,7,5,16,1,4,8,7,12,24,0,4,0,20,10,3,13,5,5,3,0,15,5,14,7,3,11,9,1,8,12,10,1,4,15,0,10,12,5,9,2,15,18,5,5,9,0,1,17,13,4,2,17,10,1,1,7,4,13,0,2,1,53,1,4,7,2,5,20,10,3,12,5,12,10,4,6,5,5,2,0,6,0,4,2,1,4,0,0,7,0,11,9,3,3,10,5,11,2,1,10,2,1,6,0,1,1,8,0,0,0,0,1121
0,8,0,12,21,9,21,1,4,7,4,3,10,19,3,2,45,3,14,30,11,62,25,7,23,22,13,1,7,8,16,26,8,17,0,34,39,22,32,17,30,9,24,11,13,6,15,12,4,17,20,13,21,2,10,27,12,41,22,11,4,2,15,5,20,16,3,8,16,5,7,20,16,7,18,11,2,13,9,0,4,11,16,11,7,26,11,0,5,10,24,5,3,18,19,6,1,14,5,19,0,3,2,95,3,2,0,12,17,22,30,7,18,7,11,27,3,7,4,22,3,3,10,0,5,3,2,14,1,3,1,1,19,3,5,1,9,5,23,11,17,10,4,0,7,1,1,1,14,0,1,0,0,1800
0,9,0,1,8,7,18,2,8,5,4,0,11,11,4,5,15,8,7,10,13,36,16,1,11,10,6,4,15,2,15,18,6,19,2,14,14,11,12,14,16,8,10,9,15,9,7,2,3,7,7,9,10,4,9,6,7,17,13,6,0,0,7,13,23,3,3,9,13,5,5,30,16,3,4,7,2,10,3,6,3,4,10,13,5,15,6,0,4,11,8,7,7,12,5,14,5,5,20,11,0,3,1,38,9,0,5,0,11,20,7,9,12,4,13,0,2,1,1,2,2,0,3,2,3,1,3,4,0,0,4,1,6,7,8,4,6,2,10,1,5,4,0,0,9,2,0,1,0,0,3,0,0,1093
0,10,0,0,7,7,6,1,7,6,0,1,2,8,3,1,5,4,5,3,9,13,4,3,3,7,3,1,4,7,8,8,6,4,1,6,9,6,6,5,6,3,3,4,6,7,2,2,2,3,5,1,5,4,12,4,7,4,10,1,0,8,9,15,13,3,5,6,5,9,10,10,5,4,5,5,2,2,1,6,3,4,5,6,0,10,7,0,0,7,11,8,8,5,5,6,7,5,7,7,2,13,13,14,8,0,1,2,1,5,11,3,4,4,2,4,3,3,1,7,1,1,0,0,8,1,0,3,1,2,0,1,4,0,2,0,3,1,3,1,5,2,1,0,1,0,1,2,1,0,3,0,0,653
0,11,0,2,4,11,14,1,3,7,11,4,1,8,8,2,10,5,2,3,2,13,9,2,4,11,1,1,1,1,6,11,9,17,1,6,6,8,4,12,5,3,3,3,4,13,5,7,3,6,9,9,5,2,4,9,5,8,15,2,8,4,6,18,16,1,6,0,17,6,17,8,9,2,6,9,10,5,0,5,2,2,13,12,8,2,11,0,0,6,6,9,6,4,2,10,0,3,6,7,3,20,16,5,11,2,3,1,2,4,10,4,2,8,3,3,3,1,2,1,0,1,0,1,1,0,2,4,3,2,1,1,1,2,3,2,2,2,3,5,5,1,1,5,0,0,1,0,1,0,0,0,1,758
0,12,0,4,7,5,4,3,2,16,7,7,3,15,8,0,9,7,2,8,12,19,5,2,2,4,7,3,4,3,6,14,10,16,0,8,6,4,3,7,9,4,6,5,13,7,1,10,3,5,3,15,9,1,1,9,11,11,6,1,8,2,4,24,16,7,10,4,15,11,18,14,6,1,8,3,13,8,4,8,5,3,10,17,6,3,17,0,0,3,4,9,6,16,3,3,1,2,7,8,0,13,3,11,10,0,1,1,0,1,3,8,6,1,1,4,3,5,2,3,0,3,1,0,1,4,1,6,7,3,1,0,4,1,11,7,4,1,5,4,7,3,0,4,1,2,1,0,2,0,0,2,1,842
0,13,0,7,8,13,8,4,2,6,13,7,9,10,10,1,18,6,11,11,7,24,9,5,7,7,5,4,3,8,6,10,7,15,0,1,10,15,6,6,7,7,3,8,17,6,2,9,1,4,12,7,7,2,10,15,14,14,12,2,17,5,2,24,17,2,7,2,20,9,13,16,10,3,8,3,10,9,1,16,2,4,6,14,12,6,5,0,0,4,3,7,6,6,3,1,2,2,8,5,0,16,5,7,12,3,0,3,0,7,10,3,2,9,12,1,0,3,1,0,0,0,0,0,0,0,1,5,7,6,0,1,3,0,6,5,6,0,5,6,4,1,0,0,2,0,1,0,3,0,0,0,2,906
0,14,0,2,8,3,6,2,3,11,10,6,3,6,5,1,12,8,7,13,8,16,15,7,5,2,7,10,2,7,6,4,14,16,0,6,12,10,5,11,7,6,9,11,13,3,4,8,0,2,12,10,9,1,6,15,5,11,7,2,7,4,1,24,20,3,15,1,15,14,20,11,8,1,3,3,21,7,2,13,6,3,10,6,9,5,11,1,6,6,4,5,11,7,5,3,0,2,6,13,0,13,14,4,11,6,0,1,1,8,5,4,2,2,3,0,4,0,0,5,3,0,4,1,4,3,3,3,1,4,2,0,5,1,0,2,3,3,4,1,5,5,1,1,3,0,4,0,1,0,0,3,3,878
0,15,0,4,8,4,10,12,1,6,14,20,2,10,25,1,7,11,5,14,13,15,14,5,2,8,5,2,6,8,5,11,6,22,0,10,12,16,4,10,7,4,6,10,16,10,4,8,2,7,16,9,9,3,7,13,5,18,12,1,13,3,2,38,13,2,15,1,21,19,26,10,7,3,3,1,22,3,0,11,9,3,6,7,13,5,12,3,0,4,9,6,6,7,3,13,0,0,4,7,1,22,5,8,11,3,0,3,0,4,2,6,6,1,9,4,4,0,1,6,1,0,3,0,2,1,0,6,1,7,0,0,4,2,9,0,4,1,2,5,12,7,0,9,0,1,9,0,0,0,1,0,1,1009
0,16,0,9,9,18,11,14,0,7,14,27,12,14,27,2,17,6,4,16,17,48,15,17,4,10,2,6,4,12,13,11,29,16,0,13,12,3,4,38,20,19,28,14,8,31,6,22,2,5,12,17,18,4,5,22,16,23,18,3,47,7,2,42,25,4,19,3,34,16,17,18,7,0,4,4,57,8,6,21,6,4,10,8,5,17,31,4,0,2,7,5,3,14,3,13,1,1,2,11,5,52,6,12,18,2,1,1,1,17,7,24,5,4,20,0,4,0,2,3,0,0,1,0,6,4,1,7,19,11,1,5,3,12,12,3,9,0,7,10,16,4,0,8,4,1,5,0,0,1,0,0,0,1596
0,17,0,17,5,11,23,27,2,10,27,15,18,13,24,4,35,9,4,21,41,151,36,29,14,13,3,9,15,28,15,22,59,37,4,23,28,29,7,51,41,16,12,15,20,55,22,38,4,12,21,24,9,5,10,13,32,52,28,12,15,26,2,46,47,4,22,5,21,20,27,52,16,3,9,11,69,23,2,21,16,10,9,7,13,35,13,1,0,7,11,5,1,13,5,17,0,1,2,18,0,23,23,18,26,2,3,1,1,17,7,15,8,2,14,9,8,4,1,5,1,1,2,0,2,5,6,12,24,19,2,0,6,8,27,11,23,0,7,29,18,13,0,4,2,0,8,2,2,0,0,0,1,2367
0,18,0,12,9,8,16,4,2,8,18,10,10,9,17,3,26,6,7,17,14,66,16,9,4,9,9,2,10,8,13,17,42,25,2,6,18,14,5,16,20,13,9,11,20,48,8,13,4,13,20,12,11,4,11,9,20,32,15,2,14,4,3,28,30,6,15,9,25,9,32,26,12,1,5,5,39,19,1,17,7,7,8,10,9,19,11,2,0,6,16,7,15,14,4,21,1,1,3,23,2,14,13,17,17,4,2,1,3,18,5,4,3,1,13,2,3,1,4,3,0,0,1,1,0,5,1,13,7,6,1,1,9,6,9,9,13,0,5,15,16,7,0,8,4,0,2,1,1,0,0,0,0,1537
0,19,0,4,12,7,10,0,0,9,4,2,4,4,10,0,18,12,6,6,12,22,4,6,4,5,6,2,7,9,1,12,11,12,0,3,10,6,5,14,10,9,8,10,8,15,4,7,1,6,10,7,15,1,11,4,7,15,13,3,8,1,5,18,27,4,14,5,8,6,22,22,11,0,7,12,18,26,0,4,6,2,10,5,9,9,12,1,0,4,12,4,10,7,5,10,2,2,8,8,0,6,17,8,13,2,1,3,1,9,10,2,5,0,7,3,1,0,0,0,0,0,1,1,4,1,2,7,0,0,1,0,2,0,3,6,4,1,2,3,9,4,1,13,1,0,2,0,1,1,1,1,0,927
