day,hour,B32018,D32021,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,D32003,S32002,S32003,S32001,S32006,S32004,S32005,S32008,S32009,D32002,M32020,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,A32017,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32013,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,M32021,D32007,D32006,C32010,C32013,C32012,C32015,D32005,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,M32022,M32023,D32001,D32000,M32026,M32027,M32024,M32025,D32009,M32029,X32000,C32024,C32020,C32021,C32022,C32023,M32031,M32030,M32033,M32032,M32034,M32037,M32036,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32008,M32009,M32005,B32003,B32002,B32005,B32004,B32007,M32003,B32013,A32019,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,M32007,M32001,M32002,B32006,C32014,total
0,10,9,7,0,2,0,5,4,8,5,4,7,9,23,8,8,3,4,5,2,1,4,8,2,5,3,11,2,8,6,2,7,5,5,2,11,16,4,2,1,26,2,4,6,18,2,3,1,3,21,3,9,11,7,11,7,3,2,13,11,4,8,5,1,0,0,20,1,0,2,0,5,2,5,5,2,3,2,5,3,2,14,8,5,2,2,5,6,0,3,0,0,0,0,3,5,0,1,3,12,0,5,5,17,16,5,0,11,11,3,0,3,5,2,12,12,9,5,6,4,9,5,8,6,5,10,5,14,14,12,13,5,4,8,1,8,29,5,9,20,2,0,848
0,11,10,13,0,4,5,6,5,3,3,3,4,6,1,6,4,1,6,2,2,5,2,6,3,7,4,9,7,9,5,0,9,5,9,6,4,7,5,5,5,19,4,2,3,18,1,2,0,2,16,6,10,14,27,8,23,11,5,11,5,8,6,12,3,0,0,21,3,4,0,0,6,0,4,2,6,3,4,6,5,4,12,8,2,3,2,3,3,0,0,6,3,0,0,3,4,1,4,3,13,0,4,5,7,11,8,0,8,3,4,2,2,6,4,14,24,21,11,2,8,8,4,13,0,2,17,9,17,6,18,12,8,6,4,8,3,40,3,17,15,5,0,909
0,12,13,16,3,5,5,13,9,12,9,10,6,9,2,4,5,0,3,4,4,4,1,16,5,7,3,8,9,11,2,6,18,12,4,1,6,9,6,0,9,15,1,8,3,16,4,2,2,0,23,11,3,16,15,10,23,17,25,6,5,17,10,20,1,1,0,25,0,4,1,0,20,0,4,2,8,2,0,16,8,9,14,5,2,4,3,14,5,0,0,6,7,3,4,1,1,5,7,10,15,0,5,3,10,9,9,2,8,11,6,4,3,6,5,23,9,21,15,4,11,13,7,8,4,8,17,15,28,7,14,11,6,17,10,10,12,45,5,11,29,2,1,1172
0,13,13,13,2,6,10,15,11,12,4,12,4,5,6,5,6,2,8,6,8,2,4,4,2,13,6,6,4,10,11,3,12,9,7,1,10,13,3,7,5,13,3,2,6,31,2,1,1,4,19,7,13,17,16,9,16,14,5,20,8,13,13,20,3,0,2,13,0,2,4,0,14,0,1,3,1,1,1,11,8,2,16,8,2,2,1,8,8,0,1,1,1,2,5,1,5,0,4,4,22,0,2,10,13,14,18,0,3,13,1,1,5,5,3,26,17,15,18,6,11,19,4,9,4,2,15,7,32,7,14,20,11,21,9,15,7,40,3,12,12,3,0,1137
0,14,11,23,1,5,5,16,14,6,1,5,11,5,3,6,3,1,5,2,1,1,1,5,8,5,13,8,9,9,5,0,12,5,3,5,5,3,6,4,1,27,2,6,6,26,1,1,2,1,19,4,12,9,11,10,6,15,7,11,7,17,10,16,1,2,2,23,0,1,0,0,16,1,3,2,3,3,3,10,6,0,11,3,4,2,3,10,8,0,3,0,4,1,2,0,3,0,6,5,18,0,5,2,13,11,15,2,7,9,1,1,5,6,1,15,23,35,10,4,15,13,7,11,3,5,9,5,44,13,7,10,15,10,10,5,14,42,5,2,7,5,3,1042
0,15,10,13,1,5,3,16,19,16,1,3,4,9,20,4,3,4,6,1,0,3,2,5,9,8,6,9,8,17,9,0,23,12,8,3,6,18,12,1,4,16,1,4,4,37,1,2,2,1,16,3,14,20,21,12,15,9,4,16,11,16,11,17,0,0,0,24,2,1,1,0,16,1,2,1,3,0,3,3,4,2,11,4,3,1,1,9,3,0,3,6,5,1,3,1,6,6,9,3,23,0,11,2,6,14,24,2,12,14,6,1,7,6,4,14,14,35,19,10,17,26,11,5,8,3,13,17,38,3,5,9,5,17,13,5,14,40,1,4,8,5,7,1190
0,16,19,17,10,29,2,8,30,33,2,6,5,14,17,4,9,0,14,3,0,0,4,21,10,15,14,16,24,14,20,1,29,24,13,2,9,22,10,4,5,29,4,7,6,67,2,1,3,3,32,18,18,18,11,20,45,31,8,25,12,30,15,58,2,3,1,35,0,1,0,2,30,0,1,2,1,0,2,8,20,4,34,6,25,3,6,28,8,0,5,14,12,3,6,1,4,4,11,0,47,0,6,7,13,27,22,0,19,14,10,1,7,1,4,30,29,59,33,5,19,14,19,26,19,6,16,38,35,12,12,15,4,14,8,7,11,52,6,19,37,7,3,1957
0,17,15,20,25,30,4,38,23,43,3,8,8,16,37,4,10,2,45,3,6,1,1,24,13,9,12,29,40,26,31,4,36,54,13,5,21,30,7,4,5,61,9,8,16,141,4,1,2,9,36,54,22,36,28,21,74,62,42,42,22,37,31,88,1,3,4,74,3,0,3,0,95,0,4,4,0,1,4,12,22,7,54,6,35,10,0,16,20,0,11,17,21,7,0,10,13,5,23,29,69,0,13,15,37,25,19,3,25,21,13,6,10,6,1,72,39,96,41,18,34,38,41,77,23,6,79,41,39,21,28,43,11,37,25,15,17,88,16,38,65,22,10,3408
0,18,21,17,14,8,5,28,12,35,3,14,17,14,19,7,9,1,42,6,9,3,0,30,7,15,10,22,6,21,12,1,15,37,8,6,31,40,15,6,8,35,9,9,4,104,5,5,2,8,42,11,27,36,22,18,32,28,11,31,4,45,16,37,2,1,2,68,6,3,2,0,20,3,5,6,1,3,7,12,23,5,50,13,16,7,8,25,34,0,11,3,17,5,7,2,12,9,31,8,43,0,7,14,21,16,30,1,8,28,4,3,10,5,7,27,43,45,30,6,28,48,14,33,12,8,57,10,28,16,23,43,16,12,27,8,33,68,7,19,24,7,3,2434
0,19,21,6,15,5,7,13,12,24,1,12,8,10,14,7,5,1,24,6,7,3,2,9,8,13,14,14,4,16,9,0,16,30,8,6,12,24,12,4,8,26,7,12,2,49,5,1,2,5,25,13,29,16,20,16,26,21,6,18,4,32,7,20,2,6,0,37,4,3,4,0,12,0,14,5,7,2,3,16,9,2,31,10,10,0,7,9,18,0,1,1,3,1,4,0,4,4,9,11,19,0,9,8,22,22,25,3,4,15,9,6,1,16,4,24,39,37,31,7,23,35,8,13,13,6,16,18,24,14,19,49,18,6,12,12,27,45,18,28,23,10,0,1759
0,20,23,4,2,5,5,16,7,12,7,8,6,7,13,7,5,4,11,11,2,3,4,9,5,2,2,5,2,5,5,0,5,12,11,3,6,10,8,1,8,17,2,12,3,25,1,2,1,8,13,7,18,10,14,7,13,4,2,17,0,15,7,5,3,0,0,24,2,3,0,0,5,1,1,2,0,2,3,10,4,0,29,5,2,2,3,5,12,0,2,1,4,1,1,1,2,4,0,1,22,0,7,3,24,14,25,0,7,9,3,3,0,11,3,13,18,19,7,3,11,12,3,9,11,2,8,14,47,8,16,29,15,8,2,12,23,33,7,13,13,12,1,1099
0,21,16,3,0,1,3,14,11,9,2,3,4,6,1,5,6,0,8,3,0,1,1,8,4,0,1,6,3,5,3,2,4,7,2,1,6,8,8,3,2,11,2,5,2,15,0,2,0,2,9,3,8,11,17,9,3,5,1,9,9,6,8,9,0,1,1,13,0,1,0,0,3,0,1,3,2,2,2,0,3,0,12,8,2,0,2,6,13,0,1,0,3,0,1,1,1,3,4,0,11,0,4,4,16,8,11,0,4,10,0,2,2,9,1,5,22,20,4,3,8,11,2,5,3,1,3,8,28,4,12,35,8,5,3,5,7,18,8,4,12,2,0,733
0,22,8,6,0,2,4,3,1,5,0,2,4,4,2,3,6,0,9,4,1,0,1,3,5,0,2,7,5,3,4,0,2,3,1,1,3,7,4,1,1,7,1,7,0,6,0,1,0,4,4,2,3,0,14,8,0,3,0,6,4,2,4,3,0,0,1,5,0,1,0,0,1,0,0,1,1,0,1,1,6,0,9,1,2,0,1,6,9,0,1,0,0,1,1,3,2,1,0,0,7,0,5,5,13,15,3,0,5,7,1,0,3,8,2,6,20,6,4,2,9,6,1,6,2,2,7,2,19,4,5,14,5,3,3,1,4,12,4,1,8,6,0,487
0,23,8,1,1,0,4,0,1,2,0,1,1,2,0,0,2,1,3,0,1,0,0,0,2,1,1,1,0,2,2,0,3,1,0,3,1,5,1,0,2,2,0,5,2,3,1,0,0,2,1,3,0,0,2,2,0,1,0,5,2,5,1,0,0,0,0,7,1,0,0,0,0,0,1,1,0,0,2,0,2,0,4,0,4,0,1,3,2,0,0,0,0,0,0,0,1,1,3,0,9,0,4,1,11,7,6,1,1,1,0,1,2,1,0,7,8,4,5,0,6,2,0,1,3,1,1,2,1,2,2,10,3,2,6,2,3,7,1,3,5,1,0,256
1,0,3,0,0,0,0,0,4,0,0,0,3,1,0,0,1,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,1,0,1,0,3,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,4,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,7,3,4,0,0,6,0,3,0,0,0,0,9,0,1,0,2,1,0,0,1,5,0,1,2,0,5,7,1,0,1,1,0,8,0,1,2,1,0,134
1,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,1,1,0,1,0,2,1,0,2,0,3,0,1,0,1,0,0,0,1,0,1,2,1,0,1,0,1,2,0,0,1,0,0,68
1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,34
1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,1,3,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39
1,5,1,8,0,0,0,2,0,0,2,1,0,8,0,0,2,1,0,2,1,0,0,0,0,1,2,2,0,2,0,0,1,1,2,1,8,2,4,0,2,0,1,2,0,0,1,4,1,0,3,2,3,1,2,2,0,0,0,1,0,0,4,0,1,1,0,2,1,7,0,0,0,1,0,1,1,0,1,5,0,0,5,1,2,5,1,1,0,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,7,2,1,1,3,4,0,0,3,1,2,2,0,0,2,2,5,0,0,0,3,1,0,0,0,1,1,1,3,0,0,1,1,3,0,0,1,0,0,178
1,6,2,5,1,1,4,2,1,0,1,4,5,18,6,1,4,0,0,5,0,7,4,20,0,8,4,61,0,6,0,3,9,11,19,2,15,9,18,1,2,13,1,3,0,23,4,3,1,2,4,3,7,12,18,2,6,4,1,7,0,4,11,5,0,2,0,5,2,14,7,0,2,0,1,4,2,1,1,3,0,0,9,7,4,7,7,0,15,0,0,2,0,2,0,1,1,1,1,0,3,0,2,5,14,5,9,1,1,4,4,0,5,18,2,7,2,0,3,2,7,12,0,3,2,0,2,3,0,1,3,11,11,0,2,7,4,1,5,6,4,1,1,667
1,7,10,27,6,1,3,6,3,1,8,8,6,31,93,7,9,7,8,12,12,4,7,31,4,23,13,79,4,12,6,1,10,50,33,12,36,14,21,13,25,12,18,21,0,69,15,1,3,6,12,4,19,24,30,6,8,17,1,12,1,7,40,10,4,17,0,18,5,15,2,1,14,6,4,5,7,4,14,9,1,0,29,14,13,4,24,7,45,0,2,0,0,0,1,6,11,0,10,9,14,0,4,1,17,8,46,2,6,6,7,8,11,15,7,18,10,6,3,8,39,27,0,2,4,7,46,1,3,10,18,24,19,4,8,18,15,21,20,14,10,4,1,1805
1,8,16,30,3,0,22,34,5,4,9,30,24,25,48,20,37,14,29,28,14,15,23,40,5,36,10,104,35,28,14,11,30,46,11,15,47,50,21,8,17,46,20,31,1,108,26,15,5,4,33,12,15,26,22,30,19,14,3,18,2,12,39,18,10,26,2,27,14,21,0,3,22,4,17,6,12,10,25,22,3,1,40,40,11,12,23,27,29,0,6,1,8,2,7,4,29,2,9,8,26,0,15,6,17,15,16,4,10,10,8,24,10,27,15,50,31,4,5,19,24,27,3,12,5,4,42,9,14,11,57,49,50,8,4,29,29,28,29,19,35,15,0,2775
1,9,13,14,3,4,14,20,6,7,5,15,13,8,16,18,9,7,14,15,12,7,6,22,3,5,0,35,7,12,2,8,14,18,13,14,11,24,6,6,8,23,3,10,0,46,16,3,8,5,13,13,12,7,21,12,12,8,2,13,15,17,13,4,0,2,1,19,11,4,1,3,5,3,13,6,6,4,3,15,4,2,22,15,6,6,8,1,7,0,1,0,1,3,2,4,15,1,1,5,21,0,11,5,20,12,4,2,6,15,4,12,8,10,18,22,26,3,2,15,8,8,4,6,4,3,19,6,9,22,28,29,10,4,2,12,11,31,16,23,26,2,0,1409
1,10,5,3,1,2,5,14,3,4,5,4,7,10,9,9,5,3,6,0,2,1,4,10,10,6,1,22,2,13,4,0,12,10,5,2,11,16,9,1,0,16,4,7,0,17,5,4,3,1,10,4,12,6,7,6,9,2,9,17,8,6,8,6,4,3,0,22,2,1,5,4,10,0,6,4,0,3,4,13,2,1,18,4,4,6,13,9,9,0,2,0,0,1,2,1,11,0,4,8,10,0,2,3,18,12,9,3,3,10,6,0,2,10,6,25,15,3,5,5,5,14,4,4,5,2,4,6,12,10,7,7,7,1,3,4,10,17,9,15,17,2,0,891
1,11,8,3,1,8,0,10,5,5,2,5,7,9,6,9,7,2,12,1,1,1,4,7,9,5,2,6,6,6,8,0,7,6,8,4,2,22,14,5,2,18,3,4,3,24,1,4,2,0,11,4,5,8,19,6,9,8,7,14,8,20,10,19,3,4,1,27,3,3,3,3,14,0,2,9,4,3,6,11,4,1,11,12,7,4,6,3,5,0,4,0,3,4,2,0,4,1,2,1,14,0,1,5,6,11,16,5,7,9,2,3,3,4,6,21,12,19,9,10,5,10,0,12,3,8,10,6,27,10,20,11,6,10,6,7,13,31,9,15,8,6,2,1000
1,12,9,20,4,6,6,17,7,13,3,3,7,5,9,5,6,4,10,1,3,2,4,11,1,5,4,7,8,10,6,11,14,13,16,5,8,13,11,3,3,20,1,3,1,32,1,2,0,1,19,12,7,21,21,3,17,11,13,17,4,13,17,26,0,3,0,25,3,5,1,2,16,0,5,1,4,2,2,11,11,4,20,10,3,7,5,12,4,0,4,8,4,7,3,3,5,1,6,5,12,0,5,4,23,8,19,1,5,9,3,1,5,13,9,27,20,14,16,6,9,17,16,16,8,4,14,17,19,3,7,10,9,17,4,8,16,38,1,15,18,6,0,1229
1,13,13,16,5,5,2,10,8,11,4,12,5,8,11,3,4,1,7,4,5,2,0,4,6,3,10,8,2,10,8,0,9,10,5,3,12,13,9,7,6,15,2,5,2,34,2,0,0,1,20,7,10,10,13,10,10,10,4,22,5,17,10,11,2,1,1,26,1,2,1,0,15,0,3,3,3,2,0,6,3,1,19,5,3,3,2,13,5,0,2,1,4,0,1,1,7,1,4,4,32,0,8,8,17,12,12,1,5,15,0,2,3,8,1,35,21,26,7,2,11,16,5,11,3,3,16,11,27,11,14,14,15,6,15,7,9,24,4,5,12,4,2,1086
1,14,8,16,1,5,2,5,13,11,5,3,6,2,12,3,7,2,7,0,0,0,1,5,10,5,8,12,4,8,7,0,14,14,9,5,2,15,6,2,4,12,1,9,1,27,2,1,0,2,18,11,10,11,23,5,19,12,5,15,8,13,10,10,1,2,1,22,3,4,0,0,18,0,3,0,2,0,3,14,5,1,22,0,5,7,0,11,4,0,1,3,6,1,4,3,2,3,8,2,30,0,8,7,7,9,11,2,5,16,4,1,1,5,5,36,8,28,6,3,9,10,7,10,2,6,10,13,33,15,17,13,4,10,5,8,14,28,6,5,6,6,0,1054
1,15,15,30,2,10,2,2,16,13,1,6,6,4,9,3,3,0,3,1,1,1,2,9,1,6,5,8,14,10,7,4,25,12,9,4,4,13,10,3,11,13,1,5,6,25,3,0,0,1,18,11,13,8,24,6,17,15,10,11,5,27,11,12,3,4,0,18,2,0,0,2,9,1,0,0,1,0,2,10,14,0,21,3,4,2,0,13,11,0,2,5,3,1,4,1,8,1,5,5,15,0,1,11,16,14,35,2,9,8,7,3,3,0,4,21,12,36,30,10,10,12,8,15,9,3,12,15,29,12,11,15,9,5,8,5,13,41,1,6,20,10,1,1189
1,16,20,24,15,28,2,13,16,38,0,9,3,11,10,5,6,5,13,3,1,0,3,26,15,5,23,28,32,16,17,2,19,25,4,4,27,20,9,7,6,29,5,6,6,57,1,5,3,10,33,17,21,20,31,19,53,33,11,25,21,32,25,72,3,2,1,37,0,3,2,0,26,0,2,4,4,3,3,7,10,4,26,4,25,6,3,10,10,0,5,16,10,2,4,2,3,4,18,5,35,0,9,1,15,20,21,0,25,14,3,4,1,1,1,36,32,61,29,8,23,25,17,27,12,4,23,27,37,16,17,22,8,23,12,12,12,72,14,13,50,3,6,2100
1,17,30,35,28,32,6,22,25,44,3,9,21,19,21,10,9,0,31,6,3,0,1,30,12,8,11,31,35,10,32,5,24,55,13,2,24,27,15,9,7,54,11,20,8,172,2,1,0,9,46,41,32,36,24,27,68,43,32,27,22,52,42,100,0,1,1,70,3,9,3,0,78,1,4,3,1,2,2,26,22,11,41,18,34,9,3,26,16,0,6,17,27,6,2,12,7,6,32,21,83,0,15,3,38,33,20,1,38,33,7,3,16,10,2,77,64,90,63,7,51,30,39,54,22,10,66,46,70,17,20,38,18,26,34,9,23,89,18,38,68,30,6,3519
1,18,23,34,11,12,4,15,10,26,4,11,14,16,15,14,10,2,34,4,9,5,4,21,7,15,17,26,16,28,24,2,23,43,23,2,29,40,21,13,6,31,16,10,10,86,2,1,5,7,30,19,34,53,26,26,37,12,6,32,10,60,26,35,5,5,1,67,8,6,1,0,29,1,6,3,4,2,2,11,23,2,36,17,16,5,5,16,19,0,9,4,13,3,5,3,11,9,20,14,54,0,15,4,31,15,26,0,6,20,4,3,7,9,5,45,47,60,31,11,27,33,2,19,11,4,43,29,50,22,27,59,9,11,23,19,21,52,17,31,34,21,1,2546
1,19,20,11,5,5,5,17,8,19,0,9,15,10,7,5,14,3,30,8,7,5,2,27,5,7,9,21,7,18,13,1,13,26,17,6,13,13,7,3,5,38,12,3,9,41,3,3,1,8,22,8,20,32,27,15,14,14,3,8,4,31,12,23,2,2,0,38,2,4,2,0,6,0,4,2,4,1,2,17,13,4,23,18,10,8,7,20,17,0,2,4,7,0,3,4,9,16,13,8,42,0,13,8,24,12,21,1,8,19,1,2,6,3,4,32,35,24,23,11,18,27,6,27,5,3,18,11,47,15,31,34,20,12,15,4,20,42,17,16,46,9,7,1778
