day,hour,B32018,D32021,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,D32003,S32002,S32003,S32001,S32006,S32004,S32005,S32008,S32009,D32002,M32020,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,A32017,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32013,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,M32021,D32007,D32006,C32010,C32013,C32012,C32015,D32005,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,M32022,M32023,D32001,D32000,M32026,M32027,M32024,M32025,D32009,M32029,X32000,C32024,C32020,C32021,C32022,C32023,M32031,M32030,M32033,M32032,M32034,M32037,M32036,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32008,M32009,M32005,B32003,B32002,B32005,B32004,B32007,M32003,B32013,A32019,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,M32007,M32001,M32002,B32006,C32014,total
0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,1,2,1,0,1,2,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,1,1,1,0,2,1,3,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,5,0,5,0,0,2,3,0,0,0,1,0,1,2,0,1,0,3,1,2,1,0,5,0,4,1,1,0,0,1,4,1,0,2,1,2,3,2,1,1,2,2,4,0,0,125
0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,1,1,1,3,0,0,1,0,0,63
0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,47
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16
0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32
0,5,2,5,0,0,0,0,2,0,2,2,1,5,0,0,2,2,0,2,2,0,1,1,1,4,0,0,0,1,2,0,0,1,0,0,9,0,3,0,2,0,0,2,0,2,1,0,0,0,2,2,0,1,3,5,0,0,0,1,0,0,4,0,0,4,0,0,1,9,2,0,0,0,1,0,1,0,1,4,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,8,4,1,2,2,1,0,0,7,9,0,2,0,0,0,6,1,0,0,3,1,0,0,1,1,2,3,0,1,0,3,2,3,1,1,0,0,0,174
0,6,4,4,4,0,2,4,2,0,3,3,1,14,16,3,4,4,0,14,2,6,4,7,0,6,10,46,0,6,1,1,8,17,13,5,14,9,14,6,1,3,3,4,1,19,2,4,0,0,5,1,0,5,15,1,3,4,0,2,0,4,15,3,1,7,1,5,3,4,6,0,1,0,2,0,4,0,2,4,0,0,16,8,3,3,5,1,5,0,0,0,0,4,0,1,4,0,2,0,0,0,2,3,5,6,5,0,1,5,3,5,4,15,10,5,4,1,0,2,11,7,1,0,4,1,6,0,0,1,2,4,12,0,1,6,10,10,7,3,2,1,0,609
0,7,14,12,4,0,6,6,0,2,5,16,3,31,65,9,4,1,3,5,15,5,7,26,1,17,3,106,2,14,10,2,2,49,27,4,27,9,26,2,11,14,9,17,1,53,16,4,0,6,8,5,0,7,25,7,4,14,2,14,0,10,30,3,2,11,2,12,6,8,1,1,5,1,3,2,6,1,8,16,1,0,30,11,4,5,12,4,26,0,0,0,2,1,0,5,18,0,0,3,10,0,3,4,16,11,23,1,0,4,3,12,2,14,10,15,8,3,2,4,26,16,2,6,5,2,26,5,3,10,14,11,14,1,2,4,15,30,23,11,8,1,0,1387
0,8,36,34,5,0,17,29,7,3,3,28,13,37,47,16,21,8,11,7,10,10,14,30,3,16,8,82,15,27,12,6,22,45,23,8,40,29,22,4,10,28,14,30,5,81,19,6,6,2,8,10,0,16,18,19,7,15,1,14,3,10,32,10,6,19,2,16,3,16,1,6,13,4,12,8,12,10,13,12,5,1,29,6,13,14,19,9,10,0,0,1,3,0,0,5,15,0,4,2,14,0,21,7,25,7,41,5,13,14,3,11,8,19,8,24,29,2,4,12,26,32,10,5,3,8,48,3,11,21,35,31,38,7,4,21,11,32,20,19,23,16,0,2092
0,9,20,8,6,0,13,20,5,3,8,5,10,7,32,14,8,2,7,5,8,4,4,6,5,0,3,29,9,5,4,4,14,22,5,10,18,21,16,1,0,16,3,1,4,42,7,3,8,3,7,8,0,11,18,6,9,4,4,14,12,21,8,4,2,1,1,20,4,2,1,2,10,1,3,3,3,0,7,15,8,2,31,9,5,7,7,8,10,0,0,0,0,1,2,1,14,0,2,2,19,0,5,8,24,12,11,3,2,9,2,6,3,4,8,10,24,6,5,8,8,6,2,4,4,7,19,3,5,11,17,12,10,2,0,9,9,19,9,9,15,3,0,1110
0,10,10,14,3,1,3,7,7,2,2,3,3,3,5,6,9,2,4,6,5,8,3,9,3,1,0,18,4,7,8,0,7,8,3,4,5,13,6,3,0,3,5,2,4,23,4,2,1,5,9,1,0,8,12,11,6,10,2,5,8,11,10,4,1,0,2,13,3,1,1,0,8,2,2,4,4,2,3,7,1,1,10,6,3,6,11,2,4,0,0,0,1,2,0,4,4,0,0,2,9,0,5,6,18,16,2,0,1,7,2,1,2,0,6,13,11,15,4,3,10,12,2,4,6,6,7,11,16,7,3,17,14,8,5,5,5,19,11,9,16,1,0,776
0,11,16,4,1,6,2,4,15,4,1,7,5,7,12,8,2,1,10,9,0,5,2,6,2,4,7,8,3,7,10,1,4,14,9,8,8,7,5,1,0,18,1,6,11,20,3,3,0,1,13,2,0,20,14,9,8,8,6,11,6,10,4,15,0,3,0,15,2,3,0,0,7,0,3,4,2,1,3,9,3,0,12,7,4,2,3,3,7,0,0,6,1,0,4,0,3,0,4,5,12,0,10,4,3,13,4,2,8,8,3,1,10,12,5,18,9,12,4,7,6,8,1,6,5,4,7,7,15,3,4,13,4,8,3,9,11,17,6,13,10,4,1,840
0,12,20,12,2,12,3,13,10,9,5,4,9,8,10,6,0,4,5,3,4,0,1,13,2,4,8,8,12,18,6,2,3,10,8,2,14,9,8,4,1,21,3,5,5,16,0,3,0,2,17,14,0,24,10,7,14,12,4,13,9,17,12,20,0,4,1,24,0,1,1,0,12,0,3,1,4,1,3,7,9,3,15,7,4,2,2,12,6,0,0,2,2,2,7,2,4,1,3,5,20,0,9,3,16,5,10,0,11,9,4,2,4,8,3,20,21,16,6,5,15,9,10,15,4,5,15,6,19,5,12,13,11,17,8,8,5,19,7,9,19,6,0,1059
0,13,9,13,5,7,2,5,11,8,1,6,2,5,5,2,2,3,5,4,11,2,0,9,8,9,3,6,3,5,11,2,6,14,5,2,11,11,6,9,0,22,3,4,3,18,2,1,0,1,14,9,0,14,23,8,15,6,1,9,3,14,15,12,3,3,0,32,0,6,0,1,12,0,1,3,2,0,0,2,8,0,21,4,3,5,0,3,5,0,0,1,4,6,3,2,5,0,2,3,18,0,6,5,9,16,27,0,9,14,1,3,5,5,4,7,11,27,6,3,9,9,0,3,4,5,14,10,31,9,15,16,11,9,6,5,11,31,6,2,11,4,1,963
0,14,7,12,4,5,3,5,13,3,2,6,6,5,3,7,6,1,4,3,4,0,2,4,2,11,7,8,3,12,4,0,12,4,3,5,4,10,3,1,0,18,1,7,4,20,1,1,2,2,15,8,0,16,16,9,9,6,3,17,11,16,7,13,3,3,0,22,3,3,1,2,10,1,0,1,2,0,2,6,8,0,16,4,2,5,0,11,15,0,0,2,1,2,0,2,1,0,5,4,12,0,5,12,18,6,10,4,10,4,2,1,2,6,4,16,21,19,14,6,10,11,3,10,5,1,9,8,48,8,17,14,5,17,4,3,9,24,3,7,13,6,0,940
0,15,16,11,11,6,0,6,20,8,1,6,9,4,6,6,6,2,5,4,5,0,0,10,6,4,5,8,6,8,3,1,18,10,8,4,8,6,3,1,3,29,0,2,7,17,6,2,0,1,16,7,0,32,20,9,9,13,5,8,5,16,16,11,0,3,4,9,0,1,0,0,3,0,4,4,0,0,2,5,7,2,9,3,3,2,2,15,9,0,0,1,1,1,1,1,0,0,4,3,34,0,5,6,10,10,11,1,14,17,3,1,7,8,3,19,12,19,23,4,14,22,7,7,14,5,6,17,31,7,13,15,8,13,13,3,19,37,3,13,12,9,8,1077
0,16,17,21,18,23,2,12,24,32,2,8,1,10,18,1,5,5,7,5,1,2,0,20,6,9,16,27,34,16,12,0,29,19,3,1,11,18,8,6,0,19,3,8,6,63,2,1,1,4,11,14,0,21,15,15,39,32,5,20,16,35,20,53,3,3,1,57,3,1,3,0,26,4,4,1,2,6,2,11,22,2,28,7,17,5,5,19,4,0,0,10,12,2,0,3,4,1,10,5,39,0,5,4,16,17,17,3,19,16,8,1,4,3,1,31,25,55,38,6,21,27,21,28,14,7,10,27,37,11,5,23,5,16,10,9,18,54,4,8,34,12,6,1850
0,17,26,20,22,24,3,18,23,44,2,13,3,6,21,3,14,0,33,5,4,3,1,25,10,7,16,30,29,26,32,2,30,50,11,6,29,45,11,5,2,42,13,7,13,144,1,1,1,6,35,41,0,31,17,15,70,50,19,31,8,49,18,90,0,0,0,58,0,2,0,0,66,1,3,2,0,1,4,15,19,5,59,10,29,17,4,28,10,0,0,16,13,5,5,4,10,0,31,17,57,0,5,10,35,13,16,1,27,26,13,7,15,4,1,46,43,68,42,10,36,30,33,47,11,9,67,37,43,19,30,31,15,22,25,10,15,92,15,28,55,17,5,2921
0,18,22,6,13,6,2,16,10,17,1,17,9,13,14,7,14,1,28,8,3,2,2,26,11,7,13,22,19,18,16,1,16,40,4,2,14,24,17,5,1,30,3,8,7,66,4,0,3,3,13,9,0,36,15,26,34,20,3,19,8,14,15,35,1,0,3,42,1,2,2,0,23,1,10,3,2,2,1,13,13,3,52,7,13,4,2,9,24,0,0,9,4,0,6,4,12,6,13,10,41,0,5,4,16,17,21,5,8,8,3,2,3,2,5,23,37,43,32,8,14,25,12,16,11,4,23,22,41,18,28,54,8,17,16,16,26,67,9,22,39,15,2,1923
0,19,24,7,3,7,4,17,2,16,4,7,8,15,5,11,6,1,21,6,7,2,1,14,7,5,7,12,5,16,16,3,10,20,4,6,14,24,10,8,1,16,10,7,7,39,1,1,0,5,18,14,0,27,17,8,14,14,2,13,12,14,10,20,1,3,1,31,2,5,1,0,9,0,2,3,1,2,1,8,5,2,28,7,7,2,4,6,12,0,0,3,5,2,2,0,7,3,6,7,27,0,6,2,10,10,26,2,7,15,3,1,10,2,9,20,31,31,26,6,24,27,4,20,13,1,13,8,34,9,21,34,20,5,17,7,15,42,15,18,15,9,2,1420
0,20,10,6,3,1,1,12,9,13,4,12,9,1,1,8,3,1,12,7,6,3,4,5,2,5,2,10,2,13,0,0,8,16,7,1,8,10,10,0,0,18,0,11,0,15,3,2,0,4,6,4,0,17,6,3,3,7,2,11,2,6,9,15,2,1,0,31,1,0,0,0,4,2,3,3,2,0,1,14,2,0,28,7,5,5,1,2,13,0,0,0,3,0,0,2,6,2,1,5,21,0,8,5,13,7,13,0,2,5,2,3,1,5,4,6,17,18,9,5,13,11,4,5,0,3,7,9,30,13,13,18,11,5,5,14,11,17,6,9,16,4,1,884
0,21,15,1,3,1,3,7,3,8,4,6,2,5,1,7,5,0,17,10,8,2,1,7,1,1,2,7,3,17,13,0,6,9,2,1,3,12,7,1,1,13,0,5,1,10,1,0,0,2,7,3,0,11,16,13,7,7,1,6,3,10,3,10,0,0,2,21,0,1,1,0,7,1,1,1,2,1,1,9,5,0,10,4,1,1,1,9,5,0,0,0,1,0,0,1,3,0,4,0,15,0,5,3,13,9,15,0,9,3,4,5,1,11,4,7,23,14,7,4,6,6,2,4,2,3,5,5,31,3,6,24,4,11,4,6,9,22,5,3,9,1,1,748
0,22,12,3,1,2,3,5,6,2,0,3,2,4,0,0,3,0,9,8,3,1,1,3,2,0,1,4,1,5,4,0,1,5,4,3,3,5,1,0,0,1,0,4,2,11,2,0,0,1,6,6,0,3,12,3,1,2,1,6,3,5,1,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,1,4,0,9,4,4,1,2,5,3,0,0,0,0,1,2,0,2,0,2,1,16,0,3,2,21,20,6,0,3,7,1,0,2,0,3,3,19,6,2,0,4,10,3,7,2,3,2,3,9,5,10,25,5,7,7,5,2,11,6,0,6,3,0,476
0,23,7,0,1,1,5,1,3,4,1,2,3,0,0,3,2,0,5,1,1,0,1,3,1,0,0,0,1,2,1,0,0,3,0,0,0,5,1,1,0,6,0,1,1,14,0,0,0,1,5,0,0,7,0,2,1,3,0,4,0,3,0,0,0,0,0,5,0,0,1,0,1,1,1,1,0,1,0,0,4,0,4,3,4,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,3,0,1,2,9,4,4,0,0,2,5,1,0,2,0,2,7,4,3,2,3,4,0,2,2,2,3,0,3,1,2,5,4,4,8,0,0,2,3,0,5,0,0,246
