day,hour,B32018,D32021,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,D32003,S32002,S32003,S32001,S32006,S32004,S32005,S32008,S32009,D32002,M32020,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,A32017,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32013,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,M32021,D32007,D32006,C32010,C32013,C32012,C32015,D32005,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,M32022,M32023,D32001,D32000,M32026,M32027,M32024,M32025,D32009,M32029,X32000,C32024,C32020,C32021,C32022,C32023,M32031,M32030,M32033,M32032,M32034,M32037,M32036,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32008,M32009,M32005,B32003,B32002,B32005,B32004,B32007,M32003,B32013,A32019,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,M32007,M32001,M32002,B32006,C32014,total
1,0,6,0,1,0,1,0,0,2,0,0,1,2,0,2,0,0,4,0,0,2,0,2,0,0,1,0,0,0,5,0,2,3,1,0,0,2,1,0,0,2,0,2,0,2,1,0,0,2,3,1,0,0,2,2,0,3,0,1,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,1,2,1,0,0,3,1,4,6,0,2,0,0,6,0,2,0,0,4,3,1,0,4,0,0,0,1,0,3,0,2,0,3,6,1,3,2,0,1,9,8,1,7,1,0,163
1,1,1,0,0,0,1,0,0,0,0,0,2,2,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,3,1,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,4,1,1,0,0,0,0,2,1,2,0,0,4,0,3,0,1,0,0,0,1,0,1,2,3,0,2,5,0,1,1,0,1,3,1,0,1,0,0,86
1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,28
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,17
1,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,43
1,5,3,5,0,0,0,0,0,0,5,1,2,4,0,0,3,3,1,3,6,0,0,2,0,2,2,1,0,1,2,1,1,1,3,1,13,1,5,0,1,0,0,9,0,2,2,0,0,0,3,2,0,0,7,4,0,0,0,3,0,1,4,0,0,0,0,4,1,10,0,0,1,0,0,0,0,0,2,5,0,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,3,1,0,8,0,0,0,8,5,0,0,0,1,0,8,1,0,0,4,0,0,0,1,1,3,0,0,0,1,0,2,2,0,1,2,0,0,210
1,6,2,12,4,0,5,5,1,1,1,14,1,16,26,4,5,2,0,8,0,6,6,18,3,13,10,78,1,13,1,4,10,13,17,8,18,10,17,1,6,8,4,1,3,24,10,6,0,1,7,3,0,12,22,2,3,6,0,10,0,5,22,9,0,10,0,9,3,16,8,0,5,0,4,5,1,1,1,3,0,1,14,9,1,1,6,1,14,0,0,0,0,4,1,1,4,0,0,0,6,0,3,5,7,9,18,1,1,3,4,2,5,21,10,6,0,1,1,7,10,10,3,0,3,2,4,1,3,2,6,7,13,0,2,8,9,6,13,6,1,2,0,862
1,7,19,34,10,5,3,8,3,1,10,15,7,30,71,19,5,11,10,16,13,10,11,47,2,29,3,147,12,17,13,1,12,74,41,13,33,13,31,8,9,12,13,28,0,86,19,8,2,7,13,2,0,18,41,6,9,20,2,16,0,12,37,11,2,19,1,16,10,23,2,0,12,8,1,2,9,7,10,11,0,5,64,19,9,8,16,12,38,0,0,0,3,0,2,2,22,0,2,3,20,0,8,5,17,12,49,2,10,9,10,17,7,19,20,23,12,2,2,10,32,26,1,6,4,6,49,2,7,6,25,19,26,6,1,16,23,35,24,14,14,6,1,2119
1,8,42,41,6,6,22,42,10,3,12,41,24,38,68,24,33,9,27,29,20,21,23,31,15,34,13,152,39,22,22,9,50,54,16,15,66,43,30,10,11,44,24,37,5,110,21,14,8,4,22,17,0,27,43,32,17,17,2,23,6,22,57,17,12,26,2,38,6,25,0,2,21,2,26,10,11,13,21,30,4,1,68,36,22,19,37,15,22,0,0,1,3,0,4,7,22,0,12,6,30,0,23,14,43,20,18,3,13,23,11,27,14,23,33,54,57,6,7,18,52,52,2,7,5,9,59,8,17,32,49,39,49,10,10,41,46,54,32,30,27,13,2,3348
1,9,13,28,8,0,26,26,5,3,4,10,9,11,22,14,24,7,13,15,12,9,4,17,11,3,2,53,2,15,12,18,20,21,5,15,22,32,16,1,6,25,6,17,7,52,14,3,9,7,17,8,0,12,23,8,9,8,2,21,9,14,17,7,4,3,1,32,9,6,1,7,15,5,6,5,10,0,12,26,14,1,29,20,6,9,12,8,7,0,0,0,0,0,0,5,11,2,4,3,20,0,12,2,33,10,17,8,5,18,1,11,8,13,12,20,28,9,2,11,17,16,5,11,11,13,20,9,17,23,21,14,20,13,7,13,25,40,17,26,22,4,0,1706
1,10,9,3,3,3,3,15,6,7,2,5,5,7,17,8,10,3,5,5,8,11,4,11,5,3,5,23,3,9,6,1,12,13,8,6,8,16,9,3,2,26,10,9,4,25,2,2,0,1,18,3,0,10,4,20,7,7,1,8,5,15,10,8,0,1,0,16,2,1,1,4,10,1,1,5,2,2,2,4,5,0,27,11,5,2,5,5,8,0,0,0,2,1,2,2,6,1,6,0,16,0,9,6,12,14,17,2,4,5,9,5,4,2,5,30,16,8,3,3,12,12,7,6,3,5,6,2,17,22,10,11,5,6,4,7,8,31,7,3,20,1,1,993
1,11,11,14,9,4,4,11,11,8,3,1,6,11,19,4,9,0,2,5,2,4,1,13,1,4,4,4,2,12,3,2,7,11,10,9,14,9,9,1,1,23,8,3,5,19,4,0,0,2,17,7,0,8,15,9,14,15,3,17,7,19,6,21,1,3,0,21,2,0,2,0,5,0,1,3,3,0,4,11,5,2,23,3,6,7,5,10,3,0,0,4,2,0,6,3,5,0,3,1,22,0,6,3,16,7,13,0,11,11,3,0,3,5,4,28,11,23,12,7,7,7,2,17,4,3,18,9,36,11,14,16,9,14,13,14,9,27,7,10,17,5,0,1075
1,12,17,24,2,9,5,16,14,18,1,5,9,14,16,3,2,4,13,4,3,1,3,14,5,10,2,7,5,19,5,1,10,14,10,1,8,10,10,3,3,31,2,7,16,34,6,3,0,3,30,12,0,11,18,10,14,14,1,14,8,12,13,29,1,2,2,21,1,2,1,1,21,4,2,1,0,1,4,12,11,3,19,4,4,6,2,7,6,0,0,0,5,2,4,2,2,0,8,8,14,0,5,6,18,16,18,1,12,8,3,4,7,8,2,32,25,41,14,10,17,6,5,16,2,6,21,11,18,14,18,12,12,15,10,8,10,37,13,8,28,3,2,1313
1,13,26,16,3,6,1,12,15,4,3,11,4,4,7,11,5,0,18,9,6,0,5,12,9,8,6,15,2,13,10,6,9,16,12,7,9,17,15,9,1,17,2,5,12,27,4,0,1,1,20,4,0,11,14,10,21,12,4,11,6,19,15,23,2,4,0,32,2,4,0,0,21,0,1,5,1,2,6,9,15,3,22,6,2,3,5,13,10,0,0,2,4,2,2,0,2,0,3,2,21,0,8,5,14,11,24,2,7,11,1,3,2,4,5,18,24,28,7,2,13,10,2,14,4,6,17,21,41,8,19,11,10,17,6,9,14,40,9,11,19,5,0,1269
1,14,17,14,3,1,2,10,12,18,0,4,10,5,7,8,4,3,7,5,1,1,4,8,6,10,10,8,6,16,8,1,17,16,4,7,11,17,9,1,2,23,0,6,4,22,2,0,5,3,28,7,0,22,15,9,15,12,3,12,9,21,17,19,0,1,1,21,4,3,0,1,16,0,0,2,0,5,4,14,6,3,15,12,5,1,0,13,9,0,0,2,8,5,2,1,9,3,1,7,22,0,9,6,13,20,18,2,10,12,1,3,3,6,2,20,18,29,17,5,12,5,2,8,6,4,12,9,46,12,19,16,11,9,9,5,14,34,4,11,21,2,1,1209
1,15,28,16,7,17,3,10,15,19,0,8,8,5,4,2,2,0,11,2,4,3,2,9,8,12,12,8,13,7,11,1,31,8,7,3,4,11,8,3,4,24,2,3,8,47,0,0,2,3,30,11,0,15,23,4,21,14,8,20,18,22,11,23,2,1,5,32,1,2,1,2,22,2,2,4,5,1,2,8,14,1,21,8,8,4,5,7,6,0,0,6,7,3,9,4,4,0,10,3,26,0,6,11,19,7,12,4,19,10,8,3,4,5,6,30,20,39,33,9,20,23,10,16,24,8,13,14,32,10,17,22,7,9,5,12,13,39,2,7,28,11,0,1460
1,16,18,24,19,28,3,9,27,34,2,5,3,19,22,11,4,1,19,2,1,1,0,21,9,12,14,20,29,16,27,1,43,30,9,2,13,27,19,9,1,41,8,8,10,74,2,3,2,3,29,28,0,19,33,15,67,33,8,34,20,23,19,78,1,4,1,35,2,1,1,2,39,2,6,2,2,0,8,6,22,6,44,5,25,9,6,7,14,0,0,16,19,0,5,3,2,2,10,1,49,0,6,6,32,26,11,1,32,17,10,2,7,14,3,40,33,73,48,11,25,22,14,27,28,4,35,34,57,11,17,29,10,22,14,12,20,71,10,11,43,20,5,2381
1,17,33,31,24,29,11,38,41,54,2,15,14,11,41,3,10,2,33,5,14,1,5,32,15,11,20,35,59,33,31,1,51,50,16,3,35,47,17,4,1,67,17,9,13,160,0,2,1,5,37,57,0,48,24,27,83,67,37,47,24,61,36,112,1,4,0,81,1,4,2,3,80,0,2,4,2,1,4,14,29,5,54,16,36,8,5,28,20,0,0,18,16,5,4,11,10,2,27,35,90,0,6,7,39,35,39,2,43,33,14,1,11,12,1,68,53,108,50,13,38,50,55,75,20,10,71,39,56,21,27,60,19,24,47,8,22,81,33,45,72,34,8,3884
1,18,45,21,17,12,7,21,26,19,1,17,14,18,18,8,22,8,21,8,9,3,3,32,10,14,14,28,32,31,17,0,22,54,19,6,29,44,17,8,5,58,12,16,17,139,4,1,5,6,25,35,0,47,25,33,53,34,9,44,16,43,38,45,4,4,4,60,3,4,2,2,45,0,6,5,1,1,7,23,15,5,84,14,28,7,4,36,23,0,0,10,13,1,8,9,14,3,17,21,46,0,19,10,26,21,39,4,24,22,6,6,5,11,6,38,62,58,37,9,33,47,15,42,19,8,53,27,39,18,40,59,29,23,28,22,41,97,19,41,38,12,2,3089
1,19,28,10,10,5,3,14,24,23,7,9,10,11,10,7,10,0,29,4,10,2,7,21,9,14,10,15,14,16,34,3,13,43,15,10,21,19,11,4,3,26,11,17,11,46,0,2,1,1,27,9,0,36,19,19,40,13,9,16,10,42,15,19,4,7,1,45,4,4,1,0,25,0,7,2,2,2,8,31,16,5,45,11,5,4,8,23,24,0,0,6,7,1,12,2,19,2,11,4,26,0,12,11,23,16,41,3,11,25,8,4,7,5,6,30,36,50,34,10,22,20,10,24,11,4,30,21,51,21,34,38,15,9,6,16,33,73,23,31,28,13,2,2138
