day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,186,189,190,192,193,194,195,total
0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,5,0,1,0,0,2,0,0,1,3,3,0,3,0,1,1,0,1,1,0,0,1,2,1,0,0,1,0,1,1,1,0,0,0,2,0,2,0,0,0,0,6,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,7,1,0,0,0,1,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,93
0,1,0,0,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,51
0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,19
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10
0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33
0,5,0,2,1,0,3,0,0,0,0,1,0,0,0,1,3,2,0,1,2,1,1,0,1,3,0,0,0,0,0,3,0,5,0,0,1,5,3,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,2,0,3,1,0,0,0,0,4,0,6,1,0,0,8,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,8,0,0,0,0,1,3,0,0,0,1,0,0,0,3,2,0,4,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,127
0,6,0,3,17,2,1,0,1,2,0,1,11,3,1,1,9,3,3,19,5,31,3,3,15,10,5,1,0,4,1,1,1,11,0,12,16,15,4,0,6,2,8,1,17,0,2,0,3,13,14,2,7,0,12,1,9,2,3,5,0,5,4,3,7,3,4,1,0,2,6,3,3,4,5,1,6,5,0,6,0,3,2,6,0,0,1,6,9,6,0,7,2,7,1,7,4,0,0,0,0,45,2,2,1,5,7,8,4,4,3,3,2,3,0,6,4,0,0,1,0,0,4,3,1,0,1,0,1,2,5,1,1,3,3,1,0,2,6,1,0,5,0,2,3,6,0,0,0,2,4,1,4,2,4,1,6,0,24,6,4,0,0,660
0,7,0,1,15,1,28,0,5,3,2,1,15,7,2,1,42,14,9,20,12,80,14,6,42,11,7,2,7,3,1,24,4,18,0,82,32,23,11,9,17,12,8,22,18,3,7,13,7,5,21,4,13,0,10,4,16,12,4,8,0,20,10,14,12,2,12,3,5,6,9,18,5,10,12,0,10,8,0,5,18,30,5,16,9,0,4,10,14,5,8,14,15,7,2,9,11,25,0,4,1,65,2,2,4,5,10,34,16,3,10,7,4,26,6,3,10,2,0,13,2,4,13,3,0,1,4,4,8,6,1,6,9,8,2,3,3,10,16,4,4,30,1,4,7,13,0,14,1,2,6,14,9,5,8,2,2,8,22,6,1,2,0,1616
0,8,0,4,36,19,26,1,9,44,7,4,18,20,6,12,46,16,8,21,33,106,32,12,4,9,11,1,19,1,17,31,16,24,5,73,36,29,19,10,31,30,34,40,15,15,18,14,9,9,18,15,22,3,34,13,33,27,18,8,1,2,36,30,37,6,16,12,8,13,18,30,9,20,18,2,24,6,7,9,34,47,13,26,18,0,3,0,24,13,13,20,9,15,9,23,10,29,2,13,15,55,8,5,1,8,7,27,25,5,17,8,17,25,5,10,11,6,6,17,1,10,4,10,0,1,8,1,14,2,8,5,16,7,5,16,3,40,12,6,12,25,0,3,7,4,0,17,0,3,3,4,21,9,44,5,4,15,6,9,17,4,0,2475
