day,hour,B32018,D32021,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,D32003,S32002,S32003,S32001,S32006,S32004,S32005,S32008,S32009,D32002,M32020,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,A32017,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32013,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,M32021,D32007,D32006,C32010,C32013,C32012,C32015,D32005,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,M32022,M32023,D32001,D32000,M32026,M32027,M32024,M32025,D32009,M32029,X32000,C32024,C32020,C32021,C32022,C32023,M32031,M32030,M32033,M32032,M32034,M32037,M32036,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32008,M32009,M32005,B32003,B32002,B32005,B32004,B32007,M32003,B32013,A32019,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,M32007,M32001,M32002,B32006,C32014,total
0,0,2,0,0,1,0,0,2,2,0,0,0,2,0,2,0,1,3,0,1,1,0,3,1,0,0,1,0,0,1,0,2,1,2,1,0,3,1,0,2,3,0,3,0,4,0,0,0,2,1,2,1,3,2,2,0,0,0,1,6,6,0,2,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,2,2,3,1,0,1,4,1,9,0,0,0,0,1,1,1,0,0,4,2,4,0,4,0,1,3,2,0,0,0,7,0,0,4,1,0,0,2,3,6,1,0,4,0,0,167
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,3,0,1,3,0,5,1,1,0,1,0,2,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,2,1,1,0,1,0,0,0,1,2,2,4,2,3,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,1,7,1,0,4,1,0,112
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,41
0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,27
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,43
0,5,1,7,0,0,0,0,1,1,1,0,1,8,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,8,3,9,1,2,0,6,3,0,1,0,3,2,3,0,0,3,2,2,3,2,3,0,0,0,1,1,0,0,0,1,2,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,3,3,2,0,2,0,0,2,2,5,2,2,1,0,0,1,5,1,0,0,6,0,0,0,2,0,0,2,3,0,0,2,7,1,1,0,3,0,0,168
0,6,3,3,1,0,0,3,2,1,2,0,5,12,6,3,6,3,2,9,2,1,1,14,1,8,13,59,0,0,2,1,9,15,17,3,9,8,12,4,4,8,1,4,0,27,0,2,2,0,4,5,9,12,18,2,5,6,0,3,0,1,12,6,1,3,0,3,2,3,6,0,2,0,0,0,5,0,4,4,4,0,6,4,4,6,5,0,14,0,1,0,0,2,0,4,1,1,0,2,2,2,4,1,5,3,11,0,2,2,4,4,5,9,3,4,0,1,1,4,14,11,0,0,1,1,10,0,1,5,5,8,6,0,0,5,7,4,13,3,1,0,0,620
0,7,11,28,5,1,7,3,7,8,14,13,6,24,83,15,21,5,11,13,9,7,1,35,4,32,4,102,7,0,5,6,13,56,16,10,36,19,14,8,21,12,17,15,1,60,12,6,4,4,17,3,40,24,30,15,8,15,1,13,2,14,31,2,4,25,1,37,14,14,1,4,11,5,6,6,8,12,8,15,2,0,31,20,4,7,20,5,40,0,3,0,1,0,4,2,18,0,3,11,20,0,4,8,17,7,31,1,4,6,4,5,11,23,19,15,15,2,3,4,31,25,2,7,3,9,37,2,6,15,19,26,32,0,5,32,24,20,21,8,6,1,1,1899
0,8,36,51,9,0,16,25,3,6,7,15,19,30,62,20,31,11,11,34,13,12,4,33,11,17,11,117,32,0,13,9,35,61,20,4,52,37,20,2,12,38,23,27,0,111,25,11,7,15,19,19,19,18,20,32,7,23,10,31,7,26,35,9,9,17,0,44,21,17,5,1,22,3,16,15,10,10,22,26,7,0,30,44,13,20,27,27,33,0,15,0,2,3,4,9,25,1,12,4,21,3,14,11,37,19,24,6,11,14,13,19,14,25,20,40,48,4,1,21,24,47,0,11,8,6,43,10,19,28,55,39,47,11,5,16,13,20,26,20,20,5,2,2787
0,9,27,14,6,2,14,25,5,5,8,22,14,14,19,15,6,5,14,11,14,9,7,13,6,4,1,33,8,0,4,13,16,19,13,6,19,29,10,2,3,24,4,5,2,58,12,6,5,6,24,8,27,16,18,15,14,11,1,23,15,15,13,9,5,1,1,43,4,4,1,5,5,3,9,0,6,2,1,15,6,2,20,11,8,13,4,9,19,0,12,0,2,3,4,7,17,3,1,5,11,3,8,4,28,19,11,2,3,14,9,2,5,8,7,32,46,7,6,15,15,17,7,15,6,10,20,5,11,18,27,22,16,5,1,10,13,20,8,28,24,5,1,1581
