day,hour,1,3,4,6,7,8,9,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,33,35,36,37,39,40,41,42,43,44,46,47,49,51,54,56,57,58,59,60,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,100,102,104,105,107,108,110,115,116,117,118,119,121,124,125,126,130,131,133,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,157,159,160,161,162,163,169,170,171,173,174,175,176,177,178,179,180,181,182,183,184,185,189,190,192,193,195,196,197,200,201,202,203,205,207,208,209,210,212,213,214,215,217,218,219,221,222,224,225,226,228,232,total
0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,5,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,3,5,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
0,6,0,0,0,0,0,2,1,0,0,1,0,0,6,0,0,4,4,4,1,0,1,8,0,0,1,0,2,1,1,0,1,4,0,0,0,0,3,3,2,0,0,0,0,1,1,5,0,0,0,0,4,2,0,1,1,0,0,2,1,0,6,0,1,1,0,3,2,2,1,2,1,0,0,0,3,1,0,6,0,0,2,1,1,0,0,4,2,1,2,0,4,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,2,4,30,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,187
0,7,0,0,11,0,0,3,6,0,0,8,0,0,12,5,2,11,8,12,6,3,3,12,1,0,0,3,14,0,6,0,14,9,0,3,11,2,2,13,3,1,3,0,4,6,1,7,1,0,5,5,10,9,1,6,0,1,3,0,7,5,1,5,4,6,1,1,3,16,1,0,3,0,3,1,5,3,1,14,10,4,2,4,1,0,2,9,15,8,7,3,9,1,6,1,2,6,5,0,3,4,1,5,0,1,1,0,2,0,6,5,2,10,2,1,1,7,0,0,3,0,7,0,0,4,0,2,11,8,1,4,0,1,4,0,8,37,8,0,4,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,7,1,1,1,1,0,592
0,8,0,1,5,11,2,4,6,1,6,3,0,6,27,7,16,30,3,43,13,6,10,6,6,2,4,7,42,2,17,0,26,11,10,10,9,7,16,27,6,1,11,2,8,11,5,26,3,0,18,9,25,16,3,17,4,4,3,8,19,2,10,3,18,5,3,7,22,33,1,9,13,0,1,10,26,10,6,21,9,1,6,15,6,1,3,16,35,5,19,12,15,5,11,1,2,5,0,0,0,3,0,11,3,2,1,8,7,0,7,5,8,8,3,2,1,16,0,2,18,0,14,2,0,0,14,11,32,12,2,1,1,1,4,7,9,81,3,3,13,0,0,3,0,1,0,0,0,0,3,0,0,0,0,2,0,0,1,3,8,1,20,5,4,0,1334
