day,hour,1,140,141,142,143,145,67,68,70,72,73,74,75,76,80,84,87,88,89,90,91,95,96,97,104,105,107,108,110,115,116,117,118,total
0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,13
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,0,0,8
0,6,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,2,1,1,4,0,0,0,1,0,0,4,0,0,1,4,2,0,0,27
0,7,0,0,1,0,1,0,0,2,2,0,0,2,0,5,0,0,3,11,2,4,2,0,12,0,3,7,2,0,1,13,8,0,2,83
0,8,0,4,1,1,3,2,9,11,2,1,0,0,12,16,0,1,9,30,7,8,5,21,18,1,8,13,9,1,1,11,25,2,2,234
0,9,0,4,0,3,4,0,2,6,1,5,3,0,11,19,0,5,10,20,2,6,8,21,5,3,9,6,6,1,6,2,7,1,1,177
0,10,0,1,0,1,0,1,8,8,3,1,2,2,10,3,2,4,8,12,2,3,3,6,13,1,2,6,11,2,6,2,6,2,2,133
0,11,0,0,0,0,0,1,8,7,4,2,6,0,5,7,3,5,9,3,1,4,5,2,3,0,2,0,5,2,2,3,6,1,1,97
0,12,0,0,4,0,2,0,5,12,2,0,2,2,9,4,7,8,11,3,2,1,4,3,3,3,2,2,5,2,4,2,3,0,2,109
0,13,1,0,2,2,0,0,5,5,5,6,0,4,7,3,2,2,2,1,1,1,4,1,7,0,0,2,5,1,1,2,1,1,0,74
0,14,1,0,1,0,1,0,11,3,7,4,0,10,7,5,8,2,4,2,0,3,2,3,0,1,2,1,4,7,2,0,2,4,1,98
0,15,1,0,4,1,0,0,10,4,0,0,2,6,4,4,9,1,2,0,8,1,5,3,5,1,4,1,9,1,1,0,1,2,0,90
0,16,1,2,4,1,0,1,22,7,8,2,3,7,5,4,12,5,6,3,0,0,9,3,4,0,1,2,11,12,4,0,2,8,1,150
0,17,0,1,8,1,7,0,17,15,7,12,6,16,11,10,25,11,6,1,3,5,25,1,8,1,7,7,26,12,15,5,4,6,0,279
0,18,0,1,3,2,4,0,16,26,2,13,9,5,6,8,21,10,5,1,3,2,22,2,3,2,2,9,20,12,6,2,1,11,0,229
0,19,0,1,4,2,2,0,20,17,2,8,10,5,6,9,15,7,5,1,5,3,12,1,6,0,6,1,16,4,8,1,4,0,0,181
0,20,0,0,3,0,0,0,10,4,0,3,2,2,7,6,5,1,1,1,0,0,4,6,3,0,1,3,10,2,5,3,0,1,0,83
0,21,0,0,0,0,1,0,13,1,3,5,0,2,2,4,9,2,2,1,0,1,3,8,1,3,0,2,5,2,5,0,2,1,1,79
0,22,0,0,0,0,0,0,12,1,0,2,1,9,7,8,1,0,1,0,0,0,2,1,1,0,1,2,4,1,3,0,3,0,0,60
0,23,0,0,0,0,0,0,10,4,0,1,0,1,1,1,2,0,1,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,29
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,11
1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,10
1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6
1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
1,6,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,0,2,2,0,0,0,2,0,0,4,0,0,0,5,4,0,0,27
1,7,0,0,1,0,3,0,1,8,2,1,0,1,7,5,0,2,4,14,2,2,5,1,9,0,3,7,6,1,0,17,7,0,2,111
1,8,0,8,0,1,5,2,7,7,0,1,1,5,8,19,0,6,14,40,2,10,3,31,10,1,7,15,10,3,3,8,28,1,4,260
1,9,0,2,1,1,4,0,13,14,0,7,2,4,5,9,1,4,12,28,6,4,7,19,14,0,4,10,5,6,2,2,11,3,1,201
1,10,1,0,0,1,1,1,5,5,1,0,4,4,11,2,0,2,12,11,2,3,5,15,7,0,5,3,2,2,8,0,7,1,6,127
1,11,0,0,3,2,0,0,3,8,6,1,5,5,4,12,2,3,11,2,1,4,2,5,6,1,4,2,7,3,2,2,8,0,0,114
1,12,0,0,0,0,1,2,6,7,4,2,10,6,15,5,3,2,5,4,1,5,1,1,2,4,2,1,4,3,5,2,6,1,3,113
1,13,0,0,2,0,0,0,13,8,5,4,1,3,0,7,5,1,3,5,1,0,6,4,4,1,2,6,6,5,4,0,7,2,0,105
1,14,0,1,2,0,0,0,13,8,1,7,1,6,2,11,14,1,1,2,4,0,2,2,2,2,2,0,11,6,6,2,3,2,0,114
1,15,0,1,1,0,2,0,13,5,9,4,4,7,4,6,5,6,5,2,9,1,6,0,5,0,2,2,9,2,2,1,2,3,0,118
1,16,0,4,3,3,0,0,21,8,5,7,3,7,3,4,22,6,2,2,1,1,11,4,8,0,1,3,20,16,6,1,1,6,1,180
1,17,0,0,7,1,6,1,13,21,7,11,15,18,6,3,33,15,4,4,2,6,27,0,6,1,3,4,22,12,8,3,5,8,0,272
1,18,0,0,6,1,4,0,17,18,4,13,2,12,5,6,13,10,6,0,2,6,16,2,5,2,4,3,23,9,7,6,5,6,0,213
1,19,0,0,4,4,2,0,8,13,2,7,5,12,4,7,9,1,4,3,2,1,12,1,4,0,4,7,9,5,8,0,3,1,0,142
1,20,0,0,1,0,0,0,11,2,0,4,2,6,5,5,5,1,1,2,1,1,4,0,3,0,4,3,9,1,2,4,0,0,0,77
1,21,0,0,1,0,0,0,14,5,2,4,1,5,3,3,1,0,1,4,1,0,3,0,2,1,0,3,2,5,2,1,0,0,1,65
1,22,0,0,0,0,1,0,8,0,0,1,1,2,1,2,3,0,1,1,0,1,1,0,2,1,0,1,2,2,2,1,0,0,0,34
1,23,0,0,0,0,0,0,7,1,0,1,1,1,1,4,0,0,0,0,2,0,2,1,0,0,0,0,1,0,2,0,0,0,0,24
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5
2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
2,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,4,1,0,0,1,5,3,0,0,23
2,7,0,0,0,1,2,3,0,2,1,1,1,1,4,7,1,2,3,4,1,1,2,3,6,0,0,8,5,0,0,13,10,0,1,83
2,8,0,5,0,1,2,2,7,5,2,2,2,3,16,11,0,4,14,37,3,7,2,19,12,1,5,11,6,2,2,9,24,1,3,220
2,9,0,4,2,2,3,2,9,12,1,4,2,1,4,20,0,4,13,15,1,4,8,12,8,0,5,5,8,0,3,1,3,0,1,157
2,10,0,0,0,0,0,0,4,8,1,2,0,4,9,6,2,1,6,7,1,4,2,6,5,2,1,3,4,2,2,0,7,0,5,94
2,11,0,1,0,2,0,1,3,7,2,2,3,5,2,4,3,2,5,5,0,2,2,6,3,0,1,0,4,0,2,0,2,3,3,75
2,12,1,0,1,0,0,1,6,1,0,1,3,5,2,5,1,4,5,1,2,2,1,5,3,0,2,2,6,4,2,1,8,1,2,78
2,13,0,0,1,0,1,0,6,4,1,7,5,6,1,1,4,1,2,5,1,1,3,3,8,0,6,2,2,4,4,2,1,0,2,84
2,14,0,1,1,0,1,0,5,3,4,3,3,5,5,3,7,4,4,3,1,1,2,2,2,0,1,2,11,3,2,1,2,2,0,84
2,15,0,1,1,3,1,0,9,2,3,7,2,2,4,5,2,2,6,2,2,1,5,1,2,0,3,2,6,0,2,0,0,2,1,79
2,16,0,1,1,1,0,0,12,8,3,5,6,3,1,2,9,7,3,0,2,3,6,1,3,1,1,0,13,9,3,6,3,8,1,122
2,17,0,1,8,0,4,0,15,12,5,6,6,8,9,7,28,8,3,5,1,6,18,1,4,1,0,2,6,5,8,2,4,6,1,190
2,18,0,1,1,2,3,1,13,15,2,9,8,11,9,12,18,10,5,4,2,10,13,1,0,0,2,6,18,7,3,1,4,5,1,197
2,19,0,1,2,4,0,1,7,4,4,4,3,4,2,6,9,6,5,3,2,2,11,0,4,1,2,0,14,2,5,2,3,3,0,116
2,20,0,0,0,0,1,1,9,3,3,1,2,1,2,3,7,0,3,2,1,1,3,1,3,0,1,2,4,1,4,4,3,0,0,66
2,21,0,0,0,0,0,0,7,2,0,2,0,3,5,1,6,0,0,1,4,0,3,1,3,0,1,1,2,1,2,1,2,0,0,48
2,22,0,0,0,0,0,0,11,4,0,2,2,4,1,1,1,0,0,4,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,39
2,23,0,0,0,0,0,0,5,0,0,1,3,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,18
3,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,1,0,0,20
3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,5
3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6
3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
