day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,79,80,81,84,85,87,88,89,90,91,93,94,95,96,97,98,99,100,102,104,105,107,108,109,110,111,112,113,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,183,184,185,186,189,190,192,194,195,196,197,199,200,201,202,203,204,205,209,210,211,212,213,214,215,216,217,219,total
0,0,0,2,0,1,1,0,0,1,2,0,1,0,0,0,0,1,1,0,2,2,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,0,6,1,2,0,0,0,2,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0,5,0,0,1,0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,1,2,1,1,1,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,4,0,0,3,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,5,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
0,6,0,2,6,0,7,1,2,0,1,0,3,1,0,0,13,0,0,8,2,16,3,0,6,5,0,0,0,0,5,0,0,2,1,13,7,5,0,3,2,1,7,8,1,5,0,4,0,7,5,2,0,2,4,1,7,1,1,2,0,5,1,4,1,0,1,0,2,3,4,2,3,2,0,3,2,2,0,2,6,10,1,0,6,5,5,0,8,2,3,0,0,7,1,0,1,0,0,0,0,10,1,0,3,2,2,5,0,2,1,0,0,0,0,0,3,0,0,2,2,0,3,0,0,0,1,1,5,2,0,0,1,2,1,1,0,0,1,3,0,0,0,1,0,0,3,3,3,0,0,0,0,1,0,41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
0,7,0,0,18,8,6,2,9,2,3,2,7,4,2,3,17,3,8,22,6,44,3,6,14,14,9,0,4,9,2,3,2,8,2,17,14,10,0,13,4,1,5,28,1,4,0,3,2,11,5,5,0,10,15,0,15,2,4,1,0,3,7,18,0,6,2,3,3,6,15,5,6,5,2,3,3,3,10,18,0,8,7,5,9,7,9,2,10,3,6,0,5,11,3,0,27,0,4,0,2,26,13,4,12,17,8,27,4,4,2,0,0,1,0,4,7,0,0,0,0,0,8,6,0,0,3,2,0,7,9,2,18,1,0,17,0,5,2,7,0,7,0,0,6,12,7,8,11,1,1,1,2,4,6,74,1,1,5,2,0,0,0,0,0,0,1,0,0,0,2,1,0,2,2,0,0,1,1022
0,8,0,10,18,13,8,2,10,16,1,11,12,8,5,8,45,6,21,12,17,64,16,8,23,14,13,1,5,2,4,3,7,15,4,36,18,17,0,30,7,6,12,31,5,13,0,0,3,12,10,6,5,3,21,6,11,1,7,4,2,10,10,38,1,8,4,8,14,12,19,3,6,17,5,19,5,4,17,33,10,10,19,2,14,25,13,11,26,14,10,2,11,15,8,7,35,12,2,1,12,28,30,6,8,21,6,23,11,5,7,5,4,2,0,9,7,0,0,1,4,0,15,6,7,1,8,9,9,11,5,12,13,2,5,28,0,10,2,16,0,10,2,0,2,5,15,29,24,1,1,7,5,4,19,65,3,7,7,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1710
