day,hour,M32022,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32007,A32008,A32009,S32002,S32003,S32001,S32006,S32007,S32004,S32005,S32008,D32002,D32021,D32020,D32023,D32022,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,D32001,C32008,C32009,A32012,A32011,A32010,A32017,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,C32011,C32010,C32013,C32015,D32005,D32003,M32023,M32020,D32000,D32007,D32006,M32024,D32004,D32009,D32008,B32018,B32019,M32037,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,K32002,K32003,K32001,B32009,B32008,M32009,M32005,B32003,M32007,B32005,B32004,M32002,B32006,B32013,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,B32002,M32001,B32007,M32003,C32014,total
1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,5,0,0,5,0,3,1,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,2,2,0,3,1,0,0,2,1,0,0,0,0,4,0,6,0,0,3,0,0,0,1,1,0,0,0,0,71
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,2,0,5,0,3,1,0,0,2,2,1,0,0,0,0,4,0,0,0,0,2,0,0,0,1,1,0,0,0,2,2,1,0,0,2,0,2,6,1,0,0,0,0,0,1,2,2,1,0,1,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,1,1,0,69
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,0,17
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1,5,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,2,4,3,0,3,0,1,0,4,0,0,1,1,2,2,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
1,6,0,0,0,0,0,0,0,2,2,3,7,0,1,1,0,0,0,0,0,4,0,0,2,0,3,6,9,0,14,4,8,1,0,2,3,3,2,28,0,2,4,11,17,16,6,0,0,0,0,0,0,0,0,10,37,0,0,3,3,5,0,2,1,1,1,0,0,0,0,5,3,8,0,0,6,2,0,9,1,2,0,1,2,0,1,5,0,1,3,0,0,0,6,0,0,0,5,0,2,0,2,0,1,2,0,291
1,7,0,0,6,0,0,1,2,6,2,4,22,3,3,1,0,0,0,0,0,23,0,0,0,0,2,28,20,4,28,3,20,3,0,7,2,9,0,57,5,4,5,25,19,14,2,0,6,0,0,0,7,0,0,9,100,0,0,15,5,34,0,11,5,13,3,0,0,2,0,5,6,25,3,0,10,3,0,6,3,2,1,0,2,0,3,13,0,3,6,1,4,0,5,7,0,1,0,0,2,0,7,0,1,2,0,661
1,8,0,1,6,12,2,1,0,8,4,3,20,3,2,2,0,0,0,0,0,26,0,0,2,0,7,33,11,10,30,22,9,1,0,12,13,20,1,56,9,5,6,18,14,26,8,2,17,0,10,1,5,0,0,18,110,0,0,15,12,37,0,10,12,22,6,5,0,1,0,10,14,13,6,6,6,1,3,13,10,9,2,3,3,0,16,39,0,5,5,0,10,0,8,5,0,2,0,0,6,5,7,0,9,1,0,903
1,9,0,2,2,0,5,2,1,10,4,2,10,1,1,3,0,0,0,0,0,8,0,0,3,0,4,11,6,3,11,5,6,7,0,10,7,12,0,25,3,5,10,9,8,12,9,6,2,2,7,0,5,0,0,12,19,0,0,16,5,10,0,8,8,9,2,6,0,7,0,6,5,4,1,10,8,2,0,8,4,6,7,1,2,0,7,15,0,1,2,2,3,0,1,9,0,2,1,0,10,5,9,0,2,0,0,474
1,10,0,2,1,5,0,2,0,5,6,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,6,6,3,2,5,5,1,0,3,8,3,3,9,2,8,6,6,8,6,8,9,5,0,1,0,0,0,0,13,5,0,0,5,5,3,0,4,2,5,8,0,0,1,0,2,8,7,3,4,5,1,0,2,1,7,3,4,3,0,9,7,0,2,0,1,2,0,0,8,0,2,3,0,6,4,7,0,5,0,0,300
1,11,0,7,1,7,3,3,0,2,3,1,3,4,2,0,0,0,0,0,0,10,0,0,1,0,7,5,5,1,8,5,4,4,0,14,3,9,1,19,3,5,3,8,10,5,7,8,9,1,6,1,5,0,0,31,10,0,0,5,9,5,0,11,6,5,5,3,0,0,0,13,3,8,5,4,4,1,1,5,4,9,4,5,7,0,5,10,0,4,4,2,14,0,5,13,0,4,1,0,7,6,2,0,2,3,0,448
1,12,0,5,6,11,11,5,0,3,6,3,4,4,3,0,0,0,0,0,0,9,0,0,2,0,2,9,2,5,8,7,9,2,1,19,5,6,3,30,4,13,3,15,16,7,16,18,13,2,5,2,17,0,0,26,12,0,0,9,14,17,0,15,9,5,13,5,0,5,0,12,11,6,3,5,15,0,1,7,4,11,5,10,15,0,7,12,0,6,7,3,13,0,5,3,0,4,3,0,12,9,5,0,7,3,0,645
1,13,0,4,4,8,7,4,1,0,9,3,3,1,3,0,0,0,0,0,0,8,0,0,2,0,2,14,7,4,8,10,5,1,1,9,3,8,6,22,2,18,7,10,5,8,9,11,16,4,9,0,6,0,0,23,7,0,0,9,13,10,0,13,13,11,11,6,0,2,0,14,7,14,1,5,11,1,2,2,2,14,11,15,12,0,7,7,0,2,6,6,10,0,5,2,0,3,6,0,10,12,2,0,6,7,0,582
1,14,0,6,2,4,5,4,1,9,2,1,8,2,4,0,0,0,1,0,0,5,0,0,0,0,1,11,10,4,4,5,2,2,0,17,2,5,3,11,0,13,10,7,21,12,4,13,14,5,0,0,12,0,0,39,11,0,0,8,18,14,0,10,9,11,8,3,0,3,0,7,6,7,1,6,5,1,0,2,2,7,7,9,10,0,17,13,0,7,4,4,15,0,4,2,0,8,2,0,4,10,4,0,4,2,0,546
1,15,0,6,1,10,13,7,0,5,3,2,4,1,3,0,0,0,1,0,0,5,0,0,0,0,5,15,6,5,13,13,8,6,1,11,1,3,9,21,3,13,6,16,15,9,13,20,17,1,9,0,3,0,0,20,7,0,0,10,17,14,0,10,8,10,4,9,0,9,0,10,9,18,2,8,9,2,1,4,11,16,12,8,12,0,9,11,0,5,13,0,17,0,4,8,0,4,3,0,18,10,6,0,7,11,0,669
1,16,0,19,4,12,6,17,0,3,5,1,6,1,1,0,0,0,2,0,0,7,0,0,0,0,7,15,3,1,11,23,5,3,3,12,8,8,3,57,3,15,22,24,21,8,21,24,22,7,4,3,23,0,0,26,15,0,0,15,29,18,0,25,23,12,11,6,0,5,0,20,5,11,2,8,16,1,1,1,3,12,12,24,26,0,10,30,0,8,14,6,30,0,4,8,0,5,5,0,14,11,11,0,28,12,0,963
1,17,0,23,1,17,18,29,2,8,3,3,9,1,3,1,0,0,2,0,0,23,0,0,1,0,21,31,7,11,11,21,9,2,2,27,7,12,9,131,1,29,13,28,15,20,18,57,28,6,17,1,18,0,0,64,23,0,0,27,39,19,0,34,18,46,11,18,0,4,0,12,7,11,5,39,19,2,2,3,3,22,18,25,21,0,22,44,0,16,8,13,28,0,4,7,0,6,9,0,9,20,10,0,32,18,0,1434
1,18,0,8,4,9,10,19,0,6,3,6,12,7,3,1,0,0,3,0,0,17,0,0,0,0,8,35,17,3,14,22,20,2,4,28,8,7,6,52,6,15,19,46,28,21,17,48,14,2,12,1,10,0,0,57,20,0,0,21,15,12,0,23,14,25,16,9,0,11,0,27,13,14,2,11,25,8,3,10,9,14,12,12,14,0,17,29,0,12,4,17,14,0,15,7,0,6,5,0,22,21,9,0,20,15,0,1183
1,19,0,2,5,5,7,7,1,6,5,8,15,2,5,0,0,0,1,0,0,11,0,0,0,0,5,32,10,7,19,15,10,1,4,20,2,8,3,27,2,14,6,25,26,12,6,20,12,6,5,4,11,0,0,23,11,0,0,14,17,17,0,23,12,14,16,2,0,11,0,14,13,13,1,11,10,1,3,13,4,13,8,7,11,0,13,18,0,1,10,11,12,0,5,8,0,5,6,0,22,8,9,0,8,8,0,818
1,20,0,2,5,8,5,7,8,4,6,2,4,2,0,0,0,0,0,0,0,6,0,0,0,0,3,12,2,0,6,13,4,3,3,18,3,6,2,18,2,13,6,13,14,18,13,7,9,2,10,0,5,0,0,23,5,0,0,7,11,11,0,2,15,14,9,0,0,2,0,10,14,7,1,4,4,0,2,3,7,7,3,8,4,0,13,4,0,4,4,1,14,0,6,3,0,5,5,0,11,12,2,0,7,4,0,532
1,21,0,3,3,10,8,6,0,0,1,3,5,0,1,0,0,0,0,0,0,8,0,0,0,0,0,14,2,1,5,6,2,0,2,8,3,6,1,11,0,7,5,11,5,15,0,2,4,0,6,2,2,0,0,20,0,0,0,7,4,4,0,5,6,4,9,1,0,2,0,18,16,10,2,4,6,1,1,1,9,5,3,5,5,0,2,8,0,6,4,2,5,0,3,4,0,1,4,0,7,4,5,0,3,7,0,381
1,22,0,3,1,1,4,2,0,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,2,6,1,1,1,11,0,8,0,7,1,9,2,4,3,11,1,2,1,0,10,0,1,0,0,10,3,0,0,1,4,2,0,2,1,5,19,0,0,1,0,34,28,9,0,10,6,0,0,0,8,3,3,4,1,0,4,6,0,0,2,5,6,0,2,6,0,1,4,0,7,9,3,0,4,3,0,327
1,23,0,2,1,2,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,3,0,0,1,7,0,5,0,5,0,3,2,6,4,5,1,2,1,0,1,0,1,0,0,8,1,0,0,2,1,0,0,2,3,4,9,0,0,0,0,16,3,8,0,2,5,0,0,0,2,1,7,1,3,0,3,2,0,1,2,0,5,0,3,8,0,3,0,0,5,6,0,0,3,2,0,190
2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,5,2,1,0,1,0,0,1,2,0,1,2,3,0,1,0,0,3,0,1,0,0,0,0,4,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,6,1,3,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,3,7,0,0,0,0,1,0,0,0,3,0,0,82
2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,1,0,1,1,1,2,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,3,1,0,3,0,2,0,0,0,0,0,3,0,0,1,0,2,3,0,0,1,0,0,5,2,0,63
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16
2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2,5,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,0,2,3,1,0,5,2,5,4,0,0,1,1,0,8,0,0,1,1,5,3,1,0,0,0,0,0,1,0,0,2,2,0,0,1,1,5,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,79
2,6,0,0,1,0,0,0,0,1,2,1,4,0,2,2,0,0,0,0,0,15,0,0,2,0,4,8,14,1,11,12,14,1,0,7,0,3,2,29,1,5,5,13,21,19,4,0,1,2,2,0,2,0,0,8,53,0,0,10,3,6,0,1,0,2,2,1,0,1,0,9,2,6,0,1,3,1,0,1,3,5,3,1,3,0,6,7,0,0,3,0,0,0,7,3,0,1,6,0,4,1,4,0,0,2,0,380
2,7,0,0,9,3,2,0,0,6,15,1,32,1,4,3,0,0,1,0,0,22,0,0,0,0,5,38,24,8,36,4,18,3,1,14,3,4,2,80,10,8,6,29,19,17,2,6,9,0,2,1,10,0,0,20,167,0,0,20,11,33,0,4,5,30,5,2,0,0,0,4,11,33,3,3,17,2,1,10,2,2,0,2,1,0,9,14,0,8,3,1,5,0,6,7,0,0,0,0,6,2,14,0,2,0,0,923
2,8,0,2,4,9,4,2,0,11,8,1,36,4,5,1,0,0,2,0,0,37,0,0,1,0,11,46,22,13,44,17,22,9,0,15,16,26,0,94,5,7,10,25,13,8,9,9,16,2,10,0,6,0,0,26,154,0,0,22,9,42,0,14,26,29,8,2,0,1,0,14,15,14,3,8,9,6,3,13,7,15,5,4,4,0,18,36,0,11,7,1,10,0,12,11,0,4,1,0,10,4,10,0,11,1,0,1182
2,9,0,5,4,1,2,9,0,3,5,2,8,2,2,2,0,0,2,0,0,15,0,0,3,0,3,15,6,4,9,9,4,8,0,11,9,11,0,27,7,16,7,23,4,11,16,1,6,2,1,0,3,0,0,17,38,0,0,21,9,10,0,17,4,6,4,3,0,3,0,10,15,2,2,12,9,5,4,6,11,14,1,1,5,0,16,21,0,2,2,4,6,0,5,4,0,3,2,0,15,3,6,0,3,2,0,601
2,10,0,1,1,5,5,3,0,5,4,1,5,1,3,4,0,0,0,0,0,9,0,0,4,0,0,9,5,4,2,6,4,6,3,7,4,8,0,12,3,8,10,8,4,6,9,7,5,4,1,0,3,0,0,18,20,0,0,8,15,5,0,11,1,5,8,0,0,1,0,15,7,12,2,3,14,0,0,5,5,10,8,3,4,0,9,8,0,1,4,3,6,0,3,1,0,2,6,0,10,7,4,0,9,3,0,445
2,11,0,9,4,14,8,6,0,3,6,2,8,3,4,0,0,0,1,0,0,7,0,0,2,0,4,8,13,3,13,13,5,4,0,9,1,9,3,16,6,10,9,10,13,5,11,11,19,7,5,0,7,0,0,26,10,0,0,13,14,12,0,10,7,8,8,5,0,4,0,15,6,7,2,5,13,1,0,5,6,8,12,5,5,0,4,11,0,1,5,4,25,0,13,6,0,0,3,0,8,8,3,0,3,2,0,594
