day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,182,183,184,185,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,208,209,210,211,212,213,214,215,216,217,218,219,221,224,226,227,total
0,0,0,1,3,4,0,4,3,2,1,1,2,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,3,1,1,4,0,2,0,0,0,2,4,0,2,2,4,1,0,0,0,0,1,6,1,3,0,0,2,0,7,0,0,0,0,0,7,2,0,1,0,0,2,4,2,1,0,0,3,1,3,1,0,0,1,1,2,0,6,0,0,0,1,0,7,2,0,3,0,1,0,0,4,0,2,1,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,6,5,2,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,167
0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,8,2,0,0,0,4,0,0,0,0,0,2,0,1,1,0,6,0,0,2,0,2,2,1,0,0,0,1,1,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,1,2,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,53
0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,4,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,5,0,0,3,0,7,0,2,0,2,0,0,3,1,0,1,1,1,0,2,1,2,0,2,6,1,0,5,0,2,0,0,2,0,9,6,2,1,0,0,5,4,5,0,0,0,0,1,7,0,3,1,2,0,2,2,3,4,0,0,2,0,1,4,2,0,0,0,0,0,1,0,1,1,0,2,4,0,0,1,3,0,5,4,0,0,0,4,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,2,0,1,0,3,0,1,0,1,4,0,0,0,2,3,1,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,3,1,1,4,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,202
0,6,0,2,9,6,6,0,3,5,0,5,6,1,0,1,12,3,5,8,5,32,13,0,8,12,2,0,1,0,2,9,2,4,0,15,11,4,1,18,2,9,5,11,0,4,1,4,3,9,1,1,0,7,7,2,8,4,0,4,0,3,5,3,7,0,2,0,0,1,1,4,1,2,5,0,5,4,1,6,2,13,5,2,4,0,2,9,15,3,4,4,2,0,2,1,3,1,2,0,14,1,0,0,9,8,7,3,1,9,4,5,13,2,5,4,4,0,3,1,3,5,3,0,1,1,0,4,0,0,1,0,1,4,2,2,5,6,1,4,9,0,2,1,12,0,0,0,1,1,3,1,5,8,0,0,0,2,3,1,1,32,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,1,0,0,1,1,2,659
0,7,0,4,13,9,13,0,6,7,0,4,11,10,1,1,33,16,10,0,9,45,18,2,12,23,14,4,7,4,5,18,10,13,0,15,33,24,12,20,30,16,17,45,5,6,4,7,7,33,10,15,3,17,14,9,30,6,5,10,1,24,8,17,20,3,11,3,7,4,5,7,3,13,21,3,13,6,1,4,10,18,3,13,10,0,4,9,20,15,14,12,6,13,3,9,7,6,9,2,37,2,3,1,15,13,23,17,1,16,15,7,17,6,6,2,7,3,5,1,7,17,4,0,7,10,2,19,6,4,3,3,5,5,9,8,20,14,4,2,25,0,6,7,13,0,10,2,0,4,10,14,23,22,5,9,5,2,3,4,7,30,9,7,3,9,1,0,0,7,6,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,2,2,0,1673
0,8,0,8,14,13,33,2,24,24,18,10,10,20,6,12,43,8,27,14,30,100,35,7,13,14,17,7,11,4,17,31,12,36,5,30,27,45,9,25,19,36,34,12,2,26,5,5,18,27,14,26,4,23,16,14,45,30,9,7,5,24,75,52,19,6,14,3,7,15,17,34,11,18,35,12,16,4,5,16,36,39,5,40,25,0,5,11,23,21,24,13,22,26,10,15,23,24,9,12,36,14,5,6,15,13,26,25,18,16,17,19,8,9,6,12,3,2,19,1,13,5,5,0,1,8,1,20,6,8,8,24,10,3,17,28,35,8,9,7,12,0,12,12,12,1,11,1,3,4,5,29,37,39,5,6,5,12,3,3,29,68,12,11,2,11,7,2,0,2,3,2,0,1,2,1,0,0,2,1,0,0,0,0,1,11,0,6,1,21,4,2802
