day,hour,B32018,D32021,B32019,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32008,A32009,D32003,S32002,S32003,S32001,S32006,S32004,S32005,S32008,S32009,D32002,M32020,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,A32017,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32013,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,M32021,D32007,D32006,C32010,C32013,C32012,C32015,D32005,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,M32022,M32023,D32001,D32000,M32026,M32027,M32024,M32025,D32009,M32029,X32000,C32024,C32020,C32021,C32022,C32023,M32031,M32030,M32033,M32032,M32034,M32037,M32036,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32008,M32009,M32005,B32003,B32002,B32005,B32004,B32007,M32003,B32013,A32019,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,M32007,M32001,M32002,B32006,C32014,total
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,2,0,3,1,0,1,0,0,49
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,0,0,25
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6
0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
0,5,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,1,0,0,52
0,6,0,5,0,0,0,0,0,0,1,1,0,12,3,0,0,0,0,0,0,0,0,0,2,1,9,32,0,0,0,0,0,1,5,1,0,1,5,3,0,0,0,1,0,18,0,0,0,0,0,3,0,2,3,2,0,0,0,0,1,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,1,0,1,0,8,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,2,4,11,0,0,0,0,3,0,1,1,2,1,7,0,0,5,0,1,5,0,2,0,0,196
0,7,0,18,1,0,1,0,0,1,2,3,4,12,55,0,0,0,0,0,0,0,0,0,1,2,1,69,2,0,0,0,0,26,16,1,0,2,12,3,0,0,3,10,1,32,0,0,0,0,4,0,1,4,14,1,0,0,0,5,1,6,21,0,0,0,0,13,0,10,0,0,0,1,3,0,0,0,0,5,0,1,19,9,1,2,5,1,23,0,3,0,0,1,0,2,5,0,5,5,10,2,1,1,1,4,0,2,1,1,0,0,0,0,0,9,2,0,1,3,9,6,0,6,0,2,14,2,2,11,15,6,12,0,1,5,0,0,11,3,6,1,0,599
0,8,0,17,1,0,6,6,0,1,8,4,8,34,51,0,0,0,0,0,0,0,0,0,1,17,13,38,0,0,0,0,0,28,14,2,0,17,11,3,0,0,3,20,0,52,0,0,0,0,4,2,2,5,40,12,0,0,1,8,2,3,27,0,2,0,0,21,11,25,0,0,0,3,6,2,0,0,0,14,5,0,22,18,9,6,9,3,13,0,3,0,0,1,0,6,1,1,1,2,12,2,0,0,13,7,0,0,1,6,0,0,0,0,0,11,24,5,4,7,22,17,0,6,0,4,24,2,9,14,25,20,32,6,2,16,0,6,23,14,17,1,0,997
0,9,0,14,1,1,6,5,3,3,5,2,6,11,14,0,0,0,0,0,0,0,0,0,3,5,0,16,1,0,0,0,0,10,10,1,0,11,11,3,0,0,3,6,0,21,0,0,0,0,4,5,2,0,12,7,0,0,0,1,2,3,11,0,0,0,0,16,4,4,0,0,0,3,6,2,0,0,0,6,4,0,8,14,3,6,2,1,9,0,2,1,0,0,0,1,4,0,3,2,16,1,0,2,5,7,0,2,2,1,0,0,0,0,0,9,18,1,0,2,14,12,0,3,0,4,9,9,1,13,22,20,25,4,2,1,0,2,22,8,12,0,0,569
0,10,0,1,0,0,1,3,3,3,4,3,2,3,3,0,0,0,0,0,0,0,0,0,2,4,3,13,0,0,0,0,0,6,5,1,0,6,4,0,0,0,1,4,0,5,0,0,0,0,0,2,3,0,11,6,0,0,0,3,1,1,3,0,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,7,3,0,4,16,7,2,8,1,4,0,3,1,0,0,0,0,1,1,4,2,9,0,0,2,2,7,0,0,2,3,0,0,0,0,0,3,7,3,1,0,7,7,0,5,0,1,5,2,1,8,4,5,12,4,1,11,0,7,8,5,6,0,0,321
0,11,0,3,0,0,1,2,0,4,1,1,1,3,2,0,0,0,0,0,0,0,0,0,3,2,2,3,1,0,0,0,0,5,2,1,0,2,5,3,0,0,2,2,1,11,0,0,0,0,1,2,0,0,5,1,0,0,0,2,4,1,2,0,0,0,0,11,0,1,0,0,0,2,1,0,0,0,0,3,5,0,2,8,5,3,6,3,3,0,1,0,0,1,0,0,0,1,1,2,9,1,1,3,0,1,0,2,0,2,0,0,0,0,0,9,6,4,3,2,5,3,3,4,0,3,10,4,6,8,8,7,5,2,5,6,0,12,8,8,4,0,0,294
0,12,0,2,0,2,1,1,2,0,1,7,1,5,4,0,0,0,0,0,0,0,0,0,0,3,2,8,5,0,0,0,0,3,5,0,0,6,4,2,0,0,0,2,2,3,0,0,0,0,5,9,1,2,9,3,0,0,1,8,6,5,7,0,1,0,0,2,0,1,0,0,0,1,1,1,0,0,0,6,8,0,6,5,7,4,0,4,2,0,7,1,2,3,0,2,0,1,0,4,13,1,1,1,3,7,0,1,2,4,0,0,0,0,0,14,11,15,8,0,6,5,0,4,0,2,6,6,5,7,5,8,4,9,2,15,0,21,4,3,15,0,0,404
0,13,0,4,0,6,0,3,1,5,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,5,5,0,0,11,5,2,0,0,0,3,0,8,0,0,0,0,6,0,1,4,6,0,0,0,1,4,3,6,9,0,0,0,0,9,0,3,0,0,0,1,0,0,0,0,0,4,4,0,9,7,1,3,0,1,3,0,2,1,1,0,1,0,0,1,3,3,17,0,0,3,0,2,0,1,4,3,0,0,0,0,0,12,11,7,4,0,1,2,1,5,0,2,3,7,5,6,7,5,8,5,3,4,0,19,3,1,15,0,0,347
0,14,0,2,1,5,1,5,2,5,0,2,1,6,1,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,0,0,0,6,3,4,0,5,5,0,0,0,0,6,3,9,0,0,0,0,7,0,2,2,8,2,0,0,2,6,2,10,2,0,1,0,0,8,0,2,0,0,0,1,1,0,0,0,0,5,4,0,6,5,1,4,3,0,1,0,1,2,2,1,1,2,0,0,3,3,12,1,0,1,1,2,0,1,1,3,0,0,0,0,0,9,5,15,3,2,5,1,1,9,0,3,6,13,8,9,12,9,4,7,7,4,0,18,1,0,5,1,0,361
0,15,0,10,1,3,1,5,2,17,1,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,6,0,3,3,2,0,0,1,2,4,8,0,0,0,0,2,2,1,1,3,3,0,0,0,5,4,6,6,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,3,1,0,12,2,6,0,2,2,1,0,0,0,3,0,1,2,0,2,3,1,19,1,0,3,3,2,0,2,3,4,0,0,0,0,0,13,12,17,16,1,13,3,10,3,0,2,5,7,10,4,5,13,4,6,1,4,0,22,3,5,17,2,0,410
0,16,0,7,3,15,0,2,8,5,0,5,1,2,3,0,0,0,0,0,0,0,0,0,1,2,6,3,10,0,0,0,0,5,3,2,0,17,1,3,0,0,1,2,3,21,0,0,0,0,3,3,0,2,3,5,0,0,4,9,10,6,11,0,0,0,0,14,1,0,0,0,0,0,1,1,0,0,0,9,11,0,12,1,10,6,0,5,8,0,4,7,6,1,0,7,0,0,8,3,19,0,0,1,1,5,0,1,7,10,0,0,0,0,0,12,7,31,14,4,5,7,13,14,0,2,13,16,18,4,5,10,4,7,10,3,0,12,3,4,21,1,0,586
