day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,145,149,150,151,152,159,160,161,162,163,167,169,170,171,174,175,176,177,178,179,180,total
0,0,0,2,5,1,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,2,0,2,4,0,0,0,0,5,0,0,1,0,0,0,2,2,0,0,0,0,0,2,1,1,0,0,1,0,0,2,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,74
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
0,5,0,0,0,1,3,0,1,0,0,0,2,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,10,3,0,0,0,0,2,2,0,0,1,0,0,1,2,0,0,5,0,0,5,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,1,0,1,4,0,3,0,2,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,93
0,6,0,2,7,3,0,0,2,4,0,1,4,1,1,0,10,2,1,10,4,19,6,1,10,5,3,0,2,7,2,7,2,2,0,10,9,9,0,1,5,2,4,4,9,1,2,0,6,3,6,1,1,0,9,14,2,8,4,1,2,0,3,2,2,3,2,2,1,1,1,4,2,0,4,1,0,1,2,2,3,3,11,1,2,2,0,0,0,7,2,2,5,6,4,2,0,4,1,5,1,2,0,54,1,1,0,0,2,5,7,2,9,2,6,7,0,0,5,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,1,1,4,3,2,0,7,0,2,0,0,0,0,3,0,0,0,1,2,0,1,0,0,463
0,7,0,1,23,1,13,0,2,3,1,2,9,7,1,6,25,7,1,20,7,49,8,0,16,24,10,2,1,5,1,11,11,23,0,89,15,23,11,7,20,3,6,12,21,3,6,5,4,13,17,2,10,0,17,21,2,21,2,4,5,0,11,4,19,11,2,5,16,1,9,10,7,0,6,10,2,3,13,7,6,5,20,32,4,9,14,0,3,11,13,9,5,18,20,10,2,9,5,18,1,2,1,84,3,2,8,4,11,30,18,3,11,6,9,17,2,1,7,4,1,1,3,0,8,1,0,4,0,0,5,0,17,6,3,4,14,5,12,2,3,8,3,5,7,0,2,0,16,0,3,2,0,4,0,3,4,0,1348
0,8,0,11,28,9,40,2,5,7,3,9,11,27,6,2,55,18,16,31,15,97,22,8,21,20,14,2,6,0,21,32,7,30,0,46,21,26,28,9,41,25,19,19,25,6,12,22,9,23,26,16,14,5,10,25,14,31,14,17,6,2,10,11,35,25,8,11,21,2,12,16,22,7,19,13,4,15,11,5,11,16,24,25,13,26,24,0,4,3,38,25,13,25,11,6,1,19,9,35,0,7,6,88,10,3,8,14,20,17,10,7,35,16,18,22,3,5,8,19,6,0,9,3,11,1,8,14,0,0,3,1,24,6,1,0,9,4,17,5,21,15,7,1,20,3,1,0,11,0,9,1,0,1,6,8,12,0,2215
