day,hour,M32022,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32007,A32008,A32009,S32002,S32003,S32001,S32006,S32007,S32004,S32005,S32008,S32009,D32002,D32021,D32020,D32023,D32022,D32025,D32024,D32027,D32026,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,D32001,C32008,C32009,A32012,A32011,A32010,S32011,S32010,S32012,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,D32000,D32007,M32027,C32011,C32010,C32013,C32012,C32015,C32014,C32017,C32016,C32019,C32018,D32004,E32004,E32005,E32006,E32001,E32002,E32003,D32003,M32023,M32020,M32021,M32026,D32006,D32005,M32025,D32009,M32029,M32024,B32018,B32019,M32037,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,B32020,K32002,K32003,K32001,K32004,B32009,B32008,M32009,M32005,B32003,B32002,B32005,M32001,M32002,B32006,B32013,D32008,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,A32017,B32000,M32006,M32007,B32004,B32007,M32003,total
0,0,0,0,3,4,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,11,0,1,0,3,0,0,0,1,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,3,1,2,1,0,9,2,2,0,0,3,0,0,0,0,0,0,1,3,4,2,0,7,1,2,0,0,0,0,12,0,6,5,0,0,3,0,2,3,11,1,2,0,4,143
0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,3,0,4,0,0,0,3,3,0,0,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,60
0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,29
0,5,0,0,0,1,1,0,3,2,0,0,2,0,1,0,5,0,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,2,0,0,0,1,0,0,0,0,1,4,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,1,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,3,0,0,4,0,0,81
0,6,3,0,5,1,2,0,0,3,0,5,10,0,0,1,2,0,5,4,0,0,11,1,1,1,35,0,0,0,0,3,7,6,4,11,5,14,1,0,2,0,3,0,21,0,0,0,0,0,12,11,12,4,0,1,0,7,9,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,13,2,0,1,0,1,2,0,0,1,0,1,4,6,2,1,7,0,3,3,10,3,2,1,1,1,0,1,3,1,0,1,0,5,1,0,2,0,1,8,0,3,1,3,3,2,3,7,0,0,342
0,7,7,0,5,4,0,1,4,11,2,1,8,11,5,0,7,0,0,7,5,0,22,14,20,2,56,0,0,0,0,8,35,18,4,18,12,6,0,3,3,6,11,0,50,0,0,0,4,3,24,23,20,5,6,4,2,4,13,6,0,1,9,1,5,1,0,0,0,0,0,7,0,0,0,0,0,0,63,0,6,0,0,39,7,0,3,2,4,9,5,5,2,2,6,6,26,1,0,5,0,5,5,10,3,0,6,6,2,4,4,9,10,1,0,0,14,2,1,8,13,6,12,4,2,6,23,7,4,5,12,3,4,886
0,8,15,4,5,11,3,5,0,12,7,14,25,13,21,5,13,2,15,9,1,0,28,20,16,11,76,0,0,0,0,11,48,25,6,33,12,15,1,5,24,13,10,2,67,0,0,0,10,9,33,21,39,5,3,11,1,12,27,14,0,2,16,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,33,2,3,1,0,22,24,0,21,7,4,14,5,10,3,2,22,9,25,4,8,5,0,14,13,18,16,1,12,20,1,3,6,13,15,19,7,9,25,9,6,15,31,35,30,8,4,10,18,15,13,9,44,4,10,1494
0,9,8,4,2,6,7,1,2,1,4,4,7,7,6,4,5,2,7,1,4,0,11,13,2,1,34,0,0,0,0,8,17,12,9,10,7,4,2,2,7,6,8,1,23,0,0,0,7,8,13,7,9,7,11,7,2,3,12,12,0,1,1,1,3,2,0,0,0,0,0,10,0,0,0,0,0,0,9,0,5,1,0,11,11,0,13,1,4,12,5,6,4,1,14,6,8,0,5,11,0,8,10,9,7,0,10,13,6,2,9,11,11,4,2,2,16,2,8,7,19,11,14,2,5,9,3,12,11,11,7,5,6,754
