day,hour,1,3,4,5,8,9,10,11,12,14,15,16,17,19,20,21,22,23,24,25,27,29,31,32,37,38,40,41,43,44,46,47,49,51,54,56,58,59,63,65,67,68,70,71,72,73,74,75,76,77,78,79,80,81,84,85,87,88,89,90,91,93,94,95,96,97,98,99,100,102,104,105,107,108,109,110,111,115,116,117,118,119,121,124,126,131,133,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,160,161,162,163,169,170,171,175,176,177,178,179,180,189,190,total
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,30
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20
0,6,0,0,1,0,1,3,0,0,3,0,0,4,0,0,1,1,10,1,0,1,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,2,0,1,0,1,4,0,1,8,0,0,8,5,3,0,0,1,2,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,97
0,7,0,0,4,2,0,4,0,0,4,1,0,5,0,0,3,3,10,1,0,12,6,4,1,3,0,14,3,2,1,1,1,2,2,2,1,0,3,2,0,0,0,13,0,1,5,1,0,7,2,0,2,1,1,1,0,2,2,10,1,1,3,0,3,10,1,0,7,2,0,0,2,6,1,2,36,0,1,19,6,2,1,4,5,0,0,2,0,0,0,0,0,2,1,0,3,6,0,0,1,1,3,5,0,0,0,0,8,0,0,0,0,0,2,2,0,0,8,302
0,8,0,0,3,0,5,3,2,2,4,1,2,3,3,1,3,9,17,0,1,11,1,3,0,9,0,25,1,16,7,2,5,8,2,5,1,0,4,2,2,0,3,8,2,0,6,2,0,2,9,2,1,0,3,3,1,3,8,21,2,0,1,0,8,18,8,2,9,2,0,1,3,10,7,5,19,3,0,5,16,8,3,0,5,1,0,3,0,0,0,0,0,0,0,1,0,3,1,0,3,1,3,1,0,3,0,0,3,0,0,0,0,3,4,8,1,0,12,423
0,9,0,0,1,0,2,1,6,0,3,0,0,0,1,0,3,3,4,2,0,3,1,1,0,5,0,1,0,3,3,3,5,1,3,0,0,0,2,0,0,0,2,12,1,1,3,1,1,4,11,1,2,0,0,0,4,0,8,12,0,4,3,0,1,6,1,1,2,0,0,0,2,7,0,1,5,3,0,3,6,2,2,1,0,0,1,1,2,0,0,0,0,0,0,0,3,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,4,7,10,8,0,0,4,221
0,10,0,1,3,0,0,1,1,0,3,1,0,0,0,0,1,0,1,0,0,3,0,2,0,1,0,1,3,7,0,0,2,0,0,0,0,0,0,1,0,0,8,2,0,0,3,2,1,0,3,0,0,0,3,0,1,1,5,6,0,0,5,0,0,4,1,0,1,0,1,0,4,8,1,2,7,2,0,0,7,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,5,1,0,2,138
0,11,0,0,0,0,0,2,2,2,2,1,0,0,0,1,0,3,1,1,1,0,0,1,0,1,0,1,2,2,0,1,2,3,0,2,0,0,4,0,0,0,6,3,0,0,5,3,3,7,5,0,0,0,6,0,0,1,4,5,1,1,1,0,0,4,1,3,0,0,0,0,6,1,2,5,4,0,0,1,2,3,1,0,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,4,5,0,0,1,140
0,12,0,0,0,0,0,0,2,3,1,3,1,1,0,1,1,1,1,2,1,0,2,3,0,3,0,0,0,0,1,0,2,0,0,1,1,0,0,4,0,0,10,7,4,0,4,5,3,1,5,1,0,0,9,1,0,0,1,5,0,0,7,0,0,3,2,1,2,0,0,0,3,1,7,3,1,4,1,0,2,4,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,2,152
0,13,0,0,2,0,0,1,4,2,4,0,0,1,1,0,0,3,2,3,1,2,1,1,1,2,0,0,0,3,0,0,1,0,2,0,4,0,4,1,0,0,8,3,5,0,4,2,2,1,0,0,0,0,6,1,2,0,3,5,1,3,1,0,0,2,2,2,2,0,0,0,3,1,6,4,3,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,6,8,0,1,1,153
0,14,0,1,0,2,0,0,1,0,3,1,0,1,0,0,3,0,1,0,0,1,3,0,0,1,0,2,1,3,0,0,2,1,0,1,3,1,2,0,0,0,7,3,4,1,0,1,1,1,3,0,0,0,3,2,5,0,3,4,0,1,2,0,0,4,0,1,1,0,0,0,2,3,1,0,2,4,0,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,114
0,15,0,1,1,0,0,2,5,3,1,5,0,1,0,2,0,1,0,0,2,0,1,0,0,8,1,0,2,0,1,0,2,0,2,2,0,1,4,1,0,0,8,2,4,0,7,2,7,3,2,0,0,0,5,0,3,1,7,2,2,2,7,0,1,4,0,3,2,0,0,0,1,2,1,1,0,4,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,0,0,2,5,1,0,2,1,158
0,16,0,0,2,1,0,4,9,6,6,8,0,3,1,0,2,0,9,7,3,4,0,2,2,2,1,1,3,0,9,4,7,0,4,2,1,0,10,3,0,1,18,8,0,0,13,2,7,0,2,0,0,0,16,1,6,3,2,1,1,3,14,0,3,6,1,2,4,0,0,0,1,4,13,2,5,3,0,1,2,13,0,0,0,1,0,0,0,6,1,0,0,0,3,4,4,3,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,4,9,7,3,4,0,336
0,17,3,0,4,1,0,3,3,6,7,4,0,2,2,2,4,9,39,20,4,2,1,3,9,14,0,10,10,2,14,4,4,3,7,2,1,0,4,7,0,1,23,19,3,0,9,7,3,10,4,0,1,0,36,5,13,1,2,4,0,7,18,0,4,3,8,1,8,1,1,0,3,9,20,8,14,6,0,3,2,11,0,0,0,0,0,1,0,7,5,0,0,1,5,7,7,8,0,0,0,7,17,4,0,1,0,2,1,0,1,0,0,7,13,7,1,1,7,588
0,18,0,0,0,2,0,4,7,6,5,4,0,4,2,3,2,3,19,9,2,1,2,6,1,5,0,2,1,0,7,4,5,1,4,1,6,0,3,5,0,0,29,21,8,2,11,17,11,2,6,0,0,1,29,3,6,10,2,4,1,3,11,0,2,2,2,3,1,0,0,0,1,4,15,3,3,11,0,1,3,9,2,0,0,0,0,0,0,0,2,0,0,2,1,4,3,6,0,0,1,6,5,1,1,4,0,2,0,0,3,0,0,7,6,5,0,5,3,432
0,19,0,0,0,1,0,3,6,4,1,10,1,3,2,1,0,5,7,2,0,2,0,1,3,3,0,2,1,3,4,2,6,2,2,3,5,0,3,6,0,0,14,5,4,0,6,2,7,4,5,0,0,0,24,3,6,1,0,7,3,4,2,0,0,5,2,4,1,0,1,0,2,6,9,6,2,4,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,2,6,3,2,0,3,0,1,1,0,1,0,1,2,4,3,0,4,1,279
0,20,0,1,1,1,0,6,4,1,2,1,0,2,1,1,2,2,5,2,1,0,0,0,1,1,0,1,1,1,2,1,1,1,0,0,2,1,3,0,0,0,19,10,4,0,1,1,6,3,3,0,1,0,8,0,1,1,4,3,3,2,4,0,0,1,3,1,0,1,0,0,3,4,9,4,1,5,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,12,0,4,0,1,0,188
0,21,0,1,0,1,0,0,1,1,1,1,1,0,0,0,3,0,3,0,2,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,17,13,2,0,2,2,5,1,4,0,1,0,4,3,0,1,0,3,5,0,3,0,1,0,1,0,0,0,0,0,1,3,9,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,130
0,22,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,1,0,0,12,7,3,1,3,2,2,2,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0,0,0,0,1,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,7,3,0,1,0,89
0,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,2,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,1,45
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,28
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5
