day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,153,158,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,186,189,190,192,193,194,195,196,197,199,200,total
0,0,0,0,2,3,0,0,0,1,2,1,0,0,0,0,3,0,0,3,2,4,3,2,0,0,0,0,0,0,2,1,2,2,0,0,1,0,1,0,1,6,1,5,1,0,3,2,0,1,2,1,1,0,0,0,7,2,0,0,1,0,8,2,0,1,0,0,1,10,3,4,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,137
0,1,0,0,1,0,0,1,0,0,8,1,0,0,2,0,1,2,0,4,0,2,1,1,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,3,0,3,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,1,4,1,4,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,2,3,1,3,0,0,2,2,0,0,1,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,5,0,0,1,0,2,0,1,0,0,0,3,2,0,1,1,0,2,2,2,0,3,0,4,2,0,0,3,0,1,2,1,2,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,2,0,1,0,1,2,0,3,0,0,0,1,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,1,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,4,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,116
0,6,0,3,9,3,6,0,0,0,2,3,9,1,0,1,9,4,3,9,3,22,1,1,5,9,2,0,1,1,2,4,0,2,0,7,11,13,7,5,5,3,4,12,19,1,1,2,1,10,11,1,10,0,11,5,9,6,3,1,0,4,1,1,10,1,3,0,0,2,5,4,1,2,4,0,1,3,0,1,3,0,1,0,0,0,2,8,6,8,2,4,2,4,1,7,6,3,0,1,1,37,1,0,4,2,6,6,4,2,2,3,2,8,0,4,2,1,0,2,0,1,2,2,0,0,0,0,3,0,0,1,4,0,0,0,0,1,8,0,0,2,1,1,0,1,1,4,0,0,0,0,1,2,1,3,4,0,5,0,25,3,4,1,3,0,1,0,0,546
0,7,0,4,12,7,26,1,4,6,1,4,5,15,1,2,34,13,5,27,16,55,9,3,25,19,13,0,9,3,7,12,12,10,1,58,19,11,12,14,16,16,7,13,18,0,6,4,5,8,19,6,8,4,4,7,17,8,6,6,0,13,7,15,11,0,10,1,5,7,5,8,2,7,9,2,5,8,1,2,15,14,5,4,3,0,4,15,15,5,8,16,11,11,2,5,10,13,1,5,5,27,0,2,5,5,3,36,16,2,9,11,3,18,2,3,3,1,0,3,0,7,6,7,0,1,6,0,4,8,4,2,4,2,4,9,3,5,9,0,0,0,8,18,0,4,6,21,2,3,0,2,1,5,9,3,6,3,3,8,25,8,6,4,1,0,0,0,0,1314
0,8,0,7,21,8,31,2,11,26,20,3,5,18,4,13,38,22,17,25,17,86,31,9,11,20,13,3,6,1,11,33,9,18,2,41,33,18,25,25,19,15,12,28,7,11,17,11,4,10,12,11,21,2,9,15,39,26,9,10,5,10,34,27,15,4,14,8,10,15,9,21,9,19,22,5,11,13,11,9,29,34,15,24,16,2,3,4,24,16,28,27,13,8,5,8,15,23,0,6,3,42,6,4,5,18,14,28,15,7,22,10,12,14,12,7,8,2,7,11,1,9,6,7,0,0,5,2,19,1,5,5,7,2,2,16,10,28,10,0,0,2,4,20,0,8,4,8,0,12,1,3,5,7,11,18,15,6,8,16,11,2,8,1,1,0,0,0,2,2097
