day,hour,1,4,140,141,142,143,16,145,150,163,36,177,43,46,176,49,178,179,180,67,68,70,72,73,74,75,76,80,84,87,88,89,90,91,95,96,97,104,105,107,108,110,115,116,117,118,121,total
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,9
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,6,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,18
0,7,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,1,0,0,1,2,0,0,2,2,0,4,3,6,1,1,1,3,0,1,0,8,3,0,0,0,52
0,8,0,0,0,1,0,5,0,3,0,0,0,4,0,0,2,0,2,10,0,13,8,1,3,1,5,3,7,0,1,10,9,0,1,7,5,1,0,2,8,0,3,2,7,5,4,4,0,137
0,9,0,0,1,3,0,2,0,2,0,0,0,2,0,0,0,0,9,1,0,6,7,0,8,2,2,2,5,0,1,8,12,0,5,3,7,7,0,0,7,0,0,0,0,11,1,3,0,117
0,10,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,3,0,2,6,2,2,0,0,0,4,0,0,4,3,1,0,0,1,1,1,0,4,0,0,1,4,3,0,0,0,48
0,11,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,0,2,7,0,1,1,2,0,1,1,0,2,4,4,1,3,3,6,0,1,1,0,4,2,1,6,2,0,0,63
0,12,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,3,4,0,5,2,1,2,4,2,1,1,3,0,2,6,1,2,2,2,1,1,2,0,0,3,3,1,4,1,1,0,67
0,13,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,6,3,2,1,1,0,2,1,3,1,2,2,1,1,3,2,2,4,0,0,0,0,1,1,4,0,1,0,56
0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,2,4,5,1,1,3,2,3,3,2,0,2,1,0,2,2,1,0,3,2,1,2,0,5,1,1,0,56
0,15,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,3,1,2,5,3,4,1,2,0,0,3,6,2,6,2,1,1,6,3,1,0,1,2,4,0,4,1,0,0,1,0,72
0,16,0,0,5,2,0,1,0,1,0,0,0,2,0,0,0,0,4,5,4,12,6,5,9,3,3,2,2,8,4,4,4,6,3,8,0,1,1,1,4,7,4,3,3,3,5,3,0,138
0,17,1,0,0,5,2,1,0,0,0,0,0,8,0,0,1,0,1,3,0,7,12,6,13,5,7,3,2,22,8,5,2,5,3,9,1,3,2,0,3,7,7,2,1,1,5,1,0,164
0,18,0,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,4,2,0,17,6,5,5,2,4,1,3,18,5,3,2,1,3,4,1,3,0,0,4,13,4,3,2,5,2,0,0,133
0,19,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,0,5,4,0,12,10,5,4,1,2,2,3,9,0,6,1,4,3,3,3,1,1,0,0,7,3,3,1,4,0,1,0,105
0,20,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,9,3,1,2,4,6,0,3,9,1,1,1,1,0,3,3,0,3,0,2,4,5,0,2,0,0,0,0,69
0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,6,5,2,2,2,4,0,4,4,1,0,4,2,1,1,1,2,1,0,0,3,2,1,1,3,1,0,0,59
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,0,0,2,2,0,5,1,0,0,3,0,2,0,0,1,0,1,5,2,1,0,2,0,0,0,40
0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,16
1,7,0,0,0,1,4,2,0,0,0,0,0,1,0,0,7,0,1,1,0,1,2,0,2,0,0,1,0,0,0,6,4,0,3,1,6,2,1,0,8,0,2,0,18,12,2,0,0,88
1,8,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,6,7,0,7,18,1,8,0,6,3,4,0,0,13,19,0,5,2,9,3,2,2,15,0,3,2,5,13,6,5,0,173
1,9,0,0,1,1,2,4,0,2,0,0,0,0,0,0,0,0,7,7,1,8,6,0,8,2,4,0,5,3,2,13,16,2,8,0,9,5,3,0,6,0,2,2,3,9,2,1,0,144
1,10,0,0,0,1,3,2,0,0,0,0,0,1,0,0,2,0,5,6,1,4,9,1,0,0,1,2,2,1,1,2,5,0,1,4,4,1,4,1,2,0,2,1,3,4,0,1,0,77
1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,8,6,0,2,2,2,6,2,3,1,2,2,1,5,4,0,2,1,0,0,1,2,1,5,4,3,1,4,2,0,0,75
1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,8,0,6,6,1,2,0,1,1,3,6,1,3,6,3,2,5,4,1,0,0,1,2,3,1,0,6,2,0,0,84
1,13,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,7,0,2,3,4,3,2,1,0,1,0,2,1,0,4,4,6,0,2,3,1,3,1,3,0,0,0,66
1,14,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,2,0,9,3,3,4,0,6,2,1,5,1,2,2,0,0,1,4,2,1,2,4,1,2,1,1,3,0,1,0,70
1,15,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,6,1,1,12,4,4,2,3,5,3,4,10,1,3,1,1,1,3,5,2,1,0,3,1,1,0,0,1,0,2,0,87
