day,hour,1,3,4,6,7,8,9,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,46,47,49,51,54,56,57,58,59,60,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,100,102,104,105,107,108,110,115,116,117,118,119,121,124,125,126,130,131,133,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,157,159,160,161,162,163,169,170,171,173,174,175,176,177,178,179,180,181,182,183,184,185,186,189,190,192,193,195,196,197,200,201,202,205,207,208,209,210,212,213,214,215,217,218,219,221,222,224,225,226,228,232,total
0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,4,2,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,5,1,0,0,1,0,0,0,0,1,0,1,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49
0,6,0,0,2,1,0,0,0,0,0,3,0,0,3,0,0,2,4,7,0,0,3,10,2,0,0,1,0,4,0,3,0,6,2,0,0,0,0,0,3,1,0,1,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,0,2,0,1,4,0,1,0,0,1,0,1,1,1,0,0,0,1,3,0,0,5,3,0,3,1,4,0,0,3,2,1,2,2,4,1,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,1,0,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157
0,7,0,1,9,2,0,0,6,0,0,5,1,1,4,2,2,1,6,14,0,1,6,5,1,0,0,2,0,4,2,11,0,6,5,0,3,4,3,0,8,2,0,3,2,2,9,1,6,1,0,2,3,9,4,0,7,0,2,2,2,2,1,1,4,1,3,1,0,2,11,3,0,1,0,2,5,6,1,2,8,6,1,2,3,3,2,5,10,6,0,3,0,7,3,5,1,3,3,2,0,3,3,0,4,0,0,0,1,3,0,2,4,2,7,1,2,0,6,0,2,2,0,1,0,0,1,3,4,11,4,0,1,0,0,2,0,0,8,32,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,415
0,8,0,0,9,8,0,4,4,2,0,3,1,6,12,4,7,9,5,32,6,5,3,11,1,3,3,3,0,10,2,13,0,16,8,7,4,4,5,6,12,2,0,8,0,5,4,3,19,2,0,11,4,7,6,2,12,1,3,9,8,10,4,11,0,5,4,3,6,13,19,1,6,9,0,3,6,13,5,9,9,4,2,7,11,6,2,1,19,21,5,7,4,7,2,7,2,2,2,0,0,0,2,0,13,1,2,0,12,5,1,4,2,3,9,2,1,2,16,0,1,4,0,7,1,0,2,1,9,14,9,1,0,3,0,3,3,0,10,56,1,2,6,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,3,0,4,7,0,0,812
