day,hour,M32022,A32000,A32001,A32002,A32003,A32004,A32005,A32006,A32007,A32008,A32009,S32002,S32003,S32001,S32006,S32007,S32004,S32005,S32008,D32002,D32021,D32020,D32023,D32022,C32002,C32003,C32000,C32001,C32006,C32007,C32004,C32005,D32001,C32008,C32009,A32012,A32011,A32010,A32017,D32014,D32015,D32016,D32017,D32010,D32011,D32012,D32013,D32018,D32019,C32011,C32010,C32013,C32015,D32005,D32003,M32023,M32020,D32000,D32007,D32006,M32024,D32004,D32009,D32008,B32018,B32019,M32037,B32012,M32038,B32010,B32011,B32016,B32017,B32014,B32015,K32002,K32003,K32001,B32009,B32008,M32009,M32005,B32003,M32007,B32005,B32004,M32002,B32006,B32013,M32019,M32018,M32013,M32012,M32011,M32010,M32017,M32016,M32014,B32000,M32006,B32002,M32001,B32007,M32003,C32014,total
0,0,0,0,4,0,1,2,0,1,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,1,6,1,0,0,1,0,0,5,0,7,0,2,1,7,1,2,0,1,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,2,1,7,1,0,1,0,0,0,0,2,6,1,1,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,2,3,1,0,2,2,0,107
0,1,0,0,1,1,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,3,0,0,4,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,1,0,0,0,3,0,5,0,0,3,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0,3,1,0,69
0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,1,4,0,0,1,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,42
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,4,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
0,6,0,0,2,1,0,0,0,0,1,1,6,0,1,1,0,0,0,0,0,8,2,0,1,0,4,4,10,4,2,0,4,0,0,6,0,1,0,16,3,5,0,4,15,5,2,1,1,0,1,0,2,0,0,1,30,0,0,7,2,7,0,0,0,3,6,0,0,0,0,3,6,3,0,0,2,0,1,4,1,1,0,0,1,0,7,2,1,1,1,0,0,0,2,5,2,2,0,0,2,0,1,0,0,0,0,218
0,7,0,1,3,1,0,0,2,4,2,5,18,1,4,0,0,0,1,0,0,16,3,6,3,0,4,18,5,4,9,11,19,3,0,10,8,8,0,61,5,9,3,19,17,14,3,1,7,0,2,0,8,1,0,9,95,0,1,9,10,24,0,7,3,16,5,3,0,0,1,5,8,10,1,0,6,2,2,2,3,4,6,0,3,0,8,6,1,5,3,0,1,0,12,4,2,1,0,1,3,0,3,4,2,1,0,611
0,8,0,2,8,8,6,2,2,7,11,4,19,1,11,5,0,0,4,0,0,25,5,4,1,0,8,28,10,8,22,16,11,6,0,13,9,12,1,59,8,12,11,19,15,14,16,10,15,1,9,2,7,1,0,21,94,0,3,13,11,33,0,10,15,33,5,3,0,3,0,16,8,25,7,7,5,6,11,11,5,12,15,1,1,7,12,18,2,6,0,4,9,2,2,16,15,2,3,12,14,5,10,4,5,7,0,997
0,9,0,8,7,6,4,1,1,6,4,8,9,5,3,1,0,0,5,0,0,9,3,2,4,0,5,9,5,7,7,6,8,5,2,6,5,16,2,43,11,7,11,12,3,6,14,6,8,1,10,0,3,0,0,7,29,0,5,23,7,18,0,10,9,19,5,4,0,3,0,15,7,6,0,5,11,2,9,6,5,6,16,0,3,2,16,7,6,0,5,3,7,1,2,10,4,1,5,2,13,6,10,3,7,7,0,651
0,10,0,1,3,5,9,3,0,8,4,2,3,7,4,0,0,0,0,0,0,12,1,1,4,0,6,7,6,8,5,11,8,1,0,6,4,8,4,17,2,1,7,6,7,8,6,2,6,5,3,0,0,0,0,12,26,0,1,8,8,8,0,8,0,12,2,0,0,3,0,15,11,15,3,2,5,1,4,4,2,9,8,3,6,2,7,5,5,3,3,6,10,2,4,5,3,2,5,1,6,4,3,5,3,5,0,476
0,11,0,1,5,5,3,5,2,10,1,4,12,6,3,0,0,0,0,0,0,8,1,0,0,0,3,4,7,2,13,23,8,4,4,10,5,10,2,15,2,4,8,14,19,7,11,12,5,2,8,4,7,1,0,19,16,0,1,7,11,7,0,8,6,9,21,0,0,4,2,16,5,9,2,1,8,1,7,5,4,5,8,7,7,0,14,13,3,5,5,18,20,3,9,5,4,4,8,0,7,14,1,3,1,5,0,618
0,12,0,3,5,10,17,9,1,17,5,3,11,3,1,0,0,0,2,0,0,8,5,1,2,0,5,8,4,3,6,19,12,4,1,20,3,5,2,15,6,14,8,9,11,8,8,11,15,9,6,0,13,0,0,30,13,0,0,11,12,17,0,11,5,11,6,3,0,9,1,18,9,15,2,6,8,0,5,7,2,17,14,17,11,4,8,9,8,3,11,7,18,4,9,10,0,6,9,0,6,16,6,4,4,13,1,744
0,13,0,6,1,6,8,3,2,3,0,2,3,2,1,1,0,0,1,0,0,5,2,2,0,0,5,14,10,4,4,9,2,1,0,6,3,4,8,13,3,12,9,17,7,10,2,14,11,6,7,1,13,0,0,23,8,0,2,8,14,13,0,14,11,10,7,1,0,4,1,27,11,17,0,5,12,2,2,4,3,12,15,15,8,2,18,10,4,2,2,8,25,0,8,12,8,0,6,1,8,18,4,3,3,5,4,643
0,14,0,6,3,3,7,4,0,8,2,4,4,6,2,1,0,0,0,0,0,8,2,1,3,0,5,7,9,5,12,15,6,3,0,16,1,8,5,16,10,12,4,23,22,9,17,10,14,3,8,0,9,0,0,29,10,0,5,4,16,5,0,6,8,10,11,6,0,3,3,9,7,12,4,2,12,1,3,4,7,6,12,13,4,0,16,13,3,8,3,6,18,1,5,14,4,5,14,1,14,38,4,2,3,12,0,709
0,15,0,2,4,15,6,9,1,4,3,0,3,1,3,1,0,0,2,0,0,9,4,3,0,0,6,5,4,0,15,12,2,2,1,19,3,12,5,18,6,5,4,19,16,4,9,13,13,2,11,1,7,1,0,24,19,0,2,13,11,11,0,7,6,6,9,7,0,5,1,20,10,9,4,7,6,1,2,9,2,12,7,12,21,3,8,11,1,0,3,11,18,3,6,10,1,11,5,0,12,29,5,7,14,13,0,699
0,16,0,14,1,9,24,16,5,7,0,3,9,5,1,0,0,0,3,0,0,8,4,6,0,0,14,17,9,1,10,11,5,3,1,23,3,11,2,41,2,20,2,20,23,4,16,30,19,3,6,4,21,0,0,25,9,0,3,16,26,14,0,15,9,25,9,10,0,5,2,20,11,21,1,8,14,0,5,6,3,23,20,22,20,2,21,22,14,11,15,11,23,5,5,10,9,5,15,0,16,25,19,7,7,29,0,1049
0,17,0,14,6,25,22,25,1,9,3,7,13,3,3,0,0,0,4,0,0,19,2,2,2,0,11,22,8,6,16,21,9,4,3,29,8,3,11,91,4,36,30,26,19,18,11,45,27,8,12,3,46,7,0,41,23,0,2,18,43,16,0,42,21,30,14,14,0,11,1,16,14,20,1,32,10,3,4,3,6,20,11,22,15,1,18,22,8,9,17,17,23,2,10,10,2,8,7,1,22,23,5,12,19,24,2,1409
0,18,0,6,6,12,24,16,1,12,6,2,10,0,0,0,0,0,2,0,0,15,2,1,2,0,8,25,11,11,10,10,4,3,6,30,6,7,6,50,3,19,14,36,19,12,10,49,18,6,7,0,26,2,0,40,17,0,2,19,16,12,0,14,18,11,22,5,0,17,3,16,8,19,3,4,18,0,4,2,3,10,18,24,19,1,17,11,4,12,8,14,28,3,8,13,7,6,7,1,12,16,7,7,27,16,2,1096
0,19,0,5,0,15,12,3,2,9,2,9,3,8,3,1,0,0,1,0,0,13,2,0,0,0,3,13,4,2,8,10,6,3,1,23,3,9,2,20,1,8,5,12,10,14,3,7,7,2,4,1,9,0,0,19,7,0,0,11,11,8,0,14,2,6,4,3,0,14,0,16,8,15,2,10,11,3,3,5,1,13,14,6,10,2,12,9,3,9,4,6,24,1,5,7,8,8,10,2,17,13,8,2,6,7,0,657
0,20,0,3,4,10,7,4,2,2,2,2,3,1,2,0,0,0,0,0,0,4,2,1,0,0,0,16,5,1,6,7,3,0,2,11,0,3,1,16,5,16,5,7,6,13,4,2,12,3,5,4,4,0,0,23,4,0,3,4,6,2,0,2,7,3,10,6,0,5,1,20,7,12,1,3,9,0,3,3,6,2,10,5,8,2,3,2,2,1,3,4,7,2,4,5,1,1,8,0,5,6,4,1,3,6,0,441
0,21,0,0,0,4,12,2,0,1,2,3,4,1,0,0,0,0,0,0,0,5,0,1,0,0,2,5,2,0,9,8,4,2,0,7,1,3,0,6,1,6,1,4,2,8,4,2,6,0,8,0,3,0,0,6,4,0,2,3,2,5,0,1,4,0,9,0,0,1,1,14,3,7,0,2,5,0,4,1,0,4,3,2,5,1,6,2,1,1,3,3,13,1,5,5,1,4,2,3,6,16,1,2,2,3,0,298
0,22,0,1,0,2,4,4,0,4,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,2,2,5,5,0,0,1,0,3,1,5,2,1,1,3,0,6,1,1,2,0,3,0,3,0,0,10,5,0,0,3,4,4,0,0,3,2,7,0,0,3,1,5,2,5,0,1,5,0,1,3,0,1,5,4,3,0,0,1,2,0,6,0,7,0,3,5,4,2,2,1,4,4,0,1,3,7,0,204
0,23,0,0,0,4,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,1,2,1,2,0,0,3,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,6,0,0,2,1,3,1,5,0,2,5,0,0,1,0,0,1,4,1,0,0,1,2,0,0,0,2,0,1,6,2,1,3,0,2,7,1,0,4,3,0,107
1,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,3,0,2,0,0,3,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,7,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,0,61
1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,46
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,30
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,5,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,39
1,6,0,0,1,1,1,0,0,0,0,0,7,1,0,3,0,0,0,0,0,4,1,0,6,0,1,9,15,1,4,1,3,0,0,1,1,1,2,18,2,2,3,10,13,5,1,0,2,1,1,0,3,0,0,2,38,0,0,13,2,3,0,1,0,5,2,1,0,0,0,3,2,4,1,0,0,0,1,3,2,0,1,0,0,3,5,2,2,2,3,0,1,1,3,4,1,0,0,0,2,0,2,0,0,1,0,241
1,7,0,4,8,2,1,0,3,4,3,4,20,3,4,1,0,0,4,0,0,24,3,7,0,0,6,35,18,3,20,6,14,1,0,12,3,9,1,57,7,2,4,18,17,19,4,3,6,0,3,0,7,0,0,18,124,0,0,14,7,34,0,4,2,17,2,1,0,0,1,6,6,16,1,1,8,2,5,7,1,2,3,0,0,0,15,10,0,5,1,5,4,1,17,9,8,2,0,4,6,1,5,3,3,3,0,754
1,8,0,1,5,11,7,0,3,5,16,5,29,5,11,5,0,0,6,0,0,34,6,8,1,0,10,30,21,17,46,15,29,7,0,10,17,9,1,79,10,10,15,16,17,21,10,3,11,3,11,2,10,0,0,26,120,0,5,22,18,32,0,11,17,39,8,4,0,2,1,14,12,18,6,5,9,6,11,27,12,16,8,1,5,8,11,43,7,7,2,1,6,1,11,17,15,7,6,7,15,2,9,6,14,6,0,1244
1,9,0,5,4,8,2,0,0,1,4,10,16,5,7,4,0,0,1,0,0,13,2,1,7,0,3,10,9,7,13,7,4,8,0,9,4,11,1,25,6,3,10,14,2,14,7,6,6,3,2,0,0,0,0,14,36,0,3,13,9,20,0,11,8,13,10,4,0,7,2,14,11,9,0,8,16,5,3,6,3,11,10,2,3,1,20,17,5,1,7,0,6,1,7,9,5,3,3,2,5,6,13,7,3,6,0,652
1,10,0,1,0,6,3,3,0,1,3,5,9,4,6,0,0,0,1,0,0,3,5,4,3,0,5,5,5,3,7,6,2,0,0,5,4,11,1,10,6,2,0,12,3,3,5,7,9,0,2,1,5,0,0,10,27,0,1,8,8,2,0,10,2,4,3,2,0,1,1,13,3,7,3,2,7,2,7,2,4,3,6,3,4,0,9,9,6,1,3,4,4,2,4,9,4,0,3,3,3,7,2,0,2,4,0,400
1,11,0,3,2,4,2,4,1,3,1,1,6,1,1,0,0,0,0,0,0,7,2,0,4,0,2,4,3,3,10,6,4,3,3,9,1,2,1,9,7,8,1,3,3,3,4,9,10,2,1,2,9,0,0,16,5,0,2,3,10,6,0,9,4,5,5,2,0,4,5,9,5,6,1,5,6,2,2,2,7,7,2,6,2,1,4,4,1,2,4,10,9,3,1,7,1,2,2,3,6,11,5,1,3,8,0,390
1,12,0,5,3,7,14,1,0,4,2,4,7,1,6,0,0,0,1,0,0,7,2,1,2,0,8,7,5,1,4,11,9,1,1,12,1,2,0,15,0,4,5,7,4,8,3,9,7,1,10,2,13,0,0,14,3,0,1,8,13,5,0,8,4,13,6,2,0,5,0,16,5,5,1,5,6,3,2,4,0,14,12,12,9,2,5,3,9,8,5,4,6,1,6,6,2,1,3,2,4,10,4,1,2,6,1,484
1,13,0,3,0,14,8,6,0,5,0,1,5,0,1,1,0,0,0,0,0,6,7,1,1,0,0,9,8,3,7,7,3,0,0,13,0,4,4,16,5,7,5,10,5,15,9,13,10,0,4,0,10,0,0,16,4,0,1,4,10,10,0,5,8,5,9,1,0,3,0,10,9,16,0,1,7,2,0,5,1,13,11,9,8,3,4,8,3,1,3,4,7,2,5,5,2,2,8,1,6,22,4,2,1,4,0,491
1,14,0,3,2,10,6,10,0,16,1,3,3,2,0,1,0,0,0,0,0,3,3,2,0,0,3,4,3,2,8,3,2,1,0,12,0,2,0,11,5,9,1,10,7,5,6,10,4,4,7,1,4,2,0,16,14,0,5,7,8,4,0,5,3,7,9,4,0,3,0,6,1,14,1,2,7,4,1,3,1,10,7,10,12,0,10,5,4,8,1,3,15,1,7,1,1,2,5,1,4,16,1,2,2,9,0,453
1,15,0,5,0,7,11,4,0,4,4,3,6,4,1,0,0,0,0,0,0,4,3,3,1,0,5,8,7,4,10,16,4,2,1,10,1,1,3,25,1,8,5,11,2,5,5,11,6,0,3,3,20,1,0,25,11,0,3,2,9,12,0,8,6,9,4,5,0,9,0,12,4,8,0,0,6,1,0,4,2,5,4,16,13,5,4,5,4,5,1,4,8,1,4,0,0,3,5,1,8,26,4,0,3,22,1,530
