day,hour,1,3,4,5,7,8,9,10,11,12,14,15,16,19,20,21,22,23,24,25,27,29,30,31,32,36,37,39,40,41,43,44,46,47,49,51,54,56,57,58,59,63,65,67,68,70,72,73,74,75,76,80,81,84,85,87,88,89,90,91,93,94,95,96,97,98,104,105,107,108,109,110,115,116,117,118,119,121,124,126,131,133,135,136,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,169,171,173,174,175,176,177,178,179,180,183,184,185,186,189,190,192,195,196,197,200,201,202,205,209,213,214,219,total
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,6,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,2,3,1,1,0,0,1,1,0,2,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,60
0,7,0,0,2,2,0,1,0,6,0,3,0,0,8,2,0,0,7,1,0,1,0,0,0,0,0,3,0,0,1,0,3,3,2,2,0,0,0,1,2,5,0,0,0,3,11,1,0,0,3,0,9,0,0,0,0,1,9,0,1,3,0,3,3,2,1,8,2,4,0,0,0,1,8,5,1,1,0,2,0,0,2,2,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,4,6,0,0,1,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,187
0,8,0,0,10,1,0,0,0,0,0,4,0,1,13,17,0,2,11,2,0,1,2,2,0,0,4,9,0,0,1,12,5,2,1,6,1,0,0,0,7,4,1,2,0,5,9,0,3,1,4,8,11,1,0,1,4,16,23,0,5,6,0,6,18,11,2,7,11,8,1,2,1,3,10,20,4,11,0,5,0,2,1,0,0,0,0,4,0,2,1,1,6,0,5,2,3,1,0,0,10,0,0,3,1,0,0,0,3,13,25,11,0,0,0,2,0,6,39,0,4,0,0,0,1,0,0,0,0,0,0,484
0,9,0,2,3,1,0,1,0,0,1,3,1,1,2,1,0,0,4,0,0,0,3,2,2,0,0,6,0,0,0,3,1,1,5,2,1,0,0,0,0,4,2,0,0,6,13,0,3,4,1,5,7,3,1,1,1,17,23,2,3,10,0,2,15,12,4,2,9,19,3,1,0,4,3,6,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,1,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,4,9,12,28,1,0,6,1,0,11,7,0,8,0,0,0,0,0,0,0,0,0,0,335
0,10,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,3,1,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,3,2,2,0,0,1,1,1,0,0,0,4,4,2,0,2,4,1,4,3,0,1,0,1,6,3,3,4,0,1,5,2,11,4,2,2,1,1,0,4,0,5,3,0,0,0,0,0,3,3,0,0,0,8,0,1,0,0,1,0,3,0,3,1,0,0,0,0,1,0,0,0,0,0,3,4,14,17,3,0,7,0,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,195
0,11,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,4,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,8,3,1,1,3,2,2,3,6,0,1,0,5,1,0,3,2,0,1,4,6,8,1,3,4,3,5,0,1,2,4,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,7,6,3,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,149
0,12,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,7,0,0,0,3,0,2,3,0,3,0,0,0,1,3,1,0,0,25,8,2,3,6,2,3,3,8,0,3,0,4,4,2,1,3,0,1,2,6,0,1,0,4,6,8,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,10,6,0,0,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,183
0,13,0,1,1,0,0,0,0,1,1,0,5,0,1,2,0,1,2,0,2,0,1,3,0,0,0,2,1,0,0,2,2,0,1,0,0,0,0,0,1,1,3,0,0,11,5,6,3,1,4,0,4,4,0,2,0,5,5,3,2,2,0,1,6,7,1,0,1,2,4,4,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,2,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,155
