day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,207,208,total
0,0,0,0,0,1,1,0,0,1,2,2,0,1,0,0,1,0,1,0,4,2,3,0,0,1,0,0,0,0,1,7,0,4,0,1,0,4,4,6,1,1,1,4,2,0,1,1,0,3,9,0,3,0,0,0,1,0,0,0,0,0,6,5,0,0,0,2,0,3,3,3,1,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,142
0,1,0,0,0,1,3,0,0,0,0,5,0,0,1,0,4,0,0,1,0,2,1,0,1,1,0,0,3,0,0,1,0,2,0,0,0,0,0,4,0,0,1,3,2,0,0,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
0,2,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
0,5,0,3,1,1,4,1,0,2,0,0,6,1,0,0,1,0,0,3,2,1,6,0,2,4,3,0,0,1,1,0,0,0,0,0,0,8,8,1,1,0,2,3,1,0,0,1,1,3,3,0,0,0,2,0,1,0,1,2,0,0,0,1,3,0,3,0,0,0,0,2,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,9,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,2,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,157
0,6,0,3,17,2,12,0,0,1,0,0,9,2,0,2,16,3,0,10,3,31,5,0,17,19,3,0,0,4,3,2,1,9,0,13,18,14,5,3,17,6,10,22,19,1,3,2,4,10,22,2,13,0,7,4,6,3,6,4,0,10,3,2,10,0,4,0,0,0,9,3,1,0,4,0,4,2,0,4,5,8,3,6,1,0,1,5,11,4,4,4,1,3,7,10,3,1,2,1,0,56,3,1,2,3,11,11,4,4,15,9,3,11,3,11,2,2,1,7,0,1,3,3,0,0,0,0,4,0,4,1,0,1,0,2,0,4,8,1,1,6,0,0,3,6,1,0,0,1,5,1,3,5,5,0,7,3,23,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,793
0,7,0,2,22,8,22,0,7,10,2,6,19,22,3,7,37,14,8,17,17,72,22,6,34,28,16,0,12,3,10,16,8,16,2,98,31,23,14,9,26,13,4,12,27,4,7,12,5,14,26,2,18,1,17,11,30,18,13,12,0,20,3,31,24,2,12,4,4,7,8,19,4,13,17,2,19,11,0,11,18,25,5,21,12,0,2,17,20,20,12,18,15,7,11,11,4,7,2,7,4,73,1,6,4,15,11,41,23,4,4,33,10,34,9,9,4,3,1,5,3,14,12,5,0,2,10,1,6,18,2,4,6,3,1,3,4,10,15,0,5,25,0,11,12,28,0,11,6,3,3,7,7,10,18,7,8,18,32,13,7,6,4,0,0,1,1,0,0,0,1,0,0,0,2017
0,8,0,8,29,11,42,4,28,19,19,3,12,35,7,7,69,20,39,22,41,124,50,15,19,32,16,5,16,7,23,32,15,29,1,76,41,34,24,22,32,32,22,22,33,19,28,23,12,29,30,11,28,3,17,24,48,52,13,10,9,23,18,36,30,3,31,10,15,13,26,38,13,23,34,5,21,15,15,15,41,39,13,42,20,0,7,6,40,27,29,22,15,20,6,17,14,26,0,15,4,63,8,6,12,26,11,29,23,11,20,17,29,18,14,12,8,5,13,17,6,16,5,3,0,0,11,2,21,6,9,8,19,5,6,25,4,40,11,7,9,37,0,7,12,17,0,14,2,3,5,7,35,39,58,6,8,24,17,14,39,10,11,0,1,4,1,1,0,0,0,0,0,0,3207
0,9,0,6,3,8,23,1,6,18,20,4,6,17,4,5,24,7,8,13,24,39,15,9,3,14,11,1,23,16,9,23,12,16,2,30,9,19,15,23,22,8,16,16,11,5,17,10,1,13,6,8,11,4,13,21,23,21,6,6,2,8,22,25,11,13,15,10,16,12,12,28,5,15,15,1,9,4,7,9,16,21,9,29,18,0,4,2,14,17,18,15,10,11,2,8,10,16,1,10,6,43,9,0,2,5,3,10,10,13,4,2,11,2,10,3,1,2,0,6,0,10,5,5,2,1,8,2,13,11,2,1,10,1,3,11,7,25,5,10,9,3,0,2,6,0,0,2,1,6,3,4,13,23,37,2,2,16,2,4,15,1,8,0,5,0,10,0,0,0,0,0,0,0,1642
0,10,0,2,6,2,16,1,5,9,8,4,7,13,7,3,6,9,6,11,10,13,21,9,3,5,4,1,5,4,7,10,9,33,1,10,10,17,9,13,5,12,14,12,16,1,14,3,7,3,8,17,8,3,11,4,19,18,1,6,1,6,30,19,7,3,3,5,12,11,5,24,1,10,0,7,9,2,6,3,6,11,3,12,16,1,3,5,7,13,11,9,4,11,1,4,5,5,0,6,4,16,9,0,1,3,4,5,7,4,3,0,12,5,12,2,4,0,0,1,1,5,3,2,1,0,0,0,6,2,4,2,3,1,3,16,1,3,2,4,9,1,0,6,0,0,0,1,0,1,1,3,15,13,19,1,5,15,2,2,7,3,4,0,1,0,3,1,0,0,0,0,0,0,1052
0,11,0,1,12,9,9,1,5,8,7,11,4,17,6,0,5,7,8,8,14,28,27,12,5,6,3,4,5,7,6,12,6,34,2,8,6,13,4,23,9,2,11,4,3,3,3,16,3,12,12,5,12,3,16,7,6,17,3,11,4,6,35,12,11,1,3,11,13,18,10,13,3,9,3,15,11,4,8,3,5,3,7,14,11,0,1,3,5,13,4,7,2,10,9,3,4,9,0,11,4,9,4,0,0,2,9,10,13,7,2,4,4,2,0,3,11,1,2,4,2,2,4,10,8,2,2,0,4,1,5,2,4,1,1,7,5,2,1,1,9,0,0,3,1,0,0,0,0,0,5,1,20,15,4,3,4,21,1,3,5,2,0,0,2,0,0,2,0,0,0,0,0,0,1071
0,12,0,5,5,3,15,6,6,14,22,8,4,10,7,4,13,6,3,15,12,21,13,7,4,8,2,5,11,8,14,13,11,28,0,16,6,7,5,16,6,5,16,13,20,8,9,21,5,8,9,16,19,2,11,18,23,17,2,12,0,2,44,9,10,18,6,16,15,17,20,4,8,4,3,35,10,2,18,2,5,1,6,12,12,2,2,4,13,13,4,6,4,6,5,4,7,10,0,10,9,11,3,1,1,0,3,5,7,4,6,3,14,2,4,1,4,1,0,2,1,4,3,7,11,10,4,0,4,2,7,2,13,1,0,5,17,4,8,4,7,6,0,12,2,1,0,2,0,1,4,2,9,7,14,2,10,13,4,8,1,0,2,0,0,0,2,0,0,2,0,1,0,0,1262
0,13,0,10,10,9,19,6,5,9,16,11,2,12,14,5,17,4,5,16,7,30,28,7,5,7,6,6,9,11,10,23,20,16,2,4,4,1,12,22,17,12,15,4,14,9,6,22,3,9,20,25,16,2,20,7,11,20,2,24,2,1,58,15,8,7,3,13,19,33,12,11,0,2,2,23,10,2,11,5,1,10,13,16,8,3,3,8,4,5,14,14,2,2,4,8,7,7,2,18,7,10,11,1,0,3,7,3,12,14,1,4,7,5,3,3,4,2,1,0,0,8,1,9,4,8,2,4,6,4,9,4,10,1,3,13,14,6,9,2,6,1,2,4,0,0,2,1,1,0,0,4,13,15,9,2,11,33,6,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1379
0,14,0,13,3,9,15,2,4,6,13,20,3,5,10,3,11,1,2,15,16,18,24,6,5,8,0,6,11,2,16,11,10,24,3,9,7,12,6,19,8,9,6,13,15,12,5,17,2,9,19,13,8,7,13,3,5,9,2,11,2,11,58,13,4,6,1,9,17,28,14,12,2,2,5,25,14,2,13,10,8,8,7,13,19,0,1,3,5,8,9,21,2,9,1,2,2,7,2,17,13,8,8,1,0,0,1,5,1,2,0,2,13,2,2,0,3,3,1,3,1,1,2,6,3,5,1,1,3,3,12,0,9,1,6,7,3,3,8,4,10,2,0,2,0,2,0,1,1,2,1,1,8,17,12,1,9,28,7,6,4,2,2,0,0,0,1,0,0,1,0,0,0,0,1193
0,15,0,11,6,8,15,13,2,20,14,21,10,24,26,3,8,6,8,21,7,30,29,24,7,9,7,8,8,9,14,19,11,20,1,15,9,13,7,19,11,15,11,8,23,13,11,17,0,11,15,17,20,3,17,11,15,18,2,25,2,8,55,20,5,13,6,22,28,31,8,21,0,4,5,40,21,0,8,9,6,12,11,21,30,3,4,5,5,7,12,19,1,5,2,0,1,9,0,21,10,12,7,6,1,0,4,7,6,4,4,6,11,2,0,2,1,2,1,0,2,0,3,6,12,12,0,4,8,2,8,1,4,1,3,5,15,13,0,1,7,6,1,7,1,0,2,4,0,1,7,2,18,23,12,1,7,26,3,13,4,0,2,0,0,0,2,0,1,0,0,0,0,0,1561
0,16,0,10,3,6,29,28,7,28,32,44,20,37,45,1,21,11,6,13,21,69,48,29,6,11,2,10,14,29,11,21,33,28,1,17,11,21,8,53,25,26,26,30,21,28,9,40,3,15,19,24,17,1,22,26,19,15,1,60,11,7,82,22,7,27,4,35,40,58,16,11,0,3,3,76,14,2,36,22,10,6,17,23,66,0,4,9,5,15,11,24,1,9,2,2,4,16,0,45,15,14,22,2,1,3,4,10,9,56,4,2,23,2,14,2,4,0,1,4,1,3,2,13,22,12,0,5,4,2,28,3,13,2,10,6,29,33,4,2,10,1,0,12,3,2,2,3,1,1,4,3,19,26,27,8,8,64,8,35,7,0,2,2,0,1,1,0,0,0,0,0,0,0,2592
0,17,0,29,13,18,52,44,1,33,25,31,13,37,45,5,77,7,22,38,58,180,80,54,4,30,5,17,24,38,31,38,101,65,11,43,18,38,23,79,51,39,32,28,36,72,37,27,5,23,33,37,24,3,41,47,53,60,10,83,19,7,74,54,12,33,5,41,18,52,22,30,3,4,10,66,34,0,44,24,14,22,18,47,53,5,1,13,26,17,18,21,6,30,4,2,18,27,0,60,48,25,30,0,2,5,2,13,12,22,3,3,31,4,14,0,4,4,1,0,0,6,3,44,38,60,1,6,11,17,27,20,31,5,10,16,28,34,20,3,14,9,1,13,1,2,1,1,2,0,3,7,35,16,43,2,25,80,11,40,8,3,5,0,0,2,4,0,0,0,0,0,0,0,4053
0,18,0,12,22,28,32,9,5,15,21,23,17,33,15,6,55,14,16,33,28,127,51,29,10,27,8,20,15,13,30,18,30,70,5,28,18,18,13,24,48,23,29,23,33,51,25,21,2,25,50,30,26,3,45,17,53,31,6,23,10,9,43,67,13,31,7,35,23,43,26,30,2,6,14,63,30,3,21,19,7,19,19,25,44,3,5,5,29,23,14,23,4,51,2,7,3,22,0,20,23,14,24,0,2,4,2,16,4,8,11,5,16,1,11,1,2,0,1,3,0,2,2,28,2,9,3,3,7,1,23,7,14,2,4,10,18,34,16,2,8,10,0,9,1,4,1,2,0,4,4,6,27,23,35,1,26,34,4,15,9,5,3,2,2,3,0,0,0,1,0,1,0,0,2897
0,19,0,7,5,17,32,5,4,14,21,18,8,18,18,3,21,12,6,17,26,48,19,20,16,7,11,12,12,9,13,20,14,42,3,10,14,8,17,25,21,17,20,21,32,12,17,21,2,21,32,17,20,2,40,15,47,29,9,15,3,4,46,52,7,17,9,20,12,37,21,28,2,4,6,26,26,6,13,11,10,11,15,32,22,2,5,5,26,16,22,12,4,28,1,5,3,16,0,14,6,16,16,2,3,1,4,20,8,6,3,1,10,6,2,3,2,0,3,1,2,5,2,2,3,4,2,3,9,2,7,6,14,2,6,8,8,12,18,2,3,6,0,1,2,1,1,2,0,1,1,4,28,23,13,5,9,21,3,2,12,2,0,2,3,0,1,0,0,0,1,0,0,0,1958
