day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,182,183,184,185,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,209,210,211,212,213,214,215,216,217,218,219,221,224,total
0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,6,0,0,1,0,2,0,0,2,0,3,0,0,0,3,7,0,2,0,1,0,1,0,1,0,8,2,1,1,3,0,0,3,1,3,2,1,0,0,3,2,2,0,0,0,1,4,4,0,0,0,0,1,6,2,6,0,0,1,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
0,1,0,0,1,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,5,0,0,1,0,6,0,1,0,0,4,0,1,0,0,0,2,0,0,7,1,1,0,1,4,4,1,4,0,0,3,0,0,0,2,4,1,1,0,0,2,1,2,0,0,0,1,1,7,0,2,2,2,6,0,1,0,4,1,0,1,0,0,4,0,0,0,0,2,0,4,0,2,1,0,3,1,0,0,1,1,0,0,2,0,1,0,2,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,1,3,1,2,1,2,1,4,0,0,3,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
0,6,0,2,8,0,8,0,0,1,0,1,8,2,0,0,7,3,1,10,3,13,9,2,11,10,2,0,0,0,3,6,2,5,0,12,6,0,4,3,0,2,9,6,0,2,0,2,2,15,1,5,0,8,1,1,7,1,1,1,0,5,5,2,9,1,2,1,0,0,2,4,1,5,1,1,1,2,0,3,2,4,9,3,2,0,1,4,5,1,1,5,2,2,1,5,2,6,0,1,1,1,1,0,4,6,8,2,2,3,5,4,9,2,4,5,0,0,0,0,1,3,1,0,0,2,0,7,0,1,0,3,0,2,1,5,1,4,0,0,8,0,0,3,1,1,0,0,1,0,0,1,3,10,0,0,2,0,2,1,0,39,0,3,0,3,3,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,2,0,0,0,487
0,7,0,4,17,4,7,1,8,6,4,3,8,7,2,5,24,6,8,22,3,25,11,1,18,15,10,3,12,3,0,25,8,9,4,25,11,11,7,16,9,10,8,20,7,0,6,4,6,18,8,13,2,19,25,8,26,2,6,5,0,9,13,14,11,2,5,3,1,6,8,5,6,6,11,4,1,12,1,4,13,17,5,12,9,0,2,7,21,5,8,12,2,4,8,10,4,10,10,0,51,0,2,2,10,10,18,14,6,13,5,5,21,2,3,5,3,2,3,0,5,11,2,0,5,4,2,12,7,2,0,6,5,1,9,4,11,12,0,2,25,0,1,4,14,0,7,1,1,1,8,7,13,12,4,1,2,3,9,3,8,89,6,1,2,4,1,0,0,6,4,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,4,0,1358
0,8,0,6,23,14,35,3,12,17,10,10,15,18,2,6,45,7,32,13,31,58,31,5,13,20,15,2,11,9,12,32,11,35,1,25,22,31,6,23,27,22,26,26,5,18,7,5,26,32,13,22,4,23,15,10,41,31,10,11,3,15,34,46,22,1,16,7,3,13,17,27,8,14,16,5,20,8,12,9,26,42,16,12,24,0,3,18,25,16,17,23,9,14,7,15,12,21,8,8,42,13,5,3,9,16,21,20,7,17,15,16,3,19,3,4,3,5,11,0,14,12,12,3,0,8,3,27,5,5,6,9,10,5,20,19,27,21,4,14,15,0,10,5,13,0,7,2,6,4,7,24,32,35,4,6,3,15,7,3,19,72,26,12,3,19,2,0,0,2,3,0,0,2,2,0,0,3,1,0,0,0,0,0,6,0,6,0,2479
0,9,0,6,5,0,27,2,12,10,8,6,7,6,0,7,8,3,14,9,18,17,13,9,9,7,7,3,4,7,12,26,12,14,3,6,9,12,5,8,15,19,9,4,8,5,6,5,9,21,14,22,2,8,3,7,24,5,1,4,2,12,22,19,10,3,11,3,4,23,9,10,3,11,4,8,9,3,6,0,3,19,8,21,20,0,2,9,11,6,11,7,13,9,3,4,6,9,9,5,3,9,5,3,5,11,14,21,3,9,3,20,2,13,1,3,6,3,3,3,3,3,1,1,1,6,1,5,4,0,3,4,1,2,8,4,18,6,1,3,3,0,5,1,2,0,5,0,1,3,5,18,21,43,5,2,0,6,11,4,20,26,5,6,2,9,1,0,0,0,1,4,0,1,0,0,0,2,1,0,0,0,0,1,1,1,2,0,1302
0,10,0,0,5,4,6,3,2,7,7,7,1,5,2,2,8,4,3,2,9,10,7,2,2,0,4,2,10,1,4,5,5,10,0,0,12,7,5,3,12,11,7,3,2,1,1,2,5,18,8,5,0,2,8,6,12,5,2,0,0,7,17,10,3,2,6,5,7,8,4,7,1,4,4,10,5,0,5,1,3,2,7,10,18,0,2,3,13,4,2,5,4,5,0,3,4,5,6,3,0,2,1,2,1,7,4,8,9,1,3,4,3,6,2,5,0,0,1,0,1,5,5,2,0,2,2,3,0,2,1,7,0,2,3,4,3,2,3,2,3,0,1,0,2,2,1,2,0,2,5,9,11,21,0,0,1,3,4,1,16,9,2,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,3,0,706
0,11,0,1,8,2,6,5,3,6,9,2,1,7,3,2,8,2,2,3,11,11,11,4,7,4,2,2,11,2,5,8,7,11,4,0,3,8,6,2,9,7,11,9,4,6,12,2,6,8,8,11,1,8,4,2,9,8,4,8,0,3,21,8,2,0,3,1,17,6,4,8,0,3,4,9,3,3,8,0,7,4,4,6,6,0,0,5,5,6,2,4,1,5,0,2,1,5,10,2,1,6,0,0,0,0,3,5,9,2,1,7,1,1,2,1,0,5,1,0,1,2,2,5,5,4,1,6,0,6,2,2,2,3,7,3,5,5,1,1,0,0,2,0,3,0,0,0,1,5,1,9,17,21,2,7,0,10,2,0,11,8,6,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,729
0,12,0,1,8,7,5,14,1,8,6,7,6,5,7,4,7,1,3,9,5,12,5,7,2,7,1,3,6,4,3,7,9,9,1,2,9,7,12,7,3,9,9,9,7,2,8,5,8,6,5,3,4,2,6,12,10,13,2,7,1,4,27,13,3,3,3,3,9,22,6,9,0,3,3,14,8,1,6,1,7,11,4,3,14,0,0,9,3,7,10,6,1,4,0,3,0,8,12,5,3,11,0,0,0,0,6,6,3,0,1,9,3,0,5,1,1,0,0,0,3,7,1,9,15,1,1,3,4,2,3,4,0,3,4,2,10,3,9,1,6,0,4,0,4,1,0,0,1,2,1,3,15,13,1,1,7,5,7,11,16,5,4,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,849
