day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,186,189,190,192,193,194,total
0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,4,0,0,3,0,0,0,0,2,0,0,0,1,4,0,0,2,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,3,3,0,1,0,1,0,0,0,1,0,1,2,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,4,0,0,0,3,4,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,98
0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42
0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15
0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,1,0,1,0,1,2,0,1,1,6,0,1,0,0,0,3,1,0,0,1,0,1,1,2,3,1,0,0,2,0,0,2,0,1,0,0,3,0,4,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,11,1,0,0,2,1,6,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,96
0,6,0,3,12,0,5,0,2,2,0,0,15,1,0,0,11,0,4,8,6,16,3,0,8,6,4,0,1,0,0,2,0,3,0,5,12,7,2,0,2,1,6,3,13,0,3,0,6,6,5,0,7,0,6,0,2,5,2,2,0,5,2,5,8,1,0,1,0,1,2,2,0,5,2,2,3,2,0,2,3,0,2,4,2,0,0,4,6,4,0,9,0,3,0,7,2,2,0,2,0,35,1,1,1,0,8,2,4,6,1,3,4,4,1,0,1,0,2,0,1,1,2,0,0,0,0,2,0,0,1,1,0,1,1,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,1,1,3,1,5,0,15,2,3,0,424
0,7,0,0,16,3,4,0,9,6,0,1,8,4,3,0,38,6,3,14,5,42,3,2,24,19,9,1,7,1,1,4,3,8,0,40,20,10,13,6,15,2,5,10,20,0,5,8,2,5,29,5,8,2,12,2,8,9,4,2,0,13,5,15,7,1,12,5,5,2,2,8,4,3,11,1,7,5,2,1,12,12,5,9,4,0,3,20,11,8,2,11,7,3,5,3,5,15,0,2,3,54,0,1,5,9,36,11,4,11,4,5,10,3,4,1,0,0,5,1,2,4,4,0,1,4,3,8,7,2,4,5,7,3,2,5,3,10,0,2,13,1,1,4,10,1,1,2,1,3,0,3,3,1,5,0,0,19,2,6,1,1052
0,8,0,4,22,9,15,2,9,22,7,9,21,12,0,4,31,8,8,23,16,80,21,4,9,12,9,0,8,1,13,15,7,12,0,54,28,22,21,8,36,12,7,20,40,6,12,8,7,8,13,14,23,3,15,7,31,21,8,13,3,10,9,18,13,0,19,10,2,10,14,15,3,19,20,3,16,8,2,6,17,38,7,22,13,0,3,11,24,6,8,11,12,3,5,9,10,17,0,9,2,59,8,1,11,11,21,23,7,21,3,9,19,4,11,12,9,3,10,1,3,6,12,0,1,0,0,17,6,4,0,6,6,2,13,5,3,16,1,3,24,2,2,3,5,0,11,1,0,2,4,8,10,30,0,5,4,27,4,9,3,1778
