day,hour,3,4,5,6,7,8,9,10,11,12,14,15,16,17,19,20,21,22,23,24,25,27,29,30,31,32,33,36,37,39,40,41,42,43,44,46,47,49,51,54,56,57,58,59,63,65,67,68,70,71,72,73,74,75,76,77,78,80,81,84,85,87,88,89,90,91,92,93,94,95,96,97,98,100,102,104,105,107,108,109,110,115,116,117,118,119,121,124,126,130,131,133,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,163,169,170,171,173,174,175,176,177,178,179,180,183,184,185,186,189,190,195,196,197,200,201,205,208,210,213,215,217,218,219,total
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,4,0,3,0,0,1,0,1,11,2,2,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,7,5,1,2,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
0,8,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,6,3,8,10,1,1,2,0,4,0,19,19,3,7,9,0,0,0,19,6,0,0,0,0,6,7,1,2,0,2,4,17,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,9,2,0,5,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,255
0,9,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,8,0,0,5,8,2,6,2,0,2,3,0,1,0,7,18,2,3,6,0,0,0,13,8,5,2,0,1,6,12,3,3,0,10,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,26,0,2,6,1,0,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,247
0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,7,1,0,1,1,4,5,2,0,0,6,1,1,0,4,6,6,2,0,0,0,1,4,3,3,3,1,0,0,4,3,1,0,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,12,14,0,0,3,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158
0,11,0,2,0,1,0,1,0,0,1,0,1,0,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,5,0,1,0,1,0,5,0,1,0,0,0,0,0,0,1,0,0,0,5,5,4,1,3,1,2,6,1,1,0,6,1,2,0,3,9,0,7,8,0,0,2,3,3,1,1,0,0,6,4,4,4,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,3,5,11,0,0,2,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,180
0,12,0,1,0,1,0,1,0,0,0,1,0,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,15,6,3,0,2,3,7,5,5,0,1,10,0,3,1,9,4,1,3,3,0,1,0,2,1,4,1,2,0,1,2,3,6,0,4,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,4,7,4,0,0,7,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,0,0,0,5,0,0,1,1,0,0,19,8,1,1,2,3,5,9,8,0,0,9,0,8,0,7,4,1,2,0,0,0,1,3,4,0,0,2,1,2,7,5,4,0,3,6,0,4,2,0,1,0,1,1,3,0,0,0,0,1,2,0,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,10,0,0,1,1,0,9,0,0,0,0,1,0,0,0,0,0,0,2,1,0,213
0,14,0,2,2,2,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,13,7,0,0,4,4,7,2,1,0,1,8,3,2,1,5,2,2,0,7,0,0,0,1,3,3,1,0,0,2,8,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,3,5,6,2,0,3,1,0,9,5,1,0,0,0,0,0,0,0,0,0,0,1,0,171
0,15,0,1,1,3,1,0,2,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,13,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,9,9,4,0,1,2,6,2,5,0,0,10,0,2,0,3,3,6,2,5,0,0,1,2,5,4,3,0,0,0,4,6,5,0,1,0,3,2,2,0,2,1,0,1,0,0,0,0,0,0,1,0,5,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,8,4,2,4,0,2,2,11,0,0,0,0,0,0,0,0,1,0,0,0,3,0,204
0,16,0,0,0,3,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,2,6,1,5,3,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,11,4,2,0,3,7,6,4,4,0,1,19,1,4,0,4,0,1,2,15,0,0,0,0,4,1,1,1,0,0,9,10,5,0,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,4,12,0,0,7,1,0,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,223
0,17,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,26,17,3,0,3,7,17,2,4,0,0,25,0,9,2,2,5,3,8,12,0,0,0,3,2,0,0,1,0,2,8,12,10,0,8,1,4,4,2,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,9,0,2,4,1,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,291
0,18,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,24,13,5,1,6,3,7,1,6,0,1,24,0,4,0,2,6,4,7,10,1,0,0,8,2,1,0,3,0,1,8,10,10,0,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,9,6,8,0,0,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
0,19,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,13,16,5,1,3,3,5,4,6,1,0,18,0,4,0,0,4,2,5,4,0,0,0,1,1,1,0,1,1,0,5,8,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,20,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,4,7,4,0,0,3,5,1,1,0,0,9,0,1,2,1,2,2,4,4,0,0,0,1,0,1,0,2,1,3,2,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,3,7,2,1,0,0,5,0,0,0,0,1,1,0,4,0,0,0,3,1,1,0,1,0,0,2,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65
0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,2,0,0,0,0,1,4,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
