day,hour,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,133,134,135,136,137,138,139,140,141,142,143,145,146,149,150,151,152,159,160,161,162,163,167,169,170,171,173,174,175,176,177,178,179,180,182,183,184,185,186,189,190,192,193,194,195,196,197,199,200,201,202,203,204,205,208,209,210,211,212,213,214,215,216,217,218,219,221,224,225,226,227,228,229,230,total
0,0,0,0,1,1,1,0,2,1,1,2,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,0,2,0,0,1,1,0,0,0,6,3,0,2,0,0,0,2,1,6,0,0,0,0,5,1,0,0,0,0,1,4,4,2,0,1,0,0,3,0,0,0,0,1,0,0,4,0,0,0,2,0,1,0,0,1,0,1,1,0,4,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,1,1,2,0,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54
0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,33
0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,5,0,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,1,2,0,0,0,0,0,4,0,1,0,3,4,1,2,0,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,1,0,0,0,1,0,1,6,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,3,0,0,1,0,1,0,2,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,1,0,3,2,0,1,2,0,8,0,0,0,0,3,0,1,2,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
0,6,0,0,10,0,4,0,0,2,0,1,3,2,1,0,8,0,1,9,5,21,8,1,5,11,4,1,2,2,0,7,3,4,0,9,9,1,1,6,0,5,3,14,2,3,0,6,4,3,2,6,0,7,4,0,7,9,1,0,0,3,1,10,6,3,1,0,1,1,1,1,1,5,5,3,0,4,0,0,4,1,0,1,3,0,1,7,5,3,0,5,1,1,4,1,2,0,1,1,1,1,0,0,5,8,4,3,1,11,6,2,8,0,2,2,2,0,1,0,0,3,2,0,0,2,1,1,0,0,0,3,1,5,1,3,7,3,1,1,4,0,1,6,4,0,1,1,0,4,0,0,4,7,1,0,0,2,0,0,3,25,3,2,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,0,0,0,0,480
0,7,0,4,22,12,16,0,3,8,2,1,9,10,1,5,26,7,8,4,14,38,13,4,14,17,7,0,7,3,2,11,7,24,0,31,14,5,4,13,3,16,6,27,11,12,1,7,7,29,6,7,0,10,10,3,38,15,9,3,0,18,15,25,16,0,8,1,4,3,2,5,8,4,21,0,8,15,3,3,10,27,4,7,11,0,1,7,11,11,8,16,10,11,4,8,9,11,3,0,43,3,3,3,15,6,37,10,4,11,22,6,1,2,8,10,11,3,5,0,12,11,1,0,3,4,0,14,6,3,3,0,2,5,5,9,14,10,3,1,11,0,8,4,19,0,11,0,2,3,5,8,9,5,6,0,2,3,1,5,7,47,7,4,2,6,4,0,0,0,1,0,0,1,0,2,3,2,4,1,0,0,0,0,1,5,0,1,1,10,3,7,0,0,0,1444
0,8,0,5,8,14,32,2,10,19,7,12,10,33,4,6,47,12,18,8,14,95,38,10,13,21,12,3,13,1,17,16,9,21,1,21,22,33,12,28,21,18,17,12,7,16,19,3,12,9,16,15,6,4,19,14,44,23,10,13,5,3,16,27,32,4,13,3,7,13,7,23,10,14,8,6,17,7,14,5,19,19,2,33,20,0,7,1,22,12,30,20,9,17,8,8,12,28,14,3,4,13,4,4,10,16,23,17,11,16,1,12,4,13,3,11,0,3,9,2,12,8,9,0,3,3,0,5,3,4,3,21,11,7,22,17,35,15,2,6,2,2,7,4,5,0,13,4,6,3,13,21,31,41,7,3,4,16,7,4,39,54,6,9,8,7,1,1,0,5,5,0,0,2,2,4,0,0,3,2,1,0,2,0,0,7,5,3,1,19,12,15,1,0,0,2232
